"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Soome";"Läti";"Venemaa(Leningrad)";"Venemaa(Pihkva)"
"1719784800";"01.07.2024 01:00";"-346,8";"121,5";"45,9";"106,5"
"1719785100";"01.07.2024 01:05";"-348,3";"240,3";"-31,4";"76"
"1719785400";"01.07.2024 01:10";"-348,6";"292,3";"-55,1";"61,7"
"1719785700";"01.07.2024 01:15";"-348,6";"298,8";"-47,9";"60,9"
"1719786000";"01.07.2024 01:20";"-348,5";"287,7";"-24,7";"71,8"
"1719786300";"01.07.2024 01:25";"-348,6";"278,1";"-4,6";"77,6"
"1719786600";"01.07.2024 01:30";"-348,8";"258,8";"13,7";"81,7"
"1719786900";"01.07.2024 01:35";"-348,7";"226,2";"56,8";"83,7"
"1719787200";"01.07.2024 01:40";"-348,7";"226,8";"62,9";"83,4"
"1719787500";"01.07.2024 01:45";"-348,7";"242,8";"54,3";"84"
"1719787800";"01.07.2024 01:50";"-348,6";"279,5";"16,5";"82,6"
"1719788100";"01.07.2024 01:55";"-348,7";"278,1";"12,2";"83,1"
"1719788400";"01.07.2024 02:00";"-348,7";"303,9";"-4,2";"78,1"
"1719788700";"01.07.2024 02:05";"-348,7";"324,2";"-18,8";"68,6"
"1719789000";"01.07.2024 02:10";"-348,7";"333,7";"-27";"63,7"
"1719789300";"01.07.2024 02:15";"-348,7";"327,1";"-29,6";"62,3"
"1719789600";"01.07.2024 02:20";"-348,7";"323,3";"-31,2";"63,8"
"1719789900";"01.07.2024 02:25";"-348,6";"322,5";"-18,4";"68,5"
"1719790200";"01.07.2024 02:30";"-348,6";"325,6";"-6";"70,7"
"1719790500";"01.07.2024 02:35";"-348,6";"322,8";"0";"69,8"
"1719790800";"01.07.2024 02:40";"-348,7";"331,6";"-5,7";"69,9"
"1719791100";"01.07.2024 02:45";"-348,6";"333,5";"-14,1";"69,2"
"1719791400";"01.07.2024 02:50";"-348,6";"330,8";"-15,8";"69,8"
"1719791700";"01.07.2024 02:55";"-348,7";"310,7";"4";"72,4"
"1719792000";"01.07.2024 03:00";"-348,6";"313,7";"2,1";"73,1"
"1719792300";"01.07.2024 03:05";"-348,7";"297";"9,3";"73,6"
"1719792600";"01.07.2024 03:10";"-348,6";"296,1";"9";"72,1"
"1719792900";"01.07.2024 03:15";"-348,7";"287,2";"14,6";"76"
"1719793200";"01.07.2024 03:20";"-348,7";"261,7";"34,6";"79,1"
"1719793500";"01.07.2024 03:25";"-348,7";"313,1";"3,1";"63,3"
"1719793800";"01.07.2024 03:30";"-348,8";"311,4";"0";"62,1"
"1719794100";"01.07.2024 03:35";"-348,6";"312,5";"0";"64,7"
"1719794400";"01.07.2024 03:40";"-348,6";"314,4";"3,7";"66,3"
"1719794700";"01.07.2024 03:45";"-348,6";"315,8";"8,8";"66,5"
"1719795000";"01.07.2024 03:50";"-348,7";"317,5";"11,5";"66,7"
"1719795300";"01.07.2024 03:55";"-348,6";"339,4";"-2,1";"62,4"
"1719795600";"01.07.2024 04:00";"-348,6";"342,8";"-4,9";"59,1"
"1719795900";"01.07.2024 04:05";"-348,5";"316,9";"2,4";"62,5"
"1719796200";"01.07.2024 04:10";"-348,6";"323,2";"-0,6";"61,2"
"1719796500";"01.07.2024 04:15";"-348,7";"307,9";"0";"62,5"
"1719796800";"01.07.2024 04:20";"-348,8";"307,1";"-6,2";"62,9"
"1719797100";"01.07.2024 04:25";"-348,6";"321,5";"-27,4";"60,2"
"1719797400";"01.07.2024 04:30";"-348,7";"312,1";"-15,3";"60,8"
"1719797700";"01.07.2024 04:35";"-348,6";"299,9";"-9,1";"62,3"
"1719798000";"01.07.2024 04:40";"-348,7";"293,8";"-17,6";"61,9"
"1719798300";"01.07.2024 04:45";"-348,6";"276,4";"-1,4";"66,8"
"1719798600";"01.07.2024 04:50";"-348,7";"276,1";"0";"67,3"
"1719798900";"01.07.2024 04:55";"-348,7";"286,5";"-5,2";"66,2"
"1719799200";"01.07.2024 05:00";"-348,7";"311,5";"-28,1";"60,2"
"1719799500";"01.07.2024 05:05";"-348,6";"308,9";"-31,3";"58,5"
"1719799800";"01.07.2024 05:10";"-348,6";"293,5";"-13,4";"63,3"
"1719800100";"01.07.2024 05:15";"-348,6";"276,6";"-0,7";"65"
"1719800400";"01.07.2024 05:20";"-348,7";"278,6";"-3,4";"64,1"
"1719800700";"01.07.2024 05:25";"-348,7";"282,9";"-9,7";"62,7"
"1719801000";"01.07.2024 05:30";"-348,7";"288,4";"-18,6";"63,3"
"1719801300";"01.07.2024 05:35";"-348,6";"267,3";"-5,3";"67,3"
"1719801600";"01.07.2024 05:40";"-348,7";"256,6";"1,3";"68,7"
"1719801900";"01.07.2024 05:45";"-348,7";"252,6";"5,2";"68,7"
"1719802200";"01.07.2024 05:50";"-348,7";"263,7";"0";"65,1"
"1719802500";"01.07.2024 05:55";"-348,7";"263,7";"-2,8";"60,9"
"1719802800";"01.07.2024 06:00";"-348,8";"273";"-14";"57,4"
"1719803100";"01.07.2024 06:05";"-348,7";"224,8";"10,7";"69,4"
"1719803400";"01.07.2024 06:10";"-348,7";"190,4";"32,5";"72,1"
"1719803700";"01.07.2024 06:15";"-348,6";"173,5";"54";"74"
"1719804000";"01.07.2024 06:20";"-348,7";"192,7";"47,3";"70,3"
"1719804300";"01.07.2024 06:25";"-348,6";"225,6";"11,9";"60,6"
"1719804600";"01.07.2024 06:30";"-348,6";"241,2";"-11,4";"54"
"1719804900";"01.07.2024 06:35";"-348,7";"258,5";"-33,5";"49,6"
"1719805200";"01.07.2024 06:40";"-348,8";"265,6";"-49";"44,3"
"1719805500";"01.07.2024 06:45";"-348,6";"280,1";"-72,9";"40,2"
"1719805800";"01.07.2024 06:50";"-313,7";"295,4";"-127,3";"28,2"
"1719806100";"01.07.2024 06:55";"-302,3";"316,3";"-157";"22,5"
"1719806400";"01.07.2024 07:00";"-302,5";"312,7";"-161,1";"20,2"
"1719806700";"01.07.2024 07:05";"-336,5";"269,5";"-103,8";"37,8"
"1719807000";"01.07.2024 07:10";"-348,5";"261,5";"-79,9";"41,1"
"1719807300";"01.07.2024 07:15";"-348,6";"258,1";"-70,9";"42"
"1719807600";"01.07.2024 07:20";"-348,6";"251,5";"-58,9";"41,2"
"1719807900";"01.07.2024 07:25";"-348,6";"261,7";"-58,8";"38,8"
"1719808200";"01.07.2024 07:30";"-348,6";"207,6";"-17,1";"55,2"
"1719808500";"01.07.2024 07:35";"-348,7";"179,4";"7,3";"61,2"
"1719808800";"01.07.2024 07:40";"-348,6";"170,9";"10,4";"61"
"1719809100";"01.07.2024 07:45";"-348,6";"172,8";"11,8";"61,7"
"1719809400";"01.07.2024 07:50";"-348,6";"179,2";"17,1";"62,1"
"1719809700";"01.07.2024 07:55";"-348,6";"186,2";"20";"60,3"
"1719810000";"01.07.2024 08:00";"-348,6";"241,4";"-16,6";"44,5"
"1719810300";"01.07.2024 08:05";"-348,5";"271,4";"-41,5";"38,1"
"1719810600";"01.07.2024 08:10";"-348,5";"294,5";"-68,8";"34,4"
"1719810900";"01.07.2024 08:15";"-348,5";"242,8";"-32";"46,6"
"1719811200";"01.07.2024 08:20";"-348,5";"228,3";"-16,1";"51,9"
"1719811500";"01.07.2024 08:25";"-348,6";"236,9";"-18,4";"51"
"1719811800";"01.07.2024 08:30";"-348,5";"235";"-15,1";"47,4"
"1719812100";"01.07.2024 08:35";"-348,5";"238,7";"-13,4";"45,3"
"1719812400";"01.07.2024 08:40";"-348,6";"230,2";"-3,1";"47,9"
"1719812700";"01.07.2024 08:45";"-348,4";"218,5";"11,7";"52,4"
"1719813000";"01.07.2024 08:50";"-348,5";"164,2";"66,4";"71,4"
"1719813300";"01.07.2024 08:55";"-348,5";"165,5";"77,4";"75,8"
"1719813600";"01.07.2024 09:00";"-348,5";"157,8";"89,4";"79,3"
"1719813900";"01.07.2024 09:05";"-348,5";"196";"60,6";"69,8"
"1719814200";"01.07.2024 09:10";"-348,5";"185,8";"72,4";"70,8"
"1719814500";"01.07.2024 09:15";"-348,6";"238,8";"25,7";"55,3"
"1719814800";"01.07.2024 09:20";"-348,6";"269,6";"3";"44"
"1719815100";"01.07.2024 09:25";"-348,5";"281,1";"0";"38,7"
"1719815400";"01.07.2024 09:30";"-348,4";"282,2";"5,7";"38,6"
"1719815700";"01.07.2024 09:35";"-348,5";"278,8";"19";"38,4"
"1719816000";"01.07.2024 09:40";"-348,5";"268,2";"43,2";"40,3"
"1719816300";"01.07.2024 09:45";"-348,5";"255";"54,6";"47,9"
"1719816600";"01.07.2024 09:50";"-348,6";"237,5";"61,5";"52,5"
"1719816900";"01.07.2024 09:55";"-348,5";"229,5";"62,5";"55,1"
"1719817200";"01.07.2024 10:00";"-348,6";"185,2";"105,3";"73,8"
"1719817500";"01.07.2024 10:05";"-348,6";"175,3";"118,5";"82,2"
"1719817800";"01.07.2024 10:10";"-348,5";"185,2";"94,4";"77,7"
"1719818100";"01.07.2024 10:15";"-348,6";"196,5";"83,1";"75,8"
"1719818400";"01.07.2024 10:20";"-348,6";"255,9";"28,1";"57"
"1719818700";"01.07.2024 10:25";"-348,6";"286,7";"2,2";"47,2"
"1719819000";"01.07.2024 10:30";"-348,5";"277,2";"-8,2";"48"
"1719819300";"01.07.2024 10:35";"-348,6";"260";"-18,1";"50,6"
"1719819600";"01.07.2024 10:40";"-348,5";"256,2";"-15,4";"50,4"
"1719819900";"01.07.2024 10:45";"-348,6";"257,1";"-15";"51"
"1719820200";"01.07.2024 10:50";"-348,6";"245,3";"-12,9";"53,7"
"1719820500";"01.07.2024 10:55";"-348,5";"237,1";"-17,7";"56,2"
"1719820800";"01.07.2024 11:00";"-348,7";"231,8";"-28,8";"50,8"
"1719821100";"01.07.2024 11:05";"-348,5";"229,8";"-32,7";"50,4"
"1719821400";"01.07.2024 11:10";"-348,6";"219,5";"-4,4";"56,7"
"1719821700";"01.07.2024 11:15";"-348,5";"228,1";"-5,7";"55,7"
"1719822000";"01.07.2024 11:20";"-348,6";"224,1";"0,7";"59,6"
"1719822300";"01.07.2024 11:25";"-348,5";"208,9";"11,9";"62,9"
"1719822600";"01.07.2024 11:30";"-348,6";"196,8";"37,9";"66,4"
"1719822900";"01.07.2024 11:35";"-348,6";"196";"48,2";"69,1"
"1719823200";"01.07.2024 11:40";"-348,6";"196,8";"30,6";"67,4"
"1719823500";"01.07.2024 11:45";"-348,6";"187";"60,5";"74,7"
"1719823800";"01.07.2024 11:50";"-348,6";"203";"75,6";"73,9"
"1719824100";"01.07.2024 11:55";"-348,6";"200,1";"84,1";"74,8"
"1719824400";"01.07.2024 12:00";"-348,6";"183,1";"96,7";"76,6"
"1719824700";"01.07.2024 12:05";"-349,4";"227,8";"79,4";"67,2"
"1719825000";"01.07.2024 12:10";"-349,5";"231,3";"71,9";"65,5"
"1719825300";"01.07.2024 12:15";"-349,5";"224,5";"73,7";"66,5"
"1719825600";"01.07.2024 12:20";"-349,6";"225,7";"49,9";"60"
"1719825900";"01.07.2024 12:25";"-349,6";"215,8";"47,5";"59,7"
"1719826200";"01.07.2024 12:30";"-349,6";"211,3";"46,2";"59,8"
"1719826500";"01.07.2024 12:35";"-349,5";"185,9";"52,5";"60,5"
"1719826800";"01.07.2024 12:40";"-349,6";"166,1";"56,8";"64,1"
"1719827100";"01.07.2024 12:45";"-349,6";"160";"59,9";"63,4"
"1719827400";"01.07.2024 12:50";"-349,6";"95";"99,1";"76,7"
"1719827700";"01.07.2024 12:55";"-349,6";"54,5";"129,2";"84,3"
"1719828000";"01.07.2024 13:00";"-349,7";"51,2";"132,6";"82,7"
"1719828300";"01.07.2024 13:05";"-349,5";"17,8";"121,7";"83,4"
"1719828600";"01.07.2024 13:10";"-349,6";"-12,9";"125,5";"85,1"
"1719828900";"01.07.2024 13:15";"-349,6";"1";"91,9";"76"
"1719829200";"01.07.2024 13:20";"-349,5";"64,7";"24,5";"58,3"
"1719829500";"01.07.2024 13:25";"-349,5";"100,8";"4,9";"50"
"1719829800";"01.07.2024 13:30";"-349,6";"152,3";"-51,6";"39,7"
"1719830100";"01.07.2024 13:35";"-349,7";"156,4";"-34,2";"47"
"1719830400";"01.07.2024 13:40";"-349,7";"128,6";"-29,8";"49,3"
"1719830700";"01.07.2024 13:45";"-349,6";"98,2";"-12,9";"56,8"
"1719831000";"01.07.2024 13:50";"-349,5";"121,3";"-41,1";"51,9"
"1719831300";"01.07.2024 13:55";"-349,6";"129,4";"-61,4";"47,2"
"1719831600";"01.07.2024 14:00";"-349,6";"141,9";"-79,3";"43"
"1719831900";"01.07.2024 14:05";"-349,6";"114,4";"-55,8";"49,7"
"1719832200";"01.07.2024 14:10";"-349,6";"103,4";"-63,9";"49,7"
"1719832500";"01.07.2024 14:15";"-349,5";"105,6";"-57,9";"49,6"
"1719832800";"01.07.2024 14:20";"-349,5";"120,7";"-73,1";"43,5"
"1719833100";"01.07.2024 14:25";"-349,5";"118,7";"-96,2";"35,8"
"1719833400";"01.07.2024 14:30";"-349,5";"106,5";"-82,9";"38,4"
"1719833700";"01.07.2024 14:35";"-349,6";"39,7";"-12,5";"58,7"
"1719834000";"01.07.2024 14:40";"-349,5";"49,6";"-28,7";"53,2"
"1719834300";"01.07.2024 14:45";"-349,6";"74,2";"-32,2";"47,1"
"1719834600";"01.07.2024 14:50";"-349,5";"63";"-26,6";"50"
"1719834900";"01.07.2024 14:55";"-349,6";"38,8";"-5,8";"53,6"
"1719835200";"01.07.2024 15:00";"-349,5";"1,8";"21,6";"59,8"
"1719835500";"01.07.2024 15:05";"-349,6";"49,8";"-4,5";"42,1"
"1719835800";"01.07.2024 15:10";"-349,6";"93,2";"-51,4";"26,4"
"1719836100";"01.07.2024 15:15";"-349,5";"101,4";"-84,4";"17,9"
"1719836400";"01.07.2024 15:20";"-349,7";"54,2";"-89,6";"23,4"
"1719836700";"01.07.2024 15:25";"-349,6";"18,5";"-56";"36,4"
"1719837000";"01.07.2024 15:30";"-349,6";"18,4";"-48,2";"44,1"
"1719837300";"01.07.2024 15:35";"-349,6";"0,4";"-30,3";"52,4"
"1719837600";"01.07.2024 15:40";"-349,5";"-39,2";"0,7";"64,7"
"1719837900";"01.07.2024 15:45";"-349,5";"-50,4";"3";"67,2"
"1719838200";"01.07.2024 15:50";"-349,5";"-68,4";"16,7";"72,7"
"1719838500";"01.07.2024 15:55";"-349,5";"-40,8";"14,4";"69,6"
"1719838800";"01.07.2024 16:00";"-349,5";"-40,1";"13,8";"70,8"
"1719839100";"01.07.2024 16:05";"-349,6";"52,4";"-41,8";"42,6"
"1719839400";"01.07.2024 16:10";"-349,6";"57,9";"-40,4";"39,2"
"1719839700";"01.07.2024 16:15";"-349,5";"46,2";"-20,7";"43,7"
"1719840000";"01.07.2024 16:20";"-349,6";"24,5";"-10,5";"50,3"
"1719840300";"01.07.2024 16:25";"-349,5";"-14,7";"8,6";"60"
"1719840600";"01.07.2024 16:30";"-349,7";"-17,3";"20,4";"63,3"
"1719840900";"01.07.2024 16:35";"-349,5";"-14,1";"29,3";"64,3"
"1719841200";"01.07.2024 16:40";"-349,6";"-35,6";"40,8";"68,8"
"1719841500";"01.07.2024 16:45";"-349,5";"-36,4";"51,2";"69,1"
"1719841800";"01.07.2024 16:50";"-349,6";"-20,7";"48,4";"70,3"
"1719842100";"01.07.2024 16:55";"-349,6";"-12,4";"42,7";"65,6"
"1719842400";"01.07.2024 17:00";"-349,6";"-42,1";"58,9";"71,6"
"1719842700";"01.07.2024 17:05";"-349,6";"-37";"54";"68,5"
"1719843000";"01.07.2024 17:10";"-349,6";"-51,9";"67,1";"75,6"
"1719843300";"01.07.2024 17:15";"-349,5";"-38";"83,7";"81,5"
"1719843600";"01.07.2024 17:20";"-349,5";"-14,9";"53";"73,2"
"1719843900";"01.07.2024 17:25";"-349,6";"25,3";"7,6";"57,9"
"1719844200";"01.07.2024 17:30";"-349,5";"24,4";"-0,7";"52,5"
"1719844500";"01.07.2024 17:35";"-349,5";"22,1";"6,9";"55,4"
"1719844800";"01.07.2024 17:40";"-349,5";"30";"1,6";"53,9"
"1719845100";"01.07.2024 17:45";"-349,6";"35,5";"0";"53,2"
"1719845400";"01.07.2024 17:50";"-349,6";"32,7";"0";"52,4"
"1719845700";"01.07.2024 17:55";"-349,6";"32";"0";"53"
"1719846000";"01.07.2024 18:00";"-349,6";"17";"2,3";"53,3"
"1719846300";"01.07.2024 18:05";"-349,7";"-37,4";"31,9";"72,5"
"1719846600";"01.07.2024 18:10";"-349,6";"-59,7";"63";"84,5"
"1719846900";"01.07.2024 18:15";"-349,6";"-48,7";"49,7";"81"
"1719847200";"01.07.2024 18:20";"-349,6";"-34,8";"32,5";"74,1"
"1719847500";"01.07.2024 18:25";"-349,7";"14,7";"3";"57,1"
"1719847800";"01.07.2024 18:30";"-349,6";"67,4";"-26,5";"41,5"
"1719848100";"01.07.2024 18:35";"-349,7";"56,2";"-20,3";"46,7"
"1719848400";"01.07.2024 18:40";"-349,7";"37,6";"-7,1";"51,5"
"1719848700";"01.07.2024 18:45";"-349,6";"50,5";"-16,6";"50,6"
"1719849000";"01.07.2024 18:50";"-349,7";"66";"-20,9";"47,4"
"1719849300";"01.07.2024 18:55";"-349,7";"63,5";"-26,3";"44,9"
"1719849600";"01.07.2024 19:00";"-349,6";"64,1";"-30,5";"43,4"
"1719849900";"01.07.2024 19:05";"-349,6";"3,9";"0,8";"65,6"
"1719850200";"01.07.2024 19:10";"-349,7";"-38,9";"49,5";"80,2"
"1719850500";"01.07.2024 19:15";"-349,6";"-36,9";"49,2";"78,8"
"1719850800";"01.07.2024 19:20";"-349,7";"9";"20,8";"66,5"
"1719851100";"01.07.2024 19:25";"-349,6";"33,2";"23,6";"64,7"
"1719851400";"01.07.2024 19:30";"-349,7";"46,9";"13,4";"64,4"
"1719851700";"01.07.2024 19:35";"-349,7";"62,2";"8,2";"62"
"1719852000";"01.07.2024 19:40";"-349,7";"62,4";"16,7";"62,2"
"1719852300";"01.07.2024 19:45";"-349,6";"75,2";"3,8";"60,2"
"1719852600";"01.07.2024 19:50";"-349,6";"77,7";"0";"57"
"1719852900";"01.07.2024 19:55";"-349,7";"74,9";"0";"56,8"
"1719853200";"01.07.2024 20:00";"-349,6";"77,5";"1,5";"58,5"
"1719853500";"01.07.2024 20:05";"-349,6";"8,7";"62,8";"85,3"
"1719853800";"01.07.2024 20:10";"-349,7";"4,2";"70,6";"85,6"
"1719854100";"01.07.2024 20:15";"-349,6";"57,7";"22,8";"64,1"
"1719854400";"01.07.2024 20:20";"-349,6";"101,2";"-19,2";"46,2"
"1719854700";"01.07.2024 20:25";"-349,7";"118,5";"-51";"41,6"
"1719855000";"01.07.2024 20:30";"-349,7";"121,4";"-52,5";"42,3"
"1719855300";"01.07.2024 20:35";"-349,7";"134";"-57,1";"42,1"
"1719855600";"01.07.2024 20:40";"-349,7";"137,5";"-59,6";"41,4"
"1719855900";"01.07.2024 20:45";"-349,7";"141,5";"-68,7";"38,9"
"1719856200";"01.07.2024 20:50";"-349,6";"147";"-81";"35,9"
"1719856500";"01.07.2024 20:55";"-349,7";"163,9";"-89,3";"35,9"
"1719856800";"01.07.2024 21:00";"-349,7";"168,2";"-101,5";"34,8"
"1719857100";"01.07.2024 21:05";"-349,7";"100,9";"-47,9";"55,6"
"1719857400";"01.07.2024 21:10";"-349,6";"75";"-16";"65,2"
"1719857700";"01.07.2024 21:15";"-349,6";"100";"-34,2";"60,8"
"1719858000";"01.07.2024 21:20";"-349,6";"100,5";"-37,6";"61,4"
"1719858300";"01.07.2024 21:25";"-349,5";"102,8";"-34,8";"60,4"
"1719858600";"01.07.2024 21:30";"-349,6";"92,1";"-22,3";"61,4"
"1719858900";"01.07.2024 21:35";"-349,5";"97,7";"-25,8";"61,3"
"1719859200";"01.07.2024 21:40";"-349,5";"104,7";"-28,4";"61,5"
"1719859500";"01.07.2024 21:45";"-349,6";"109";"-31,7";"62,4"
"1719859800";"01.07.2024 21:50";"-349,7";"111,7";"-40,7";"62,6"
"1719860100";"01.07.2024 21:55";"-349,6";"109,7";"-60,4";"61,7"
"1719860400";"01.07.2024 22:00";"-349,6";"112,3";"-65,6";"60,8"
"1719860700";"01.07.2024 22:05";"-349,6";"107,2";"-65,8";"64,4"
"1719861000";"01.07.2024 22:10";"-349,6";"108,8";"-65,5";"65,3"
"1719861300";"01.07.2024 22:15";"-349,6";"107,7";"-70,8";"64,8"
"1719861600";"01.07.2024 22:20";"-349,5";"93,7";"-64,6";"65,9"
"1719861900";"01.07.2024 22:25";"-349,5";"88,3";"-58,8";"67,7"
"1719862200";"01.07.2024 22:30";"-349,4";"98,4";"-59,3";"65,7"
"1719862500";"01.07.2024 22:35";"-349,5";"84,5";"-43,2";"68,5"
"1719862800";"01.07.2024 22:40";"-349,5";"72,3";"-31,7";"70,2"
"1719863100";"01.07.2024 22:45";"-349,6";"70,7";"-27,8";"71,4"
"1719863400";"01.07.2024 22:50";"-349,6";"69";"-29,3";"73,3"
"1719863700";"01.07.2024 22:55";"-349,6";"66";"-28,8";"72,7"
"1719864000";"01.07.2024 23:00";"-349,6";"57,8";"-18";"74,2"
"1719864300";"01.07.2024 23:05";"-349,6";"78,9";"-29";"68,3"
"1719864600";"01.07.2024 23:10";"-349,6";"138,4";"-67,3";"51"
"1719864900";"01.07.2024 23:15";"-349,5";"127,2";"-64,1";"55"
"1719865200";"01.07.2024 23:20";"-349,6";"100";"-46,1";"62,6"
"1719865500";"01.07.2024 23:25";"-349,6";"93,3";"-35,8";"63,8"
"1719865800";"01.07.2024 23:30";"-349,6";"89,2";"-24,2";"67,4"
"1719866100";"01.07.2024 23:35";"-349,6";"95,9";"-30,1";"65,4"
"1719866400";"01.07.2024 23:40";"-349,6";"84,3";"-22,6";"67,7"
"1719866700";"01.07.2024 23:45";"-349,6";"61,8";"-3,7";"70,7"
"1719867000";"01.07.2024 23:50";"-349,6";"46,3";"0";"73,4"
"1719867300";"01.07.2024 23:55";"-349,5";"37,9";"1,4";"77,1"
"1719867600";"02.07.2024 00:00";"-349,6";"66";"-10,2";"67,9"
"1719867900";"02.07.2024 00:05";"-349,6";"19,9";"15,6";"79,4"
"1719868200";"02.07.2024 00:10";"-349,6";"12";"9,4";"78,4"
"1719868500";"02.07.2024 00:15";"-349,6";"11,1";"0";"74,8"
"1719868800";"02.07.2024 00:20";"-349,7";"7";"-5,3";"74,7"
"1719869100";"02.07.2024 00:25";"-349,6";"17,2";"-30,8";"70,2"
"1719869400";"02.07.2024 00:30";"-349,6";"33,5";"-64,1";"62,2"
"1719869700";"02.07.2024 00:35";"-308,5";"11,7";"-103,6";"55,2"
"1719870000";"02.07.2024 00:40";"-288,1";"-9,6";"-195";"41,6"
"1719870300";"02.07.2024 00:45";"-288,3";"-16,9";"-207,2";"40,7"
"1719870600";"02.07.2024 00:50";"-288,4";"-11,1";"-213,1";"40,6"
"1719870900";"02.07.2024 00:55";"-288,4";"-12";"-215,9";"40,9"
"1719871200";"02.07.2024 01:00";"-288,4";"26,9";"-237,8";"29,1"
"1719871500";"02.07.2024 01:05";"-329,5";"47,9";"-225,6";"34,9"
"1719871800";"02.07.2024 01:10";"-349,6";"22,1";"-186,6";"47"
"1719872100";"02.07.2024 01:15";"-349,6";"23,9";"-180,6";"48,8"
"1719872400";"02.07.2024 01:20";"-349,6";"13,6";"-170,3";"51,9"
"1719872700";"02.07.2024 01:25";"-349,7";"1,9";"-156,1";"56,7"
"1719873000";"02.07.2024 01:30";"-349,6";"-0,8";"-152,1";"58,1"
"1719873300";"02.07.2024 01:35";"-349,7";"-6,2";"-147,6";"58,7"
"1719873600";"02.07.2024 01:40";"-349,6";"-18,5";"-139";"62,9"
"1719873900";"02.07.2024 01:45";"-349,7";"-34,6";"-130,3";"69"
"1719874200";"02.07.2024 01:50";"-349,7";"-38,1";"-129,4";"69,6"
"1719874500";"02.07.2024 01:55";"-349,6";"-40,1";"-121,9";"70,1"
"1719874800";"02.07.2024 02:00";"-349,6";"-17,9";"-130,4";"64,7"
"1719875100";"02.07.2024 02:05";"-349,5";"84,3";"-205,1";"33,8"
"1719875400";"02.07.2024 02:10";"-349,7";"73,4";"-200,3";"36,4"
"1719875700";"02.07.2024 02:15";"-349,7";"46,4";"-176,9";"46,4"
"1719876000";"02.07.2024 02:20";"-349,7";"43,9";"-176,7";"45,6"
"1719876300";"02.07.2024 02:25";"-349,6";"5,1";"-153,2";"57,7"
"1719876600";"02.07.2024 02:30";"-349,7";"-14,1";"-139,4";"63"
"1719876900";"02.07.2024 02:35";"-349,7";"-24,1";"-131,1";"63,4"
"1719877200";"02.07.2024 02:40";"-349,7";"-35,3";"-123,9";"66,8"
"1719877500";"02.07.2024 02:45";"-349,6";"-78,4";"-94";"82,3"
"1719877800";"02.07.2024 02:50";"-349,6";"-80,4";"-90,4";"83,6"
"1719878100";"02.07.2024 02:55";"-349,7";"-77,8";"-91,6";"83,3"
"1719878400";"02.07.2024 03:00";"-349,7";"-71,1";"-79,7";"80,7"
"1719878700";"02.07.2024 03:05";"-349,7";"41,1";"-159,4";"47,4"
"1719879000";"02.07.2024 03:10";"-349,6";"19";"-163,7";"55,5"
"1719879300";"02.07.2024 03:15";"-349,7";"-11,1";"-131,8";"66,3"
"1719879600";"02.07.2024 03:20";"-349,7";"-8,9";"-130,4";"66,2"
"1719879900";"02.07.2024 03:25";"-349,7";"-16";"-121,7";"67,7"
"1719880200";"02.07.2024 03:30";"-349,7";"-15";"-121,5";"68,3"
"1719880500";"02.07.2024 03:35";"-349,6";"-13,6";"-119,3";"68,6"
"1719880800";"02.07.2024 03:40";"-349,7";"-8,8";"-119,4";"69,7"
"1719881100";"02.07.2024 03:45";"-349,7";"-10,4";"-119,1";"70,2"
"1719881400";"02.07.2024 03:50";"-349,7";"-20,8";"-110,2";"71,7"
"1719881700";"02.07.2024 03:55";"-349,7";"-28,4";"-100,1";"73,1"
"1719882000";"02.07.2024 04:00";"-349,7";"-22,9";"-103,5";"71,5"
"1719882300";"02.07.2024 04:05";"-349,7";"-36,5";"-94,4";"75,4"
"1719882600";"02.07.2024 04:10";"-349,7";"-38,5";"-94,4";"75,6"
"1719882900";"02.07.2024 04:15";"-349,7";"-47,5";"-84,8";"75,2"
"1719883200";"02.07.2024 04:20";"-349,7";"-36,9";"-88,5";"76,3"
"1719883500";"02.07.2024 04:25";"-349,8";"-40,2";"-81";"76,9"
"1719883800";"02.07.2024 04:30";"-349,7";"-41,6";"-76,8";"77,6"
"1719884100";"02.07.2024 04:35";"-349,6";"-43,8";"-78,9";"76,8"
"1719884400";"02.07.2024 04:40";"-349,7";"-47,8";"-76,4";"76,9"
"1719884700";"02.07.2024 04:45";"-349,7";"-49,9";"-68,1";"76,1"
"1719885000";"02.07.2024 04:50";"-349,6";"6,3";"-107,9";"58,9"
"1719885300";"02.07.2024 04:55";"-349,8";"9,3";"-117";"57,6"
"1719885600";"02.07.2024 05:00";"-349,8";"10,8";"-118,8";"56,7"
"1719885900";"02.07.2024 05:05";"-349,7";"26";"-126,5";"56,8"
"1719886200";"02.07.2024 05:10";"-349,6";"-5,6";"-92,9";"69,1"
"1719886500";"02.07.2024 05:15";"-349,7";"-35,9";"-64,3";"77,7"
"1719886800";"02.07.2024 05:20";"-349,8";"-31,9";"-57,6";"78,9"
"1719887100";"02.07.2024 05:25";"-349,7";"-19,6";"-71,1";"77"
"1719887400";"02.07.2024 05:30";"-349,7";"-18,7";"-69,7";"77,2"
"1719887700";"02.07.2024 05:35";"-349,7";"-10,3";"-81,1";"75,3"
"1719888000";"02.07.2024 05:40";"-349,7";"-15,6";"-83,1";"74,1"
"1719888300";"02.07.2024 05:45";"-349,7";"-15,5";"-82,7";"72,6"
