"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Soome";"Läti";"Venemaa(Leningrad)";"Venemaa(Pihkva)"
"1738874700";"06.02.2025 22:45";"-350,8";"-97,1";"4,2";"0"
"1738875000";"06.02.2025 22:50";"-350,8";"-81,1";"2,1";"0"
"1738875300";"06.02.2025 22:55";"-350,9";"-81,4";"8,3";"0"
"1738875600";"06.02.2025 23:00";"-350,9";"-64";"11,8";"0"
"1738875900";"06.02.2025 23:05";"-350,9";"-28,4";"-2,8";"0"
"1738876200";"06.02.2025 23:10";"-350,9";"-40";"20,6";"0"
"1738876500";"06.02.2025 23:15";"-350,9";"-25,8";"12,7";"0"
"1738876800";"06.02.2025 23:20";"-350,9";"-28,3";"21,1";"0"
"1738877100";"06.02.2025 23:25";"-351";"-30,1";"42,6";"0"
"1738877400";"06.02.2025 23:30";"-351";"-39";"43,9";"0"
"1738877700";"06.02.2025 23:35";"-350,9";"-59,6";"59,6";"0"
"1738878000";"06.02.2025 23:40";"-350,8";"-59,4";"51,7";"0"
"1738878300";"06.02.2025 23:45";"-350,8";"-45,5";"38,9";"0"
"1738878600";"06.02.2025 23:50";"-350,7";"-41,4";"34,9";"0"
"1738878900";"06.02.2025 23:55";"-350,7";"-33";"24,1";"0"
"1738879200";"07.02.2025 00:00";"-350,8";"-21,1";"10,4";"0"
"1738879500";"07.02.2025 00:05";"-350,7";"-0,6";"-10,5";"0"
"1738879800";"07.02.2025 00:10";"-350,6";"-10";"0";"0"
"1738880100";"07.02.2025 00:15";"-350,7";"-16,9";"3,4";"0"
"1738880400";"07.02.2025 00:20";"-350,7";"-15";"20,6";"0"
"1738880700";"07.02.2025 00:25";"-350,7";"1,4";"14,1";"0"
"1738881000";"07.02.2025 00:30";"-350,7";"-0,4";"10";"0"
"1738881300";"07.02.2025 00:35";"-350,6";"-15,3";"13,6";"0"
"1738881600";"07.02.2025 00:40";"-350,7";"-24,2";"11,2";"0"
"1738881900";"07.02.2025 00:45";"-350,7";"-27,8";"17,6";"0"
"1738882200";"07.02.2025 00:50";"-350,7";"-13,3";"8";"0"
"1738882500";"07.02.2025 00:55";"-350,7";"-6,7";"5,2";"0"
"1738882800";"07.02.2025 01:00";"-350,7";"4,7";"11";"0"
"1738883100";"07.02.2025 01:05";"-350,6";"12,5";"21,2";"0"
"1738883400";"07.02.2025 01:10";"-350,7";"5,1";"28,6";"0"
"1738883700";"07.02.2025 01:15";"-350,6";"-5,1";"45,1";"0"
"1738884000";"07.02.2025 01:20";"-350,6";"-11,4";"54,7";"0"
"1738884300";"07.02.2025 01:25";"-350,6";"3,7";"43,5";"0"
"1738884600";"07.02.2025 01:30";"-350,6";"14";"27,5";"0"
"1738884900";"07.02.2025 01:35";"-350,7";"17,7";"16,1";"0"
"1738885200";"07.02.2025 01:40";"-350,7";"12,9";"29,9";"0"
"1738885500";"07.02.2025 01:45";"-350,6";"22";"21,8";"0"
"1738885800";"07.02.2025 01:50";"-350,6";"31,4";"13,1";"0"
"1738886100";"07.02.2025 01:55";"-350,6";"31,3";"18,8";"0"
"1738886400";"07.02.2025 02:00";"-350,6";"29,1";"28,3";"0"
"1738886700";"07.02.2025 02:05";"-350,6";"25,4";"42,7";"0"
"1738887000";"07.02.2025 02:10";"-350,6";"31,7";"45,3";"0"
"1738887300";"07.02.2025 02:15";"-350,6";"37,9";"42,7";"0"
"1738887600";"07.02.2025 02:20";"-350,7";"32,1";"47,8";"0"
"1738887900";"07.02.2025 02:25";"-350,6";"22,9";"55,5";"0"
"1738888200";"07.02.2025 02:30";"-350,6";"7,2";"69,2";"0"
"1738888500";"07.02.2025 02:35";"-350,7";"-10,7";"75,2";"0"
"1738888800";"07.02.2025 02:40";"-350,6";"-15,3";"75,7";"0"
"1738889100";"07.02.2025 02:45";"-350,6";"-16,7";"76,8";"0"
"1738889400";"07.02.2025 02:50";"-350,5";"-27,2";"81,8";"0"
"1738889700";"07.02.2025 02:55";"-350,6";"-23,1";"81,2";"0"
"1738890000";"07.02.2025 03:00";"-350,7";"-11,5";"65,9";"0"
"1738890300";"07.02.2025 03:05";"-350,6";"10,3";"29,3";"0"
"1738890600";"07.02.2025 03:10";"-350,6";"11,5";"17,3";"0"
"1738890900";"07.02.2025 03:15";"-350,6";"9,9";"14,9";"0"
"1738891200";"07.02.2025 03:20";"-350,6";"12,5";"19,9";"0"
"1738891500";"07.02.2025 03:25";"-350,6";"12";"24,1";"0"
"1738891800";"07.02.2025 03:30";"-350,6";"14,8";"25,3";"0"
"1738892100";"07.02.2025 03:35";"-350,6";"4,3";"23,9";"0"
"1738892400";"07.02.2025 03:40";"-350,6";"-3,4";"36,4";"0"
"1738892700";"07.02.2025 03:45";"-350,7";"-1";"26,7";"0"
"1738893000";"07.02.2025 03:50";"-350,7";"1,9";"12,9";"0"
"1738893300";"07.02.2025 03:55";"-350,7";"0,6";"7,3";"0"
"1738893600";"07.02.2025 04:00";"-350,6";"9";"6,9";"0"
"1738893900";"07.02.2025 04:05";"-350,7";"9,1";"0";"0"
"1738894200";"07.02.2025 04:10";"-350,7";"16,8";"0";"0"
"1738894500";"07.02.2025 04:15";"-350,7";"22,7";"-2,9";"0"
"1738894800";"07.02.2025 04:20";"-350,7";"34,5";"-2,6";"0"
"1738895100";"07.02.2025 04:25";"-350,6";"28";"0";"0"
"1738895400";"07.02.2025 04:30";"-350,6";"16,1";"1,3";"0"
"1738895700";"07.02.2025 04:35";"-350,6";"13,3";"1,4";"0"
"1738896000";"07.02.2025 04:40";"-350,5";"17,3";"0";"0"
"1738896300";"07.02.2025 04:45";"-350,5";"37,8";"-12,4";"0"
"1738896600";"07.02.2025 04:50";"-350,6";"55,2";"-37,5";"0"
"1738896900";"07.02.2025 04:55";"-350,7";"66,7";"-46,1";"0"
"1738897200";"07.02.2025 05:00";"-350,6";"44,6";"-47,8";"0"
"1738897500";"07.02.2025 05:05";"-350,5";"12,6";"-33,5";"0"
"1738897800";"07.02.2025 05:10";"-350,6";"38,2";"-61,1";"0"
"1738898100";"07.02.2025 05:15";"-350,6";"33,9";"-59,3";"0"
"1738898400";"07.02.2025 05:20";"-350,6";"27";"-57,7";"0"
"1738898700";"07.02.2025 05:25";"-350,6";"18";"-52,3";"0"
"1738899000";"07.02.2025 05:30";"-350,6";"3,6";"-36,3";"0"
"1738899300";"07.02.2025 05:35";"-350,6";"4,8";"-29,5";"0"
"1738899600";"07.02.2025 05:40";"-350,6";"17,6";"-41,1";"0"
"1738899900";"07.02.2025 05:45";"-350,5";"33";"-57,2";"0"
"1738900200";"07.02.2025 05:50";"-350,5";"48,7";"-71,7";"0"
"1738900500";"07.02.2025 05:55";"-350,6";"67";"-94,8";"0"
"1738900800";"07.02.2025 06:00";"-350,5";"72,5";"-98,8";"0"
"1738901100";"07.02.2025 06:05";"-350,5";"2,9";"-45,6";"0"
"1738901400";"07.02.2025 06:10";"-350,6";"-8,6";"-48,9";"0"
"1738901700";"07.02.2025 06:15";"-350,6";"-8,5";"-69,5";"0"
"1738902000";"07.02.2025 06:20";"-350,6";"-16,7";"-67,4";"0"
"1738902300";"07.02.2025 06:25";"-350,7";"-14,7";"-66,9";"0"
"1738902600";"07.02.2025 06:30";"-350,6";"-21,2";"-55,7";"0"
"1738902900";"07.02.2025 06:35";"-350,7";"-8,4";"-47,4";"0"
"1738903200";"07.02.2025 06:40";"-350,5";"16,7";"-60,6";"0"
"1738903500";"07.02.2025 06:45";"-350,7";"15,7";"-63";"0"
"1738903800";"07.02.2025 06:50";"-350,6";"13,3";"-60";"0"
"1738904100";"07.02.2025 06:55";"-350,6";"2";"-58,7";"0"
"1738904400";"07.02.2025 07:00";"-350,7";"-19,1";"-31,5";"0"
"1738904700";"07.02.2025 07:05";"-350,6";"-77,2";"4,2";"0"
"1738905000";"07.02.2025 07:10";"-350,5";"-120,6";"0,8";"0"
"1738905300";"07.02.2025 07:15";"-350,6";"-132,5";"13,4";"0"
"1738905600";"07.02.2025 07:20";"-350,6";"-115,2";"19,7";"0"
"1738905900";"07.02.2025 07:25";"-350,7";"-106,1";"0,7";"0"
"1738906200";"07.02.2025 07:30";"-350,7";"-96,8";"-9,4";"0"
"1738906500";"07.02.2025 07:35";"-350,7";"-106,7";"-53,8";"0"
"1738906800";"07.02.2025 07:40";"-350,7";"-127,1";"-57,8";"0"
"1738907100";"07.02.2025 07:45";"-350,6";"-127,2";"-40,7";"0"
"1738907400";"07.02.2025 07:50";"-350,6";"-133";"-21,4";"0"
"1738907700";"07.02.2025 07:55";"-350,6";"-138,9";"-18,1";"0"
"1738908000";"07.02.2025 08:00";"-350,6";"-156,4";"-5,2";"0"
"1738908300";"07.02.2025 08:05";"-350,6";"-213,2";"19,3";"0"
"1738908600";"07.02.2025 08:10";"-350,7";"-206,1";"-6,4";"0"
"1738908900";"07.02.2025 08:15";"-350,6";"-208,7";"-6,6";"0"
"1738909200";"07.02.2025 08:20";"-350,6";"-240,3";"4,1";"0"
"1738909500";"07.02.2025 08:25";"-350,6";"-243,6";"0";"0"
"1738909800";"07.02.2025 08:30";"-350,6";"-225,6";"-15,3";"0"
"1738910100";"07.02.2025 08:35";"-350,6";"-191";"-49,2";"0"
"1738910400";"07.02.2025 08:40";"-350,5";"-182,8";"-31,9";"0"
"1738910700";"07.02.2025 08:45";"-350,6";"-189,9";"-31,1";"0"
"1738911000";"07.02.2025 08:50";"-350,6";"-201,8";"-13,4";"0"
"1738911300";"07.02.2025 08:55";"-350,6";"-194,2";"-23,4";"0"
"1738911600";"07.02.2025 09:00";"-350,6";"-188,5";"-40";"0"
"1738911900";"07.02.2025 09:05";"-350,6";"-199,2";"-35,3";"0"
"1738912200";"07.02.2025 09:10";"-350,5";"-197,4";"-49,6";"0"
"1738912500";"07.02.2025 09:15";"-350,6";"-184,6";"-65,6";"0"
"1738912800";"07.02.2025 09:20";"-350,5";"-178,2";"-73";"0"
"1738913100";"07.02.2025 09:25";"-350,6";"-179,8";"-71,5";"0"
"1738913400";"07.02.2025 09:30";"-350,6";"-177,4";"-73,3";"0"
"1738913700";"07.02.2025 09:35";"-350,5";"-176,4";"-77";"0"
"1738914000";"07.02.2025 09:40";"-350,6";"-177,8";"-64,2";"0"
"1738914300";"07.02.2025 09:45";"-350,6";"-171,5";"-51,7";"0"
"1738914600";"07.02.2025 09:50";"-350,6";"-171,6";"-49,2";"0"
"1738914900";"07.02.2025 09:55";"-350,7";"-176,6";"-22,4";"0"
"1738915200";"07.02.2025 10:00";"-350,7";"-164,4";"-38,7";"0"
"1738915500";"07.02.2025 10:05";"-350,6";"-115,9";"-68,4";"0"
"1738915800";"07.02.2025 10:10";"-350,6";"-97,1";"-75,1";"0"
"1738916100";"07.02.2025 10:15";"-350,6";"-100,7";"-56,3";"0"
"1738916400";"07.02.2025 10:20";"-350,6";"-101,7";"-49,6";"0"
"1738916700";"07.02.2025 10:25";"-350,6";"-92,8";"-59,1";"0"
"1738917000";"07.02.2025 10:30";"-350,7";"-95,6";"-45,8";"0"
"1738917300";"07.02.2025 10:35";"-350,7";"-104,8";"-25,9";"0"
"1738917600";"07.02.2025 10:40";"-350,6";"-109,8";"-11,7";"0"
"1738917900";"07.02.2025 10:45";"-350,7";"-97,5";"-5,9";"0"
"1738918200";"07.02.2025 10:50";"-350,7";"-88,4";"-2,2";"0"
"1738918500";"07.02.2025 10:55";"-350,6";"-85,3";"0";"0"
"1738918800";"07.02.2025 11:00";"-350,6";"-75,8";"4,5";"0"
"1738919100";"07.02.2025 11:05";"-350,6";"-11,6";"-72,6";"0"
"1738919400";"07.02.2025 11:10";"-350,6";"-20";"-66,1";"0"
"1738919700";"07.02.2025 11:15";"-350,5";"-22,1";"-52,7";"0"
"1738920000";"07.02.2025 11:20";"-350,6";"-33,5";"-10,4";"0"
"1738920300";"07.02.2025 11:25";"-350,6";"-45,6";"8,3";"0"
"1738920600";"07.02.2025 11:30";"-350,6";"-40";"0,7";"0"
"1738920900";"07.02.2025 11:35";"-350,6";"-37,4";"-9,8";"0"
"1738921200";"07.02.2025 11:40";"-350,6";"-45";"-13,1";"0"
"1738921500";"07.02.2025 11:45";"-350,6";"-62";"-0,7";"0"
"1738921800";"07.02.2025 11:50";"-350,7";"-57,9";"0,7";"0"
"1738922100";"07.02.2025 11:55";"-350,7";"-36,5";"0";"0"
"1738922400";"07.02.2025 12:00";"-350,6";"-25,8";"-4";"0"
"1738922700";"07.02.2025 12:05";"-350,6";"-6,4";"-11,3";"0"
"1738923000";"07.02.2025 12:10";"-350,6";"9,3";"-8,5";"0"
"1738923300";"07.02.2025 12:15";"-350,6";"2,9";"-14";"0"
"1738923600";"07.02.2025 12:20";"-350,6";"10,8";"-16,7";"0"
"1738923900";"07.02.2025 12:25";"-350,6";"23";"-36,6";"0"
"1738924200";"07.02.2025 12:30";"-350,6";"14,4";"-26,3";"0"
"1738924500";"07.02.2025 12:35";"-350,6";"-4,7";"-20,6";"0"
"1738924800";"07.02.2025 12:40";"-350,6";"-10,1";"-23,2";"0"
"1738925100";"07.02.2025 12:45";"-350,7";"-8,4";"-28,3";"0"
"1738925400";"07.02.2025 12:50";"-350,6";"-21,7";"-12";"0"
"1738925700";"07.02.2025 12:55";"-350,6";"-34,4";"0";"0"
"1738926000";"07.02.2025 13:00";"-350,7";"-34,9";"0,8";"0"
"1738926300";"07.02.2025 13:05";"-350,6";"-28,3";"0,8";"0"
"1738926600";"07.02.2025 13:10";"-350,6";"-5,4";"-11,2";"0"
"1738926900";"07.02.2025 13:15";"-350,6";"1,5";"-31,8";"0"
"1738927200";"07.02.2025 13:20";"-350,5";"0,8";"-38,9";"0"
"1738927500";"07.02.2025 13:25";"-350,6";"-11,4";"-25,2";"0"
"1738927800";"07.02.2025 13:30";"-350,6";"-7,8";"-32,6";"0"
"1738928100";"07.02.2025 13:35";"-350,6";"-12,5";"-35,7";"0"
"1738928400";"07.02.2025 13:40";"-350,6";"-25,4";"-26,7";"0"
"1738928700";"07.02.2025 13:45";"-350,7";"-29,2";"-19,8";"0"
"1738929000";"07.02.2025 13:50";"-350,7";"-44,1";"-13,3";"0"
"1738929300";"07.02.2025 13:55";"-350,7";"-41";"-16,8";"0"
"1738929600";"07.02.2025 14:00";"-350,6";"-27,6";"-46,7";"0"
"1738929900";"07.02.2025 14:05";"-350,7";"-63,6";"-33";"0"
"1738930200";"07.02.2025 14:10";"-350,7";"-59,9";"-39,6";"0"
"1738930500";"07.02.2025 14:15";"-350,8";"-62,8";"-41,8";"0"
"1738930800";"07.02.2025 14:20";"-350,7";"-50,5";"-57,2";"0"
"1738931100";"07.02.2025 14:25";"-350,8";"-68,3";"-49,4";"0"
"1738931400";"07.02.2025 14:30";"-350,7";"-55,2";"-58,6";"0"
"1738931700";"07.02.2025 14:35";"-350,7";"-47,4";"-65,4";"0"
"1738932000";"07.02.2025 14:40";"-350,7";"-53,8";"-36,4";"0"
"1738932300";"07.02.2025 14:45";"-350,6";"-29,1";"-51,1";"0"
"1738932600";"07.02.2025 14:50";"-350,7";"-12,7";"-53,3";"0"
"1738932900";"07.02.2025 14:55";"-350,7";"-39,9";"-7,1";"0"
"1738933200";"07.02.2025 15:00";"-350,7";"-62,6";"-9,9";"0"
"1738933500";"07.02.2025 15:05";"-350,6";"-121,7";"15,3";"0"
"1738933800";"07.02.2025 15:10";"-350,7";"-107,8";"-33,1";"0"
"1738934100";"07.02.2025 15:15";"-350,7";"-91,9";"-57,6";"0"
"1738934400";"07.02.2025 15:20";"-350,7";"-65,3";"-85,1";"0"
"1738934700";"07.02.2025 15:25";"-350,6";"-79";"-77,5";"0"
"1738935000";"07.02.2025 15:30";"-350,7";"-85";"-90,2";"0"
"1738935300";"07.02.2025 15:35";"-350,7";"-138";"-54,8";"0"
"1738935600";"07.02.2025 15:40";"-350,7";"-125,1";"-84,6";"0"
"1738935900";"07.02.2025 15:45";"-350,7";"-132,3";"-72,7";"0"
"1738936200";"07.02.2025 15:50";"-350,8";"-124,6";"-68,6";"0"
"1738936500";"07.02.2025 15:55";"-350,7";"-126,3";"-71,4";"0"
"1738936800";"07.02.2025 16:00";"-350,7";"-129,8";"-78,8";"0"
"1738937100";"07.02.2025 16:05";"-350,6";"-172,1";"-32";"0"
"1738937400";"07.02.2025 16:10";"-350,6";"-162,1";"-77,6";"0"
"1738937700";"07.02.2025 16:15";"-350,7";"-156,2";"-93,4";"0"
"1738938000";"07.02.2025 16:20";"-350,7";"-172,2";"-84,7";"0"
"1738938300";"07.02.2025 16:25";"-350,7";"-169";"-92,8";"0"
"1738938600";"07.02.2025 16:30";"-350,7";"-161,3";"-103";"0"
"1738938900";"07.02.2025 16:35";"-350,6";"-150,8";"-110,7";"0"
"1738939200";"07.02.2025 16:40";"-350,7";"-146,6";"-102";"0"
"1738939500";"07.02.2025 16:45";"-350,6";"-153";"-94,7";"0"
"1738939800";"07.02.2025 16:50";"-350,6";"-141,3";"-103,8";"0"
"1738940100";"07.02.2025 16:55";"-350,6";"-144,6";"-100";"0"
"1738940400";"07.02.2025 17:00";"-350,8";"-150,8";"-98,1";"0"
"1738940700";"07.02.2025 17:05";"-350,7";"-181,7";"-69,3";"0"
"1738941000";"07.02.2025 17:10";"-350,6";"-191,4";"-61,1";"0"
"1738941300";"07.02.2025 17:15";"-350,6";"-172,4";"-80";"0"
"1738941600";"07.02.2025 17:20";"-350,6";"-161,8";"-98,2";"0"
"1738941900";"07.02.2025 17:25";"-350,6";"-145,7";"-111,8";"0"
"1738942200";"07.02.2025 17:30";"-350,7";"-142,5";"-116";"0"
"1738942500";"07.02.2025 17:35";"-350,6";"-134,9";"-118,4";"0"
"1738942800";"07.02.2025 17:40";"-350,6";"-127,1";"-120,8";"0"
"1738943100";"07.02.2025 17:45";"-350,6";"-127,9";"-119,7";"0"
"1738943400";"07.02.2025 17:50";"-350,6";"-157,1";"-93,7";"0"
"1738943700";"07.02.2025 17:55";"-350,6";"-167,5";"-80,5";"0"
"1738944000";"07.02.2025 18:00";"-350,7";"-110";"-123,6";"0"
"1738944300";"07.02.2025 18:05";"-350,6";"-103";"-116";"0"
"1738944600";"07.02.2025 18:10";"-350,6";"-126,5";"-49,8";"0"
"1738944900";"07.02.2025 18:15";"-350,6";"-132";"-42,5";"0"
"1738945200";"07.02.2025 18:20";"-350,7";"-130,5";"-40,6";"0"
"1738945500";"07.02.2025 18:25";"-350,8";"-129,1";"-33,6";"0"
"1738945800";"07.02.2025 18:30";"-350,8";"-115,2";"-41,2";"0"
"1738946100";"07.02.2025 18:35";"-350,6";"-108,6";"-53";"0"
"1738946400";"07.02.2025 18:40";"-350,7";"-145,3";"-19,6";"0"
"1738946700";"07.02.2025 18:45";"-350,7";"-156,3";"-5,8";"0"
"1738947000";"07.02.2025 18:50";"-350,6";"-160,4";"-5,4";"0"
"1738947300";"07.02.2025 18:55";"-350,7";"-151,1";"-17";"0"
"1738947600";"07.02.2025 19:00";"-350,7";"-150,1";"-18,9";"0"
"1738947900";"07.02.2025 19:05";"-350,7";"-122,1";"-24,7";"0"
"1738948200";"07.02.2025 19:10";"-350,5";"-112,8";"-6,9";"0"
"1738948500";"07.02.2025 19:15";"-350,6";"-116,8";"0,7";"0"
"1738948800";"07.02.2025 19:20";"-350,7";"-119,2";"2,3";"0"
"1738949100";"07.02.2025 19:25";"-350,7";"-105,6";"0,8";"0"
"1738949400";"07.02.2025 19:30";"-350,8";"-107,9";"-2";"0"
"1738949700";"07.02.2025 19:35";"-350,7";"-134,2";"0,7";"0"
"1738950000";"07.02.2025 19:40";"-350,7";"-150,1";"0";"0"
"1738950300";"07.02.2025 19:45";"-350,8";"-153";"2,8";"0"
"1738950600";"07.02.2025 19:50";"-350,7";"-128";"-6,1";"0"
"1738950900";"07.02.2025 19:55";"-350,7";"-131,9";"-2,8";"0"
"1738951200";"07.02.2025 20:00";"-350,7";"-153";"28,1";"0"
"1738951500";"07.02.2025 20:05";"-312,6";"-168,9";"13,2";"0"
"1738951800";"07.02.2025 20:10";"-298,9";"-196,5";"61,4";"0"
"1738952100";"07.02.2025 20:15";"-299";"-190,4";"82,6";"0"
"1738952400";"07.02.2025 20:20";"-299";"-180,1";"52,5";"0"
"1738952700";"07.02.2025 20:25";"-298,9";"-178,3";"28,9";"0"
"1738953000";"07.02.2025 20:30";"-299";"-197,2";"47";"0"
"1738953300";"07.02.2025 20:35";"-299";"-200,5";"56,9";"0"
"1738953600";"07.02.2025 20:40";"-299";"-208,5";"69,6";"0"
"1738953900";"07.02.2025 20:45";"-299";"-194";"65,2";"0"
"1738954200";"07.02.2025 20:50";"-299";"-147,8";"17";"0"
"1738954500";"07.02.2025 20:55";"-299,1";"-165,7";"46,1";"0"
"1738954800";"07.02.2025 21:00";"-299,1";"-149";"51,2";"0"
"1738955100";"07.02.2025 21:05";"-335,1";"-82,8";"25,7";"0"
"1738955400";"07.02.2025 21:10";"-348,1";"-71,9";"46,8";"0"
"1738955700";"07.02.2025 21:15";"-348";"-69,5";"55,4";"0"
"1738956000";"07.02.2025 21:20";"-348,1";"-58,1";"46,2";"0"
"1738956300";"07.02.2025 21:25";"-348,2";"-52,5";"43,7";"0"
"1738956600";"07.02.2025 21:30";"-348,1";"-66,5";"65";"0"
"1738956900";"07.02.2025 21:35";"-348,2";"-121,2";"120,8";"0"
"1738957200";"07.02.2025 21:40";"-348";"-112,2";"89,5";"0"
"1738957500";"07.02.2025 21:45";"-348,1";"-118,1";"87,5";"0"
"1738957800";"07.02.2025 21:50";"-348,1";"-102,2";"76";"0"
"1738958100";"07.02.2025 21:55";"-348";"-98,9";"68";"0"
"1738958400";"07.02.2025 22:00";"-348";"-83";"37,3";"0"
"1738958700";"07.02.2025 22:05";"-326,1";"-63,2";"0,2";"0"
"1738959000";"07.02.2025 22:10";"-320,7";"-34,6";"-6,1";"0"
"1738959300";"07.02.2025 22:15";"-320,7";"-39,7";"-2";"0"
"1738959600";"07.02.2025 22:20";"-320,7";"-35,1";"-6,5";"0"
"1738959900";"07.02.2025 22:25";"-320,7";"-38,8";"-1,3";"0"
"1738960200";"07.02.2025 22:30";"-320,6";"-61,4";"7,6";"0"
"1738960500";"07.02.2025 22:35";"-320,7";"-114,3";"56,4";"0"
"1738960800";"07.02.2025 22:40";"-320,6";"-99,5";"30,6";"0"
"1738961100";"07.02.2025 22:45";"-320,6";"-97";"29";"0"
"1738961400";"07.02.2025 22:50";"-320,7";"-97";"31,5";"0"
"1738961700";"07.02.2025 22:55";"-320,6";"-97";"46,2";"0"
"1738962000";"07.02.2025 23:00";"-320,6";"-90,4";"56,1";"0"
"1738962300";"07.02.2025 23:05";"-343,9";"-46,3";"34,7";"0"
"1738962600";"07.02.2025 23:10";"-350,8";"-24,6";"35,8";"0"
"1738962900";"07.02.2025 23:15";"-350,9";"-20,1";"39,7";"0"
"1738963200";"07.02.2025 23:20";"-350,8";"-19";"40";"0"
"1738963500";"07.02.2025 23:25";"-350,8";"-21";"52";"0"
"1738963800";"07.02.2025 23:30";"-350,8";"-35,2";"69,9";"0"
"1738964100";"07.02.2025 23:35";"-350,9";"-65";"105,8";"0"
"1738964400";"07.02.2025 23:40";"-350,8";"-61,5";"106,2";"0"
"1738964700";"07.02.2025 23:45";"-350,8";"-48,4";"98";"0"
"1738965000";"07.02.2025 23:50";"-350,8";"-37,4";"89";"0"
"1738965300";"07.02.2025 23:55";"-350,9";"-45,1";"96,4";"0"
"1738965600";"08.02.2025 00:00";"-350,8";"-50,6";"114,7";"0"
"1738965900";"08.02.2025 00:05";"-326,9";"-18,3";"67,2";"0"
"1738966200";"08.02.2025 00:10";"-320,6";"-19,7";"94,4";"0"
"1738966500";"08.02.2025 00:15";"-320,7";"-23";"100,3";"0"
"1738966800";"08.02.2025 00:20";"-320,7";"-22,7";"103,8";"0"
"1738967100";"08.02.2025 00:25";"-320,7";"-26,9";"111,2";"0"
"1738967400";"08.02.2025 00:30";"-320,7";"-31";"116,6";"0"
"1738967700";"08.02.2025 00:35";"-320,7";"-38,8";"109,1";"0"
"1738968000";"08.02.2025 00:40";"-320,7";"-41,2";"99,9";"0"
"1738968300";"08.02.2025 00:45";"-320,7";"-42,3";"101,4";"0"
"1738968600";"08.02.2025 00:50";"-320,7";"-42,6";"98,7";"0"
"1738968900";"08.02.2025 00:55";"-320,7";"-37,9";"93,2";"0"
"1738969200";"08.02.2025 01:00";"-320,7";"-119,5";"166,4";"0"
"1738969500";"08.02.2025 01:05";"-269,6";"-153,4";"159,1";"0"
"1738969800";"08.02.2025 01:10";"-243,5";"-137";"113,4";"0"
"1738970100";"08.02.2025 01:15";"-243,8";"-140,6";"115,3";"0"
"1738970400";"08.02.2025 01:20";"-243,9";"-103";"73,4";"0"
"1738970700";"08.02.2025 01:25";"-243,8";"-101,7";"76,5";"0"
"1738971000";"08.02.2025 01:30";"-243,9";"-102,4";"78,8";"0"
"1738971300";"08.02.2025 01:35";"-243,9";"-102,2";"87,2";"0"
"1738971600";"08.02.2025 01:40";"-243,9";"-97,2";"85,6";"0"
"1738971900";"08.02.2025 01:45";"-243,8";"-91,5";"77,9";"0"
"1738972200";"08.02.2025 01:50";"-243,8";"-81,3";"64";"0"
"1738972500";"08.02.2025 01:55";"-243,8";"-80,2";"55,4";"0"
"1738972800";"08.02.2025 02:00";"-243,9";"-63,1";"39,1";"0"
"1738973100";"08.02.2025 02:05";"-177,3";"-52,5";"-18,7";"0"
"1738973400";"08.02.2025 02:10";"-80,5";"-159,7";"28";"0"
"1738973700";"08.02.2025 02:15";"-76,5";"-187,1";"71,9";"0"
"1738974000";"08.02.2025 02:20";"-76,5";"-222";"114,6";"0"
"1738974300";"08.02.2025 02:25";"-76,6";"-196,1";"73,4";"0"
"1738974600";"08.02.2025 02:30";"-76,5";"-194,2";"64,3";"0"
"1738974900";"08.02.2025 02:35";"-76,6";"-168,7";"39";"0"
"1738975200";"08.02.2025 02:40";"-76,6";"-175,4";"57,8";"0"
"1738975500";"08.02.2025 02:45";"-76,6";"-178,5";"63,1";"0"
"1738975800";"08.02.2025 02:50";"-76,5";"-171";"51,4";"0"
"1738976100";"08.02.2025 02:55";"-76,6";"-175,7";"37,3";"0"
"1738976400";"08.02.2025 03:00";"-76,6";"-185,9";"35";"0"
"1738976700";"08.02.2025 03:05";"-54,3";"-236,7";"41,8";"0"
"1738977000";"08.02.2025 03:10";"-49";"-191,7";"0,7";"0"
"1738977300";"08.02.2025 03:15";"-49";"-191";"0";"0"
"1738977600";"08.02.2025 03:20";"-49";"-184,2";"0";"0"
"1738977900";"08.02.2025 03:25";"-49,1";"-186,9";"0";"0"
"1738978200";"08.02.2025 03:30";"-49,1";"-204,1";"-4,2";"0"
"1738978500";"08.02.2025 03:35";"-49";"-234,9";"10,1";"0"
"1738978800";"08.02.2025 03:40";"-48,9";"-203,9";"0";"0"
"1738979100";"08.02.2025 03:45";"-49,1";"-197,6";"-0,7";"0"
"1738979400";"08.02.2025 03:50";"-49";"-204,6";"-0,7";"0"
"1738979700";"08.02.2025 03:55";"-49,2";"-208,5";"-2,8";"0"
"1738980000";"08.02.2025 04:00";"-49,1";"-187,7";"-18,2";"0"
"1738980300";"08.02.2025 04:05";"-108,3";"-165,9";"2,9";"0"
"1738980600";"08.02.2025 04:10";"-149";"-167,6";"0";"0"
"1738980900";"08.02.2025 04:15";"-148,6";"-173,7";"0";"0"
"1738981200";"08.02.2025 04:20";"-148,6";"-156,7";"0";"0"
"1738981500";"08.02.2025 04:25";"-148,6";"-156,6";"4,3";"0"
"1738981800";"08.02.2025 04:30";"-148,7";"-153";"6,2";"0"
"1738982100";"08.02.2025 04:35";"-148,7";"-133,9";"0";"0"
"1738982400";"08.02.2025 04:40";"-148,8";"-129,6";"-0,7";"0"
