"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Soome";"Läti";"Venemaa(Leningrad)";"Venemaa(Pihkva)"
"1738364400";"01.02.2025 01:00";"-350,7";"-181,5";"-184,5";"0"
"1738364700";"01.02.2025 01:05";"-350,7";"-184";"-170,3";"0"
"1738365000";"01.02.2025 01:10";"-350,7";"-239,6";"-108,1";"0"
"1738365300";"01.02.2025 01:15";"-350,7";"-252,9";"-83,3";"0"
"1738365600";"01.02.2025 01:20";"-350,6";"-242,8";"-91,2";"0"
"1738365900";"01.02.2025 01:25";"-350,6";"-222";"-108,1";"0"
"1738366200";"01.02.2025 01:30";"-350,6";"-208,1";"-119";"0"
"1738366500";"01.02.2025 01:35";"-350,6";"-219,7";"-100,7";"0"
"1738366800";"01.02.2025 01:40";"-350,6";"-215,4";"-101";"0"
"1738367100";"01.02.2025 01:45";"-350,6";"-216,9";"-87,4";"0"
"1738367400";"01.02.2025 01:50";"-350,6";"-180,1";"-105,6";"0"
"1738367700";"01.02.2025 01:55";"-350,6";"-163,6";"-66,3";"0"
"1738368000";"01.02.2025 02:00";"-350,6";"-153,7";"-30,9";"0"
"1738368300";"01.02.2025 02:05";"-350,7";"-125,7";"-57,6";"0"
"1738368600";"01.02.2025 02:10";"-350,5";"-142,8";"-42,6";"0"
"1738368900";"01.02.2025 02:15";"-350,7";"-151,1";"-38,7";"0"
"1738369200";"01.02.2025 02:20";"-350,8";"-114,1";"-105,9";"0"
"1738369500";"01.02.2025 02:25";"-350,7";"-94,5";"-146,1";"0"
"1738369800";"01.02.2025 02:30";"-350,7";"-80,2";"-166,3";"0"
"1738370100";"01.02.2025 02:35";"-350,7";"-91,5";"-154,2";"0"
"1738370400";"01.02.2025 02:40";"-350,7";"-100";"-145,5";"0"
"1738370700";"01.02.2025 02:45";"-350,7";"-90,8";"-151,8";"0"
"1738371000";"01.02.2025 02:50";"-350,7";"-84,4";"-143,9";"0"
"1738371300";"01.02.2025 02:55";"-350,6";"-84,4";"-129,8";"0"
"1738371600";"01.02.2025 03:00";"-350,6";"-77,9";"-119,6";"0"
"1738371900";"01.02.2025 03:05";"-350,7";"-74,4";"-127,5";"0"
"1738372200";"01.02.2025 03:10";"-350,7";"-67,6";"-124,8";"0"
"1738372500";"01.02.2025 03:15";"-350,6";"-41,1";"-147,1";"0"
"1738372800";"01.02.2025 03:20";"-350,7";"-39,9";"-146,1";"0"
"1738373100";"01.02.2025 03:25";"-350,7";"-31,3";"-148,2";"0"
"1738373400";"01.02.2025 03:30";"-350,6";"-34";"-142,2";"0"
"1738373700";"01.02.2025 03:35";"-350,6";"-61,5";"-122,4";"0"
"1738374000";"01.02.2025 03:40";"-350,7";"-70,8";"-124,5";"0"
"1738374300";"01.02.2025 03:45";"-350,7";"-83,3";"-133";"0"
"1738374600";"01.02.2025 03:50";"-350,7";"-103,9";"-120,8";"0"
"1738374900";"01.02.2025 03:55";"-350,6";"-127,9";"-115,3";"0"
"1738375200";"01.02.2025 04:00";"-350,7";"-112,7";"-146,7";"0"
"1738375500";"01.02.2025 04:05";"-350,7";"-83,2";"-206,7";"0"
"1738375800";"01.02.2025 04:10";"-350,6";"-83";"-216,9";"0"
"1738376100";"01.02.2025 04:15";"-350,8";"-100,1";"-201,6";"0"
"1738376400";"01.02.2025 04:20";"-350,8";"-140,1";"-149,4";"0"
"1738376700";"01.02.2025 04:25";"-350,7";"-129,9";"-154,6";"0"
"1738377000";"01.02.2025 04:30";"-350,7";"-134,7";"-164";"0"
"1738377300";"01.02.2025 04:35";"-350,7";"-173,8";"-123,6";"0"
"1738377600";"01.02.2025 04:40";"-350,6";"-175";"-105,5";"0"
"1738377900";"01.02.2025 04:45";"-350,6";"-185,7";"-69,6";"0"
"1738378200";"01.02.2025 04:50";"-350,7";"-144,1";"-89,6";"0"
"1738378500";"01.02.2025 04:55";"-350,7";"-147,4";"-92,7";"0"
"1738378800";"01.02.2025 05:00";"-350,7";"-145,3";"-101,6";"0"
"1738379100";"01.02.2025 05:05";"-350,7";"-101,4";"-164";"0"
"1738379400";"01.02.2025 05:10";"-350,6";"-86,5";"-184,7";"0"
"1738379700";"01.02.2025 05:15";"-350,6";"-89,4";"-184,7";"0"
"1738380000";"01.02.2025 05:20";"-350,6";"-105,8";"-178,8";"0"
"1738380300";"01.02.2025 05:25";"-350,6";"-96,8";"-178,8";"0"
"1738380600";"01.02.2025 05:30";"-350,6";"-95,5";"-178";"0"
"1738380900";"01.02.2025 05:35";"-350,6";"-105,2";"-133,7";"0"
"1738381200";"01.02.2025 05:40";"-350,6";"-86,7";"-141,1";"0"
"1738381500";"01.02.2025 05:45";"-350,6";"-74,2";"-143";"0"
"1738381800";"01.02.2025 05:50";"-350,6";"-51,9";"-161,9";"0"
"1738382100";"01.02.2025 05:55";"-350,7";"-50,1";"-160,5";"0"
"1738382400";"01.02.2025 06:00";"-350,7";"-65,6";"-140,5";"0"
"1738382700";"01.02.2025 06:05";"-350,7";"-97,8";"-89";"0"
"1738383000";"01.02.2025 06:10";"-350,7";"-87,8";"-85,1";"0"
"1738383300";"01.02.2025 06:15";"-350,7";"-87,8";"-102,6";"0"
"1738383600";"01.02.2025 06:20";"-350,7";"-75,1";"-130,5";"0"
"1738383900";"01.02.2025 06:25";"-350,7";"-69,7";"-132,9";"0"
"1738384200";"01.02.2025 06:30";"-350,7";"-46,1";"-150,9";"0"
"1738384500";"01.02.2025 06:35";"-350,7";"-38,7";"-148,9";"0"
"1738384800";"01.02.2025 06:40";"-350,6";"-30";"-156,6";"0"
"1738385100";"01.02.2025 06:45";"-350,6";"-73,2";"-120,2";"0"
"1738385400";"01.02.2025 06:50";"-350,6";"-71,1";"-113,8";"0"
"1738385700";"01.02.2025 06:55";"-350,6";"-47,2";"-143,7";"0"
"1738386000";"01.02.2025 07:00";"-350,6";"-52,1";"-152,9";"0"
"1738386300";"01.02.2025 07:05";"-350,6";"-93,8";"-139,7";"0"
"1738386600";"01.02.2025 07:10";"-350,6";"-97,1";"-145,1";"0"
"1738386900";"01.02.2025 07:15";"-350,6";"-99,2";"-147,2";"0"
"1738387200";"01.02.2025 07:20";"-350,6";"-91,1";"-178,8";"0"
"1738387500";"01.02.2025 07:25";"-350,6";"-98,3";"-178,2";"0"
"1738387800";"01.02.2025 07:30";"-350,6";"-101";"-176,9";"0"
"1738388100";"01.02.2025 07:35";"-350,6";"-105,1";"-176,2";"0"
"1738388400";"01.02.2025 07:40";"-350,6";"-112,6";"-171,8";"0"
"1738388700";"01.02.2025 07:45";"-350,7";"-113,1";"-174,9";"0"
"1738389000";"01.02.2025 07:50";"-350,5";"-102,9";"-187";"0"
"1738389300";"01.02.2025 07:55";"-350,7";"-102,1";"-196,8";"0"
"1738389600";"01.02.2025 08:00";"-350,8";"-121,5";"-181";"0"
"1738389900";"01.02.2025 08:05";"-350,7";"-101";"-197,2";"0"
"1738390200";"01.02.2025 08:10";"-350,7";"-122";"-177,2";"0"
"1738390500";"01.02.2025 08:15";"-350,7";"-131,5";"-160,5";"0"
"1738390800";"01.02.2025 08:20";"-350,6";"-134,7";"-147,1";"0"
"1738391100";"01.02.2025 08:25";"-350,6";"-145,6";"-136,1";"0"
"1738391400";"01.02.2025 08:30";"-350,7";"-159,3";"-124,9";"0"
"1738391700";"01.02.2025 08:35";"-350,8";"-163,7";"-123,6";"0"
"1738392000";"01.02.2025 08:40";"-350,7";"-157,4";"-137,5";"0"
"1738392300";"01.02.2025 08:45";"-350,7";"-155,1";"-149,7";"0"
"1738392600";"01.02.2025 08:50";"-350,8";"-160,8";"-148,9";"0"
"1738392900";"01.02.2025 08:55";"-350,8";"-151,6";"-133,2";"0"
"1738393200";"01.02.2025 09:00";"-350,8";"-135";"-109,2";"0"
"1738393500";"01.02.2025 09:05";"-350,7";"-130,9";"-64,9";"0"
"1738393800";"01.02.2025 09:10";"-350,7";"-128,4";"-63,8";"0"
"1738394100";"01.02.2025 09:15";"-350,6";"-126,1";"-84,8";"0"
"1738394400";"01.02.2025 09:20";"-350,7";"-134,6";"-65";"0"
"1738394700";"01.02.2025 09:25";"-350,7";"-128,6";"-72,9";"0"
"1738395000";"01.02.2025 09:30";"-350,7";"-126,3";"-69,3";"0"
"1738395300";"01.02.2025 09:35";"-350,7";"-100,4";"-85,5";"0"
"1738395600";"01.02.2025 09:40";"-350,7";"-89,8";"-105,4";"0"
"1738395900";"01.02.2025 09:45";"-350,8";"-86,3";"-113,4";"0"
"1738396200";"01.02.2025 09:50";"-350,7";"-92";"-113,3";"0"
"1738396500";"01.02.2025 09:55";"-350,8";"-101,5";"-104,4";"0"
"1738396800";"01.02.2025 10:00";"-350,7";"-84,2";"-118,1";"0"
"1738397100";"01.02.2025 10:05";"-350,8";"-73";"-121,2";"0"
"1738397400";"01.02.2025 10:10";"-350,8";"-60,5";"-141,1";"0"
"1738397700";"01.02.2025 10:15";"-350,8";"-62,5";"-140,9";"0"
"1738398000";"01.02.2025 10:20";"-350,7";"-62,9";"-128,4";"0"
"1738398300";"01.02.2025 10:25";"-350,8";"-54,6";"-132,9";"0"
"1738398600";"01.02.2025 10:30";"-350,8";"-42,1";"-138,1";"0"
"1738398900";"01.02.2025 10:35";"-350,7";"-37,5";"-135,4";"0"
"1738399200";"01.02.2025 10:40";"-350,7";"-28,2";"-147,3";"0"
"1738399500";"01.02.2025 10:45";"-350,7";"-39,5";"-136,7";"0"
"1738399800";"01.02.2025 10:50";"-350,7";"-36,2";"-136,8";"0"
"1738400100";"01.02.2025 10:55";"-350,7";"-29,9";"-134,9";"0"
"1738400400";"01.02.2025 11:00";"-350,7";"-27,5";"-133";"0"
"1738400700";"01.02.2025 11:05";"-350,8";"-2,6";"-161,6";"0"
"1738401000";"01.02.2025 11:10";"-350,7";"-14,9";"-164,5";"0"
"1738401300";"01.02.2025 11:15";"-350,7";"-29,1";"-160,6";"0"
"1738401600";"01.02.2025 11:20";"-350,7";"-29,1";"-161,1";"0"
"1738401900";"01.02.2025 11:25";"-350,8";"-31,2";"-146,8";"0"
"1738402200";"01.02.2025 11:30";"-350,7";"-34,7";"-143,3";"0"
"1738402500";"01.02.2025 11:35";"-350,7";"-14,5";"-145,6";"0"
"1738402800";"01.02.2025 11:40";"-350,7";"-17,4";"-131,7";"0"
"1738403100";"01.02.2025 11:45";"-350,8";"-27,9";"-118,3";"0"
"1738403400";"01.02.2025 11:50";"-350,7";"-16,1";"-130,7";"0"
"1738403700";"01.02.2025 11:55";"-350,7";"-16,7";"-127,5";"0"
"1738404000";"01.02.2025 12:00";"-350,8";"-33,4";"-116,4";"0"
"1738404300";"01.02.2025 12:05";"-350,7";"-38";"-112,4";"0"
"1738404600";"01.02.2025 12:10";"-350,7";"-31,7";"-117,7";"0"
"1738404900";"01.02.2025 12:15";"-350,7";"-40,7";"-102,8";"0"
"1738405200";"01.02.2025 12:20";"-350,7";"-27,4";"-110,1";"0"
"1738405500";"01.02.2025 12:25";"-350,8";"-13,8";"-114,6";"0"
"1738405800";"01.02.2025 12:30";"-350,8";"-33,6";"-95,3";"0"
"1738406100";"01.02.2025 12:35";"-350,8";"-33,1";"-120,5";"0"
"1738406400";"01.02.2025 12:40";"-350,7";"-40,1";"-127,8";"0"
"1738406700";"01.02.2025 12:45";"-350,7";"-31,2";"-134";"0"
"1738407000";"01.02.2025 12:50";"-350,8";"-25,1";"-111,2";"0"
"1738407300";"01.02.2025 12:55";"-350,8";"-13,7";"-115,1";"0"
"1738407600";"01.02.2025 13:00";"-350,8";"-16,5";"-107,1";"0"
"1738407900";"01.02.2025 13:05";"-350,8";"-14,3";"-130,1";"0"
"1738408200";"01.02.2025 13:10";"-350,8";"-40,6";"-107";"0"
"1738408500";"01.02.2025 13:15";"-350,8";"-44,4";"-107,3";"0"
"1738408800";"01.02.2025 13:20";"-350,9";"-47,1";"-94,3";"0"
"1738409100";"01.02.2025 13:25";"-350,9";"-25";"-115,6";"0"
"1738409400";"01.02.2025 13:30";"-350,8";"-22,5";"-104,2";"0"
"1738409700";"01.02.2025 13:35";"-350,7";"-18,6";"-105";"0"
"1738410000";"01.02.2025 13:40";"-350,8";"-22,2";"-105,7";"0"
"1738410300";"01.02.2025 13:45";"-350,8";"-31,2";"-104,7";"0"
"1738410600";"01.02.2025 13:50";"-350,9";"-42,1";"-89";"0"
"1738410900";"01.02.2025 13:55";"-350,8";"-47,4";"-86,4";"0"
"1738411200";"01.02.2025 14:00";"-350,9";"-43,7";"-109";"0"
"1738411500";"01.02.2025 14:05";"-350,8";"-60,2";"-125";"0"
"1738411800";"01.02.2025 14:10";"-350,8";"-58,3";"-120,6";"0"
"1738412100";"01.02.2025 14:15";"-350,9";"-63,9";"-97,8";"0"
"1738412400";"01.02.2025 14:20";"-350,8";"-44,2";"-86,3";"0"
"1738412700";"01.02.2025 14:25";"-350,8";"-15,3";"-94,2";"0"
"1738413000";"01.02.2025 14:30";"-350,9";"-17,9";"-88,2";"0"
"1738413300";"01.02.2025 14:35";"-350,9";"-32,6";"-76,8";"0"
"1738413600";"01.02.2025 14:40";"-350,8";"-27,4";"-85,3";"0"
"1738413900";"01.02.2025 14:45";"-350,9";"-22,2";"-85,2";"0"
"1738414200";"01.02.2025 14:50";"-350,9";"-22,5";"-97,6";"0"
"1738414500";"01.02.2025 14:55";"-350,8";"-8,1";"-126,6";"0"
"1738414800";"01.02.2025 15:00";"-350,8";"-11,8";"-138,8";"0"
"1738415100";"01.02.2025 15:05";"-350,8";"-61,5";"-95,4";"0"
"1738415400";"01.02.2025 15:10";"-350,8";"-67,9";"-103,7";"0"
"1738415700";"01.02.2025 15:15";"-350,8";"-44,4";"-149,9";"0"
"1738416000";"01.02.2025 15:20";"-350,8";"-63";"-148,8";"0"
"1738416300";"01.02.2025 15:25";"-350,9";"-65,3";"-139,5";"0"
"1738416600";"01.02.2025 15:30";"-350,8";"-62,5";"-146,4";"0"
"1738416900";"01.02.2025 15:35";"-350,8";"-45,2";"-164,4";"0"
"1738417200";"01.02.2025 15:40";"-350,8";"-42,4";"-164,2";"0"
"1738417500";"01.02.2025 15:45";"-350,8";"-21,3";"-182,2";"0"
"1738417800";"01.02.2025 15:50";"-350,9";"-37,6";"-159,1";"0"
"1738418100";"01.02.2025 15:55";"-350,9";"-45,6";"-150,6";"0"
"1738418400";"01.02.2025 16:00";"-350,9";"-35,6";"-140";"0"
"1738418700";"01.02.2025 16:05";"-350,8";"-64,3";"-91,2";"0"
"1738419000";"01.02.2025 16:10";"-350,7";"-50,5";"-91,1";"0"
"1738419300";"01.02.2025 16:15";"-350,7";"-54,4";"-90,1";"0"
"1738419600";"01.02.2025 16:20";"-350,8";"-65,8";"-77,1";"0"
"1738419900";"01.02.2025 16:25";"-350,8";"-61,5";"-82,8";"0"
"1738420200";"01.02.2025 16:30";"-350,8";"-77,4";"-81,1";"0"
"1738420500";"01.02.2025 16:35";"-350,8";"-88,4";"-84,4";"0"
"1738420800";"01.02.2025 16:40";"-350,8";"-66,5";"-98,7";"0"
"1738421100";"01.02.2025 16:45";"-350,7";"-52,3";"-101,7";"0"
"1738421400";"01.02.2025 16:50";"-350,7";"-49,8";"-112,5";"0"
"1738421700";"01.02.2025 16:55";"-350,7";"-34,1";"-122,2";"0"
"1738422000";"01.02.2025 17:00";"-350,8";"-48,6";"-113,6";"0"
"1738422300";"01.02.2025 17:05";"-350,7";"-66,4";"-77,8";"0"
"1738422600";"01.02.2025 17:10";"-350,6";"-59,2";"-80,3";"0"
"1738422900";"01.02.2025 17:15";"-350,7";"-54,6";"-115,3";"0"
"1738423200";"01.02.2025 17:20";"-350,7";"-45,1";"-141,8";"0"
"1738423500";"01.02.2025 17:25";"-350,7";"-39,5";"-144,5";"0"
"1738423800";"01.02.2025 17:30";"-350,7";"-65,1";"-121,2";"0"
"1738424100";"01.02.2025 17:35";"-350,6";"-78,3";"-106,4";"0"
"1738424400";"01.02.2025 17:40";"-350,7";"-57,1";"-127,9";"0"
"1738424700";"01.02.2025 17:45";"-350,7";"-44,9";"-128,1";"0"
"1738425000";"01.02.2025 17:50";"-350,7";"-51,5";"-127,5";"0"
"1738425300";"01.02.2025 17:55";"-350,6";"-45,2";"-123,5";"0"
"1738425600";"01.02.2025 18:00";"-350,7";"6,8";"-160,3";"0"
"1738425900";"01.02.2025 18:05";"-350,6";"28,8";"-154,7";"0"
"1738426200";"01.02.2025 18:10";"-350,6";"16,8";"-128,3";"0"
"1738426500";"01.02.2025 18:15";"-350,7";"2,1";"-97,1";"0"
"1738426800";"01.02.2025 18:20";"-350,8";"-24,3";"-71,9";"0"
"1738427100";"01.02.2025 18:25";"-350,7";"-37,3";"-124,5";"0"
"1738427400";"01.02.2025 18:30";"-350,7";"-31,3";"-144,7";"0"
"1738427700";"01.02.2025 18:35";"-350,7";"-15,2";"-146,5";"0"
"1738428000";"01.02.2025 18:40";"-350,8";"-23,4";"-128,4";"0"
"1738428300";"01.02.2025 18:45";"-350,7";"-21,6";"-126";"0"
"1738428600";"01.02.2025 18:50";"-350,8";"-33,1";"-115,8";"0"
"1738428900";"01.02.2025 18:55";"-350,8";"-34,1";"-104,1";"0"
"1738429200";"01.02.2025 19:00";"-350,8";"-27,5";"-88,5";"0"
"1738429500";"01.02.2025 19:05";"-350,8";"-44,8";"-47,9";"0"
"1738429800";"01.02.2025 19:10";"-350,8";"-26,7";"-65,3";"0"
"1738430100";"01.02.2025 19:15";"-350,8";"-15,9";"-82,5";"0"
"1738430400";"01.02.2025 19:20";"-350,8";"-7,6";"-71,8";"0"
"1738430700";"01.02.2025 19:25";"-350,8";"8,6";"-72,6";"0"
"1738431000";"01.02.2025 19:30";"-350,8";"9,8";"-76";"0"
"1738431300";"01.02.2025 19:35";"-350,8";"0,2";"-57,5";"0"
"1738431600";"01.02.2025 19:40";"-350,8";"4,2";"-66,4";"0"
"1738431900";"01.02.2025 19:45";"-350,9";"9";"-66,3";"0"
"1738432200";"01.02.2025 19:50";"-350,8";"4,4";"-61,1";"0"
"1738432500";"01.02.2025 19:55";"-350,8";"-5,5";"-55,7";"0"
"1738432800";"01.02.2025 20:00";"-350,9";"-23,9";"-48";"0"
"1738433100";"01.02.2025 20:05";"-350,8";"20,6";"-106,8";"0"
"1738433400";"01.02.2025 20:10";"-350,7";"-16,6";"-83,4";"0"
"1738433700";"01.02.2025 20:15";"-350,8";"-25,9";"-83,1";"0"
"1738434000";"01.02.2025 20:20";"-350,9";"-39,3";"-73,5";"0"
"1738434300";"01.02.2025 20:25";"-350,9";"-35,8";"-75,8";"0"
"1738434600";"01.02.2025 20:30";"-350,9";"-46,8";"-69,7";"0"
"1738434900";"01.02.2025 20:35";"-350,9";"-48,1";"-77,4";"0"
"1738435200";"01.02.2025 20:40";"-350,9";"-43,7";"-83,1";"0"
"1738435500";"01.02.2025 20:45";"-350,9";"-35,5";"-82,3";"0"
"1738435800";"01.02.2025 20:50";"-350,9";"-20,4";"-73,5";"0"
"1738436100";"01.02.2025 20:55";"-350,9";"-20,6";"-76,5";"0"
"1738436400";"01.02.2025 21:00";"-350,9";"-7,8";"-62,4";"0"
"1738436700";"01.02.2025 21:05";"-350,8";"42,8";"-96,1";"0"
"1738437000";"01.02.2025 21:10";"-350,9";"28,3";"-104,7";"0"
"1738437300";"01.02.2025 21:15";"-350,8";"54,2";"-113,1";"0"
"1738437600";"01.02.2025 21:20";"-350,9";"75,1";"-108,6";"0"
"1738437900";"01.02.2025 21:25";"-350,9";"63,6";"-96,9";"0"
"1738438200";"01.02.2025 21:30";"-350,9";"49,7";"-79,1";"0"
"1738438500";"01.02.2025 21:35";"-350,9";"43,9";"-55,6";"0"
"1738438800";"01.02.2025 21:40";"-350,9";"29,1";"-47,2";"0"
"1738439100";"01.02.2025 21:45";"-350,8";"28,7";"-60,8";"0"
"1738439400";"01.02.2025 21:50";"-350,9";"14,6";"-59,8";"0"
"1738439700";"01.02.2025 21:55";"-350,9";"33,8";"-90,5";"0"
"1738440000";"01.02.2025 22:00";"-350,9";"62,9";"-133,7";"0"
"1738440300";"01.02.2025 22:05";"-351";"62,5";"-176,5";"0"
"1738440600";"01.02.2025 22:10";"-350,9";"46,9";"-198,8";"0"
"1738440900";"01.02.2025 22:15";"-350,8";"46,7";"-182,6";"0"
"1738441200";"01.02.2025 22:20";"-350,8";"42,2";"-164,1";"0"
"1738441500";"01.02.2025 22:25";"-350,8";"23,2";"-154,2";"0"
"1738441800";"01.02.2025 22:30";"-350,9";"21,3";"-132,6";"0"
"1738442100";"01.02.2025 22:35";"-350,9";"30,5";"-134,3";"0"
"1738442400";"01.02.2025 22:40";"-350,9";"42,5";"-138,6";"0"
"1738442700";"01.02.2025 22:45";"-350,9";"32,4";"-144,4";"0"
"1738443000";"01.02.2025 22:50";"-350,9";"22,5";"-131,5";"0"
"1738443300";"01.02.2025 22:55";"-350,9";"6,1";"-118,3";"0"
"1738443600";"01.02.2025 23:00";"-350,9";"1,3";"-109,9";"0"
"1738443900";"01.02.2025 23:05";"-350,9";"39,9";"-164";"0"
"1738444200";"01.02.2025 23:10";"-351";"45,3";"-212,4";"0"
"1738444500";"01.02.2025 23:15";"-350,9";"42,4";"-206,6";"0"
"1738444800";"01.02.2025 23:20";"-350,9";"42,3";"-178";"0"
"1738445100";"01.02.2025 23:25";"-350,9";"46,2";"-176,6";"0"
"1738445400";"01.02.2025 23:30";"-350,8";"46,7";"-177,1";"0"
"1738445700";"01.02.2025 23:35";"-350,9";"37,3";"-155,6";"0"
"1738446000";"01.02.2025 23:40";"-350,8";"48,1";"-164,3";"0"
"1738446300";"01.02.2025 23:45";"-350,7";"42";"-167,6";"0"
"1738446600";"01.02.2025 23:50";"-350,8";"45,3";"-163,5";"0"
"1738446900";"01.02.2025 23:55";"-350,9";"46,3";"-157,2";"0"
"1738447200";"02.02.2025 00:00";"-350,9";"60,4";"-142";"0"
"1738447500";"02.02.2025 00:05";"-350,8";"79";"-133,1";"0"
"1738447800";"02.02.2025 00:10";"-350,8";"59,2";"-120,2";"0"
"1738448100";"02.02.2025 00:15";"-350,8";"52,4";"-117,2";"0"
"1738448400";"02.02.2025 00:20";"-350,9";"39,9";"-125,5";"0"
"1738448700";"02.02.2025 00:25";"-350,8";"31,5";"-123,9";"0"
"1738449000";"02.02.2025 00:30";"-350,9";"21,4";"-116,5";"0"
"1738449300";"02.02.2025 00:35";"-351";"47,6";"-123,6";"0"
"1738449600";"02.02.2025 00:40";"-350,9";"43,5";"-120,9";"0"
"1738449900";"02.02.2025 00:45";"-350,9";"36,1";"-111,2";"0"
"1738450200";"02.02.2025 00:50";"-351";"29,1";"-110,8";"0"
"1738450500";"02.02.2025 00:55";"-350,9";"26";"-109";"0"
"1738450800";"02.02.2025 01:00";"-350,9";"22,4";"-106";"0"
"1738451100";"02.02.2025 01:05";"-350,8";"26,8";"-132,5";"0"
"1738451400";"02.02.2025 01:10";"-350,8";"31,8";"-146,4";"0"
"1738451700";"02.02.2025 01:15";"-350,8";"33,7";"-153,1";"0"
"1738452000";"02.02.2025 01:20";"-350,9";"19,5";"-139,6";"0"
"1738452300";"02.02.2025 01:25";"-350,9";"16";"-134,2";"0"
"1738452600";"02.02.2025 01:30";"-350,9";"8,4";"-138,5";"0"
"1738452900";"02.02.2025 01:35";"-350,9";"4,8";"-134,5";"0"
"1738453200";"02.02.2025 01:40";"-350,9";"8,1";"-127,5";"0"
"1738453500";"02.02.2025 01:45";"-350,8";"7,3";"-112,8";"0"
"1738453800";"02.02.2025 01:50";"-350,9";"8,4";"-108,5";"0"
"1738454100";"02.02.2025 01:55";"-350,9";"2,8";"-102,5";"0"
"1738454400";"02.02.2025 02:00";"-350,8";"3,3";"-96,8";"0"
"1738454700";"02.02.2025 02:05";"-350,8";"15,5";"-91,8";"0"
"1738455000";"02.02.2025 02:10";"-350,7";"14,5";"-72,6";"0"
"1738455300";"02.02.2025 02:15";"-350,7";"8";"-55,7";"0"
"1738455600";"02.02.2025 02:20";"-350,7";"14,5";"-51";"0"
"1738455900";"02.02.2025 02:25";"-350,8";"15,1";"-47,2";"0"
"1738456200";"02.02.2025 02:30";"-350,8";"15,8";"-59,3";"0"
"1738456500";"02.02.2025 02:35";"-350,7";"22,3";"-72,2";"0"
"1738456800";"02.02.2025 02:40";"-350,7";"22,1";"-71,1";"0"
"1738457100";"02.02.2025 02:45";"-350,7";"29,5";"-63,4";"0"
"1738457400";"02.02.2025 02:50";"-350,7";"35,2";"-72";"0"
"1738457700";"02.02.2025 02:55";"-350,6";"28,4";"-77,4";"0"
"1738458000";"02.02.2025 03:00";"-350,6";"16,9";"-62,6";"0"
"1738458300";"02.02.2025 03:05";"-350,7";"28,8";"-67,7";"0"
"1738458600";"02.02.2025 03:10";"-350,7";"34,3";"-70,6";"0"
"1738458900";"02.02.2025 03:15";"-350,7";"37,3";"-77,7";"0"
"1738459200";"02.02.2025 03:20";"-350,7";"39,4";"-92,3";"0"
"1738459500";"02.02.2025 03:25";"-350,6";"40,4";"-91,3";"0"
"1738459800";"02.02.2025 03:30";"-350,8";"40,9";"-92,3";"0"
"1738460100";"02.02.2025 03:35";"-350,7";"43,7";"-95,4";"0"
"1738460400";"02.02.2025 03:40";"-350,7";"45,2";"-103,8";"0"
"1738460700";"02.02.2025 03:45";"-350,7";"50,7";"-113,2";"0"
"1738461000";"02.02.2025 03:50";"-350,6";"58,2";"-104,9";"0"
"1738461300";"02.02.2025 03:55";"-350,6";"62,7";"-110,8";"0"
"1738461600";"02.02.2025 04:00";"-350,7";"65,3";"-116,6";"0"
"1738461900";"02.02.2025 04:05";"-350,7";"82,6";"-149,1";"0"
"1738462200";"02.02.2025 04:10";"-350,8";"79,1";"-146,4";"0"
"1738462500";"02.02.2025 04:15";"-350,7";"73,7";"-129,9";"0"
"1738462800";"02.02.2025 04:20";"-350,8";"93,3";"-136,9";"0"
"1738463100";"02.02.2025 04:25";"-350,7";"90,5";"-134,1";"0"
"1738463400";"02.02.2025 04:30";"-350,6";"84,4";"-124,6";"0"
"1738463700";"02.02.2025 04:35";"-350,6";"87,8";"-105,9";"0"
"1738464000";"02.02.2025 04:40";"-350,7";"82,7";"-99,8";"0"
"1738464300";"02.02.2025 04:45";"-350,6";"89,8";"-113,6";"0"
"1738464600";"02.02.2025 04:50";"-350,7";"92";"-114,6";"0"
"1738464900";"02.02.2025 04:55";"-350,7";"87,9";"-108,7";"0"
"1738465200";"02.02.2025 05:00";"-350,8";"86,8";"-106,8";"0"
"1738465500";"02.02.2025 05:05";"-350,6";"74,8";"-85,6";"0"
"1738465800";"02.02.2025 05:10";"-350,6";"78,2";"-78,7";"0"
"1738466100";"02.02.2025 05:15";"-350,7";"88,6";"-70,6";"0"
"1738466400";"02.02.2025 05:20";"-350,6";"80,9";"-56,3";"0"
"1738466700";"02.02.2025 05:25";"-350,8";"71";"-56,7";"0"
"1738467000";"02.02.2025 05:30";"-350,6";"75,5";"-71,6";"0"
"1738467300";"02.02.2025 05:35";"-350,6";"73,5";"-64,8";"0"
"1738467600";"02.02.2025 05:40";"-350,7";"73,8";"-59,4";"0"
"1738467900";"02.02.2025 05:45";"-350,7";"85,6";"-62,6";"0"
"1738468200";"02.02.2025 05:50";"-350,7";"93,6";"-73,9";"0"
"1738468500";"02.02.2025 05:55";"-350,7";"97,8";"-82,2";"0"
"1738468800";"02.02.2025 06:00";"-350,7";"82,4";"-66";"0"
"1738469100";"02.02.2025 06:05";"-350,7";"50";"-23";"0"
"1738469400";"02.02.2025 06:10";"-350,6";"69,7";"-52,6";"0"
"1738469700";"02.02.2025 06:15";"-350,8";"67,4";"-77,3";"0"
"1738470000";"02.02.2025 06:20";"-350,8";"90,1";"-110,3";"0"
"1738470300";"02.02.2025 06:25";"-350,7";"101,1";"-119,7";"0"
