"","DateTime","Load","hour","day"
"4019",2023-06-17 10:00:00,745,"10",168
"4020",2023-06-17 11:00:00,742,"11",168
"4021",2023-06-17 12:00:00,733,"12",168
"4022",2023-06-17 13:00:00,733,"13",168
"4023",2023-06-17 14:00:00,738,"14",168
"4024",2023-06-17 15:00:00,757,"15",168
"4025",2023-06-17 16:00:00,760,"16",168
"4026",2023-06-17 17:00:00,762,"17",168
"4027",2023-06-17 18:00:00,728,"18",168
"4028",2023-06-17 19:00:00,715,"19",168
"4029",2023-06-17 20:00:00,692,"20",168
"4030",2023-06-17 21:00:00,654,"21",168
"4031",2023-06-17 22:00:00,621,"22",168
"4032",2023-06-17 23:00:00,607,"23",168
"4033",2023-06-18,599,"0",169
"4034",2023-06-18 01:00:00,581,"1",169
"4035",2023-06-18 02:00:00,580,"2",169
"4036",2023-06-18 03:00:00,602,"3",169
"4037",2023-06-18 04:00:00,634,"4",169
"4038",2023-06-18 05:00:00,673,"5",169
"4039",2023-06-18 06:00:00,710,"6",169
"4040",2023-06-18 07:00:00,723,"7",169
"4041",2023-06-18 08:00:00,726,"8",169
"4042",2023-06-18 09:00:00,751,"9",169
"4043",2023-06-18 10:00:00,763,"10",169
"4044",2023-06-18 11:00:00,761,"11",169
"4045",2023-06-18 12:00:00,761,"12",169
"4046",2023-06-18 13:00:00,723,"13",169
"4047",2023-06-18 14:00:00,727,"14",169
"4048",2023-06-18 15:00:00,769,"15",169
"4049",2023-06-18 16:00:00,771,"16",169
"4050",2023-06-18 17:00:00,782,"17",169
"4051",2023-06-18 18:00:00,759,"18",169
"4052",2023-06-18 19:00:00,725,"19",169
"4053",2023-06-18 20:00:00,684,"20",169
"4054",2023-06-18 21:00:00,650,"21",169
"4055",2023-06-18 22:00:00,632,"22",169
"4056",2023-06-18 23:00:00,625,"23",169
"4057",2023-06-19,610,"0",170
"4058",2023-06-19 01:00:00,609,"1",170
"4059",2023-06-19 02:00:00,629,"2",170
"4060",2023-06-19 03:00:00,723,"3",170
"4061",2023-06-19 04:00:00,818,"4",170
"4062",2023-06-19 05:00:00,880,"5",170
"4063",2023-06-19 06:00:00,896,"6",170
"4064",2023-06-19 07:00:00,893,"7",170
"4065",2023-06-19 08:00:00,881,"8",170
"4066",2023-06-19 09:00:00,869,"9",170
"4067",2023-06-19 10:00:00,884,"10",170
"4068",2023-06-19 11:00:00,857,"11",170
"4069",2023-06-19 12:00:00,838,"12",170
"4070",2023-06-19 13:00:00,847,"13",170
"4071",2023-06-19 14:00:00,838,"14",170
"4072",2023-06-19 15:00:00,831,"15",170
"4073",2023-06-19 16:00:00,837,"16",170
"4074",2023-06-19 17:00:00,819,"17",170
"4075",2023-06-19 18:00:00,803,"18",170
"4076",2023-06-19 19:00:00,767,"19",170
"4077",2023-06-19 20:00:00,715,"20",170
"4078",2023-06-19 21:00:00,614,"21",170
"4079",2023-06-19 22:00:00,620,"22",170
"4080",2023-06-19 23:00:00,610,"23",170
"4081",2023-06-20,594,"0",171
"4082",2023-06-20 01:00:00,589,"1",171
"4083",2023-06-20 02:00:00,602,"2",171
"4084",2023-06-20 03:00:00,694,"3",171
"4085",2023-06-20 04:00:00,787,"4",171
"4086",2023-06-20 05:00:00,861,"5",171
"4087",2023-06-20 06:00:00,887,"6",171
"4088",2023-06-20 07:00:00,873,"7",171
"4089",2023-06-20 08:00:00,873,"8",171
"4090",2023-06-20 09:00:00,877,"9",171
"4091",2023-06-20 10:00:00,901,"10",171
"4092",2023-06-20 11:00:00,883,"11",171
"4093",2023-06-20 12:00:00,868,"12",171
"4094",2023-06-20 13:00:00,862,"13",171
"4095",2023-06-20 14:00:00,854,"14",171
"4096",2023-06-20 15:00:00,855,"15",171
"4097",2023-06-20 16:00:00,848,"16",171
"4098",2023-06-20 17:00:00,818,"17",171
"4099",2023-06-20 18:00:00,789,"18",171
"4100",2023-06-20 19:00:00,750,"19",171
"4101",2023-06-20 20:00:00,708,"20",171
"4102",2023-06-20 21:00:00,653,"21",171
"4103",2023-06-20 22:00:00,608,"22",171
"4104",2023-06-20 23:00:00,598,"23",171
"4105",2023-06-21,587,"0",172
"4106",2023-06-21 01:00:00,574,"1",172
"4107",2023-06-21 02:00:00,592,"2",172
"4108",2023-06-21 03:00:00,676,"3",172
"4109",2023-06-21 04:00:00,783,"4",172
"4110",2023-06-21 05:00:00,844,"5",172
"4111",2023-06-21 06:00:00,893,"6",172
"4112",2023-06-21 07:00:00,900,"7",172
"4113",2023-06-21 08:00:00,895,"8",172
"4114",2023-06-21 09:00:00,897,"9",172
"4115",2023-06-21 10:00:00,915,"10",172
"4116",2023-06-21 11:00:00,899,"11",172
"4117",2023-06-21 12:00:00,893,"12",172
"4118",2023-06-21 13:00:00,881,"13",172
"4119",2023-06-21 14:00:00,862,"14",172
"4120",2023-06-21 15:00:00,856,"15",172
"4121",2023-06-21 16:00:00,834,"16",172
"4122",2023-06-21 17:00:00,808,"17",172
"4123",2023-06-21 18:00:00,794,"18",172
"4124",2023-06-21 19:00:00,748,"19",172
"4125",2023-06-21 20:00:00,712,"20",172
"4126",2023-06-21 21:00:00,663,"21",172
"4127",2023-06-21 22:00:00,613,"22",172
"4128",2023-06-21 23:00:00,599,"23",172
"4129",2023-06-22,585,"0",173
"4130",2023-06-22 01:00:00,571,"1",173
"4131",2023-06-22 02:00:00,591,"2",173
"4132",2023-06-22 03:00:00,678,"3",173
"4133",2023-06-22 04:00:00,793,"4",173
"4134",2023-06-22 05:00:00,870,"5",173
"4135",2023-06-22 06:00:00,904,"6",173
"4136",2023-06-22 07:00:00,913,"7",173
"4137",2023-06-22 08:00:00,915,"8",173
"4138",2023-06-22 09:00:00,901,"9",173
"4139",2023-06-22 10:00:00,917,"10",173
"4140",2023-06-22 11:00:00,907,"11",173
"4141",2023-06-22 12:00:00,896,"12",173
"4142",2023-06-22 13:00:00,868,"13",173
"4143",2023-06-22 14:00:00,846,"14",173
"4144",2023-06-22 15:00:00,840,"15",173
"4145",2023-06-22 16:00:00,833,"16",173
"4146",2023-06-22 17:00:00,810,"17",173
"4147",2023-06-22 18:00:00,794,"18",173
"4148",2023-06-22 19:00:00,750,"19",173
"4149",2023-06-22 20:00:00,711,"20",173
"4150",2023-06-22 21:00:00,669,"21",173
"4151",2023-06-22 22:00:00,623,"22",173
"4152",2023-06-22 23:00:00,600,"23",173
"4153",2023-06-23,584,"0",174
"4154",2023-06-23 01:00:00,572,"1",174
"4155",2023-06-23 02:00:00,588,"2",174
"4156",2023-06-23 03:00:00,660,"3",174
"4157",2023-06-23 04:00:00,748,"4",174
"4158",2023-06-23 05:00:00,819,"5",174
"4159",2023-06-23 06:00:00,859,"6",174
"4160",2023-06-23 07:00:00,881,"7",174
"4161",2023-06-23 08:00:00,892,"8",174
"4162",2023-06-23 09:00:00,894,"9",174
"4163",2023-06-23 10:00:00,903,"10",174
"4164",2023-06-23 11:00:00,877,"11",174
"4165",2023-06-23 12:00:00,871,"12",174
"4166",2023-06-23 13:00:00,861,"13",174
"4167",2023-06-23 14:00:00,819,"14",174
"4168",2023-06-23 15:00:00,782,"15",174
"4169",2023-06-23 16:00:00,741,"16",174
"4170",2023-06-23 17:00:00,740,"17",174
"4171",2023-06-23 18:00:00,726,"18",174
"4172",2023-06-23 19:00:00,697,"19",174
"4173",2023-06-23 20:00:00,671,"20",174
"4174",2023-06-23 21:00:00,630,"21",174
"4175",2023-06-23 22:00:00,629,"22",174
"4176",2023-06-23 23:00:00,618,"23",174
"4177",2023-06-24,609,"0",175
"4178",2023-06-24 01:00:00,595,"1",175
"4179",2023-06-24 02:00:00,597,"2",175
"4180",2023-06-24 03:00:00,640,"3",175
"4181",2023-06-24 04:00:00,658,"4",175
"4182",2023-06-24 05:00:00,695,"5",175
"4183",2023-06-24 06:00:00,733,"6",175
"4184",2023-06-24 07:00:00,750,"7",175
"4185",2023-06-24 08:00:00,753,"8",175
"4186",2023-06-24 09:00:00,753,"9",175
"4187",2023-06-24 10:00:00,760,"10",175
"4188",2023-06-24 11:00:00,763,"11",175
"4189",2023-06-24 12:00:00,761,"12",175
"4190",2023-06-24 13:00:00,749,"13",175
"4191",2023-06-24 14:00:00,756,"14",175
"4192",2023-06-24 15:00:00,752,"15",175
"4193",2023-06-24 16:00:00,755,"16",175
"4194",2023-06-24 17:00:00,748,"17",175
"4195",2023-06-24 18:00:00,739,"18",175
"4196",2023-06-24 19:00:00,718,"19",175
"4197",2023-06-24 20:00:00,682,"20",175
"4198",2023-06-24 21:00:00,650,"21",175
"4199",2023-06-24 22:00:00,619,"22",175
"4200",2023-06-24 23:00:00,599,"23",175
"4201",2023-06-25,579,"0",176
"4202",2023-06-25 01:00:00,558,"1",176
"4203",2023-06-25 02:00:00,556,"2",176
"4204",2023-06-25 03:00:00,598,"3",176
"4205",2023-06-25 04:00:00,628,"4",176
"4206",2023-06-25 05:00:00,662,"5",176
"4207",2023-06-25 06:00:00,700,"6",176
"4208",2023-06-25 07:00:00,727,"7",176
"4209",2023-06-25 08:00:00,740,"8",176
"4210",2023-06-25 09:00:00,735,"9",176
"4211",2023-06-25 10:00:00,758,"10",176
"4212",2023-06-25 11:00:00,755,"11",176
"4213",2023-06-25 12:00:00,750,"12",176
"4214",2023-06-25 13:00:00,745,"13",176
"4215",2023-06-25 14:00:00,747,"14",176
"4216",2023-06-25 15:00:00,760,"15",176
"4217",2023-06-25 16:00:00,753,"16",176
"4218",2023-06-25 17:00:00,748,"17",176
"4219",2023-06-25 18:00:00,735,"18",176
"4220",2023-06-25 19:00:00,706,"19",176
"4221",2023-06-25 20:00:00,671,"20",176
"4222",2023-06-25 21:00:00,627,"21",176
"4223",2023-06-25 22:00:00,598,"22",176
"4224",2023-06-25 23:00:00,590,"23",176
"4225",2023-06-26,567,"0",177
"4226",2023-06-26 01:00:00,547,"1",177
"4227",2023-06-26 02:00:00,541,"2",177
"4228",2023-06-26 03:00:00,566,"3",177
"4229",2023-06-26 04:00:00,593,"4",177
"4230",2023-06-26 05:00:00,641,"5",177
"4231",2023-06-26 06:00:00,677,"6",177
"4232",2023-06-26 07:00:00,700,"7",177
"4233",2023-06-26 08:00:00,734,"8",177
"4234",2023-06-26 09:00:00,725,"9",177
"4235",2023-06-26 10:00:00,731,"10",177
"4236",2023-06-26 11:00:00,702,"11",177
"4237",2023-06-26 12:00:00,697,"12",177
"4238",2023-06-26 13:00:00,695,"13",177
"4239",2023-06-26 14:00:00,694,"14",177
"4240",2023-06-26 15:00:00,685,"15",177
"4241",2023-06-26 16:00:00,664,"16",177
"4242",2023-06-26 17:00:00,665,"17",177
"4243",2023-06-26 18:00:00,651,"18",177
"4244",2023-06-26 19:00:00,642,"19",177
"4245",2023-06-26 20:00:00,634,"20",177
"4246",2023-06-26 21:00:00,610,"21",177
"4247",2023-06-26 22:00:00,602,"22",177
"4248",2023-06-26 23:00:00,586,"23",177
"4249",2023-06-27,576,"0",178
"4250",2023-06-27 01:00:00,568,"1",178
"4251",2023-06-27 02:00:00,586,"2",178
"4252",2023-06-27 03:00:00,681,"3",178
"4253",2023-06-27 04:00:00,775,"4",178
"4254",2023-06-27 05:00:00,853,"5",178
"4255",2023-06-27 06:00:00,874,"6",178
"4256",2023-06-27 07:00:00,882,"7",178
"4257",2023-06-27 08:00:00,890,"8",178
"4258",2023-06-27 09:00:00,901,"9",178
"4259",2023-06-27 10:00:00,908,"10",178
"4260",2023-06-27 11:00:00,897,"11",178
"4261",2023-06-27 12:00:00,878,"12",178
"4262",2023-06-27 13:00:00,865,"13",178
"4263",2023-06-27 14:00:00,852,"14",178
"4264",2023-06-27 15:00:00,841,"15",178
"4265",2023-06-27 16:00:00,823,"16",178
"4266",2023-06-27 17:00:00,797,"17",178
"4267",2023-06-27 18:00:00,788,"18",178
"4268",2023-06-27 19:00:00,744,"19",178
"4269",2023-06-27 20:00:00,693,"20",178
"4270",2023-06-27 21:00:00,661,"21",178
"4271",2023-06-27 22:00:00,614,"22",178
"4272",2023-06-27 23:00:00,602,"23",178
"4273",2023-06-28,594,"0",179
"4274",2023-06-28 01:00:00,576,"1",179
"4275",2023-06-28 02:00:00,591,"2",179
"4276",2023-06-28 03:00:00,664,"3",179
"4277",2023-06-28 04:00:00,763,"4",179
"4278",2023-06-28 05:00:00,836,"5",179
"4279",2023-06-28 06:00:00,864,"6",179
"4280",2023-06-28 07:00:00,864,"7",179
"4281",2023-06-28 08:00:00,875,"8",179
"4282",2023-06-28 09:00:00,881,"9",179
"4283",2023-06-28 10:00:00,906,"10",179
"4284",2023-06-28 11:00:00,886,"11",179
"4285",2023-06-28 12:00:00,864,"12",179
"4286",2023-06-28 13:00:00,845,"13",179
"4287",2023-06-28 14:00:00,844,"14",179
"4288",2023-06-28 15:00:00,819,"15",179
"4289",2023-06-28 16:00:00,813,"16",179
"4290",2023-06-28 17:00:00,804,"17",179
"4291",2023-06-28 18:00:00,782,"18",179
"4292",2023-06-28 19:00:00,724,"19",179
"4293",2023-06-28 20:00:00,685,"20",179
"4294",2023-06-28 21:00:00,643,"21",179
"4295",2023-06-28 22:00:00,602,"22",179
"4296",2023-06-28 23:00:00,588,"23",179
"4297",2023-06-29,582,"0",180
"4298",2023-06-29 01:00:00,574,"1",180
"4299",2023-06-29 02:00:00,592,"2",180
"4300",2023-06-29 03:00:00,660,"3",180
"4301",2023-06-29 04:00:00,760,"4",180
"4302",2023-06-29 05:00:00,836,"5",180
"4303",2023-06-29 06:00:00,871,"6",180
"4304",2023-06-29 07:00:00,876,"7",180
"4305",2023-06-29 08:00:00,873,"8",180
"4306",2023-06-29 09:00:00,874,"9",180
"4307",2023-06-29 10:00:00,886,"10",180
"4308",2023-06-29 11:00:00,879,"11",180
"4309",2023-06-29 12:00:00,860,"12",180
"4310",2023-06-29 13:00:00,844,"13",180
"4311",2023-06-29 14:00:00,832,"14",180
"4312",2023-06-29 15:00:00,806,"15",180
"4313",2023-06-29 16:00:00,824,"16",180
"4314",2023-06-29 17:00:00,808,"17",180
"4315",2023-06-29 18:00:00,779,"18",180
"4316",2023-06-29 19:00:00,737,"19",180
"4317",2023-06-29 20:00:00,688,"20",180
"4318",2023-06-29 21:00:00,651,"21",180
"4319",2023-06-29 22:00:00,614,"22",180
"4320",2023-06-29 23:00:00,587,"23",180
"4321",2023-06-30,583,"0",181
"4322",2023-06-30 01:00:00,572,"1",181
"4323",2023-06-30 02:00:00,589,"2",181
"4324",2023-06-30 03:00:00,672,"3",181
"4325",2023-06-30 04:00:00,777,"4",181
"4326",2023-06-30 05:00:00,866,"5",181
"4327",2023-06-30 06:00:00,885,"6",181
"4328",2023-06-30 07:00:00,877,"7",181
"4329",2023-06-30 08:00:00,895,"8",181
"4330",2023-06-30 09:00:00,898,"9",181
"4331",2023-06-30 10:00:00,910,"10",181
"4332",2023-06-30 11:00:00,898,"11",181
"4333",2023-06-30 12:00:00,883,"12",181
"4334",2023-06-30 13:00:00,857,"13",181
"4335",2023-06-30 14:00:00,843,"14",181
"4336",2023-06-30 15:00:00,828,"15",181
"4337",2023-06-30 16:00:00,816,"16",181
"4338",2023-06-30 17:00:00,808,"17",181
"4339",2023-06-30 18:00:00,775,"18",181
"4340",2023-06-30 19:00:00,730,"19",181
"4341",2023-06-30 20:00:00,687,"20",181
"4342",2023-06-30 21:00:00,650,"21",181
"4343",2023-06-30 22:00:00,566,"22",181
"4344",2023-06-30 23:00:00,551,"23",181
"4345",2023-07-01,541,"0",182
"4346",2023-07-01 01:00:00,518,"1",182
"4347",2023-07-01 02:00:00,515,"2",182
"4348",2023-07-01 03:00:00,520,"3",182
"4349",2023-07-01 04:00:00,566,"4",182
"4350",2023-07-01 05:00:00,607,"5",182
"4351",2023-07-01 06:00:00,646,"6",182
"4352",2023-07-01 07:00:00,676,"7",182
"4353",2023-07-01 08:00:00,694,"8",182
"4354",2023-07-01 09:00:00,691,"9",182
"4355",2023-07-01 10:00:00,706,"10",182
"4356",2023-07-01 11:00:00,710,"11",182
"4357",2023-07-01 12:00:00,710,"12",182
"4358",2023-07-01 13:00:00,705,"13",182
"4359",2023-07-01 14:00:00,687,"14",182
"4360",2023-07-01 15:00:00,699,"15",182
"4361",2023-07-01 16:00:00,672,"16",182
"4362",2023-07-01 17:00:00,658,"17",182
"4363",2023-07-01 18:00:00,653,"18",182
"4364",2023-07-01 19:00:00,635,"19",182
"4365",2023-07-01 20:00:00,612,"20",182
"4366",2023-07-01 21:00:00,588,"21",182
"4367",2023-07-01 22:00:00,568,"22",182
"4368",2023-07-01 23:00:00,556,"23",182
"4369",2023-07-02,547,"0",183
"4370",2023-07-02 01:00:00,533,"1",183
"4371",2023-07-02 02:00:00,525,"2",183
"4372",2023-07-02 03:00:00,533,"3",183
"4373",2023-07-02 04:00:00,569,"4",183
"4374",2023-07-02 05:00:00,622,"5",183
"4375",2023-07-02 06:00:00,675,"6",183
"4376",2023-07-02 07:00:00,718,"7",183
"4377",2023-07-02 08:00:00,713,"8",183
"4378",2023-07-02 09:00:00,702,"9",183
"4379",2023-07-02 10:00:00,714,"10",183
"4380",2023-07-02 11:00:00,714,"11",183
"4381",2023-07-02 12:00:00,720,"12",183
"4382",2023-07-02 13:00:00,713,"13",183
"4383",2023-07-02 14:00:00,710,"14",183
"4384",2023-07-02 15:00:00,723,"15",183
"4385",2023-07-02 16:00:00,713,"16",183
"4386",2023-07-02 17:00:00,705,"17",183
"4387",2023-07-02 18:00:00,691,"18",183
"4388",2023-07-02 19:00:00,659,"19",183
"4389",2023-07-02 20:00:00,631,"20",183
"4390",2023-07-02 21:00:00,605,"21",183
"4391",2023-07-02 22:00:00,608,"22",183
"4392",2023-07-02 23:00:00,602,"23",183
"4393",2023-07-03,592,"0",184
"4394",2023-07-03 01:00:00,584,"1",184
"4395",2023-07-03 02:00:00,598,"2",184
"4396",2023-07-03 03:00:00,673,"3",184
"4397",2023-07-03 04:00:00,753,"4",184
"4398",2023-07-03 05:00:00,820,"5",184
"4399",2023-07-03 06:00:00,849,"6",184
"4400",2023-07-03 07:00:00,863,"7",184
"4401",2023-07-03 08:00:00,870,"8",184
"4402",2023-07-03 09:00:00,871,"9",184
"4403",2023-07-03 10:00:00,894,"10",184
"4404",2023-07-03 11:00:00,871,"11",184
"4405",2023-07-03 12:00:00,859,"12",184
"4406",2023-07-03 13:00:00,842,"13",184
"4407",2023-07-03 14:00:00,831,"14",184
"4408",2023-07-03 15:00:00,819,"15",184
"4409",2023-07-03 16:00:00,804,"16",184
"4410",2023-07-03 17:00:00,782,"17",184
"4411",2023-07-03 18:00:00,755,"18",184
"4412",2023-07-03 19:00:00,714,"19",184
"4413",2023-07-03 20:00:00,679,"20",184
"4414",2023-07-03 21:00:00,627,"21",184
"4415",2023-07-03 22:00:00,610,"22",184
"4416",2023-07-03 23:00:00,603,"23",184
"4417",2023-07-04,588,"0",185
"4418",2023-07-04 01:00:00,584,"1",185
"4419",2023-07-04 02:00:00,609,"2",185
"4420",2023-07-04 03:00:00,690,"3",185
"4421",2023-07-04 04:00:00,782,"4",185
"4422",2023-07-04 05:00:00,863,"5",185
"4423",2023-07-04 06:00:00,922,"6",185
"4424",2023-07-04 07:00:00,925,"7",185
"4425",2023-07-04 08:00:00,941,"8",185
"4426",2023-07-04 09:00:00,948,"9",185
"4427",2023-07-04 10:00:00,958,"10",185
"4428",2023-07-04 11:00:00,939,"11",185
"4429",2023-07-04 12:00:00,910,"12",185
"4430",2023-07-04 13:00:00,870,"13",185
"4431",2023-07-04 14:00:00,857,"14",185
"4432",2023-07-04 15:00:00,836,"15",185
"4433",2023-07-04 16:00:00,835,"16",185
"4434",2023-07-04 17:00:00,828,"17",185
"4435",2023-07-04 18:00:00,798,"18",185
"4436",2023-07-04 19:00:00,759,"19",185
"4437",2023-07-04 20:00:00,712,"20",185
"4438",2023-07-04 21:00:00,669,"21",185
"4439",2023-07-04 22:00:00,625,"22",185
"4440",2023-07-04 23:00:00,617,"23",185
"4441",2023-07-05,594,"0",186
"4442",2023-07-05 01:00:00,576,"1",186
"4443",2023-07-05 02:00:00,590,"2",186
"4444",2023-07-05 03:00:00,667,"3",186
"4445",2023-07-05 04:00:00,738,"4",186
"4446",2023-07-05 05:00:00,807,"5",186
"4447",2023-07-05 06:00:00,845,"6",186
"4448",2023-07-05 07:00:00,875,"7",186
"4449",2023-07-05 08:00:00,879,"8",186
"4450",2023-07-05 09:00:00,876,"9",186
"4451",2023-07-05 10:00:00,884,"10",186
"4452",2023-07-05 11:00:00,881,"11",186
"4453",2023-07-05 12:00:00,848,"12",186
"4454",2023-07-05 13:00:00,818,"13",186
"4455",2023-07-05 14:00:00,816,"14",186
"4456",2023-07-05 15:00:00,817,"15",186
"4457",2023-07-05 16:00:00,811,"16",186
"4458",2023-07-05 17:00:00,785,"17",186
"4459",2023-07-05 18:00:00,756,"18",186
"4460",2023-07-05 19:00:00,722,"19",186
"4461",2023-07-05 20:00:00,687,"20",186
"4462",2023-07-05 21:00:00,628,"21",186
"4463",2023-07-05 22:00:00,601,"22",186
"4464",2023-07-05 23:00:00,598,"23",186
"4465",2023-07-06,580,"0",187
"4466",2023-07-06 01:00:00,578,"1",187
"4467",2023-07-06 02:00:00,591,"2",187
"4468",2023-07-06 03:00:00,662,"3",187
"4469",2023-07-06 04:00:00,729,"4",187
"4470",2023-07-06 05:00:00,800,"5",187
"4471",2023-07-06 06:00:00,844,"6",187
"4472",2023-07-06 07:00:00,871,"7",187
"4473",2023-07-06 08:00:00,877,"8",187
"4474",2023-07-06 09:00:00,874,"9",187
"4475",2023-07-06 10:00:00,897,"10",187
"4476",2023-07-06 11:00:00,883,"11",187
"4477",2023-07-06 12:00:00,862,"12",187
"4478",2023-07-06 13:00:00,834,"13",187
"4479",2023-07-06 14:00:00,816,"14",187
"4480",2023-07-06 15:00:00,808,"15",187
"4481",2023-07-06 16:00:00,799,"16",187
"4482",2023-07-06 17:00:00,768,"17",187
"4483",2023-07-06 18:00:00,748,"18",187
"4484",2023-07-06 19:00:00,717,"19",187
"4485",2023-07-06 20:00:00,680,"20",187
"4486",2023-07-06 21:00:00,638,"21",187
"4487",2023-07-06 22:00:00,588,"22",187
"4488",2023-07-06 23:00:00,585,"23",187
"4489",2023-07-07,564,"0",188
"4490",2023-07-07 01:00:00,564,"1",188
"4491",2023-07-07 02:00:00,570,"2",188
"4492",2023-07-07 03:00:00,662,"3",188
"4493",2023-07-07 04:00:00,732,"4",188
"4494",2023-07-07 05:00:00,813,"5",188
"4495",2023-07-07 06:00:00,843,"6",188
"4496",2023-07-07 07:00:00,851,"7",188
"4497",2023-07-07 08:00:00,869,"8",188
"4498",2023-07-07 09:00:00,865,"9",188
"4499",2023-07-07 10:00:00,890,"10",188
"4500",2023-07-07 11:00:00,878,"11",188
"4501",2023-07-07 12:00:00,877,"12",188
"4502",2023-07-07 13:00:00,845,"13",188
"4503",2023-07-07 14:00:00,816,"14",188
"4504",2023-07-07 15:00:00,805,"15",188
"4505",2023-07-07 16:00:00,795,"16",188
"4506",2023-07-07 17:00:00,797,"17",188
"4507",2023-07-07 18:00:00,771,"18",188
"4508",2023-07-07 19:00:00,733,"19",188
"4509",2023-07-07 20:00:00,686,"20",188
"4510",2023-07-07 21:00:00,631,"21",188
"4511",2023-07-07 22:00:00,603,"22",188
"4512",2023-07-07 23:00:00,596,"23",188
"4513",2023-07-08,577,"0",189
"4514",2023-07-08 01:00:00,556,"1",189
"4515",2023-07-08 02:00:00,564,"2",189
"4516",2023-07-08 03:00:00,585,"3",189
"4517",2023-07-08 04:00:00,626,"4",189
"4518",2023-07-08 05:00:00,663,"5",189
"4519",2023-07-08 06:00:00,717,"6",189
"4520",2023-07-08 07:00:00,755,"7",189
"4521",2023-07-08 08:00:00,777,"8",189
"4522",2023-07-08 09:00:00,777,"9",189
"4523",2023-07-08 10:00:00,790,"10",189
"4524",2023-07-08 11:00:00,779,"11",189
"4525",2023-07-08 12:00:00,763,"12",189
"4526",2023-07-08 13:00:00,757,"13",189
"4527",2023-07-08 14:00:00,751,"14",189
"4528",2023-07-08 15:00:00,742,"15",189
"4529",2023-07-08 16:00:00,730,"16",189
"4530",2023-07-08 17:00:00,720,"17",189
"4531",2023-07-08 18:00:00,705,"18",189
"4532",2023-07-08 19:00:00,681,"19",189
"4533",2023-07-08 20:00:00,657,"20",189
"4534",2023-07-08 21:00:00,624,"21",189
"4535",2023-07-08 22:00:00,590,"22",189
"4536",2023-07-08 23:00:00,575,"23",189
"4537",2023-07-09,555,"0",190
"4538",2023-07-09 01:00:00,545,"1",190
"4539",2023-07-09 02:00:00,551,"2",190
"4540",2023-07-09 03:00:00,574,"3",190
"4541",2023-07-09 04:00:00,609,"4",190
"4542",2023-07-09 05:00:00,648,"5",190
"4543",2023-07-09 06:00:00,707,"6",190
"4544",2023-07-09 07:00:00,732,"7",190
"4545",2023-07-09 08:00:00,745,"8",190
"4546",2023-07-09 09:00:00,748,"9",190
"4547",2023-07-09 10:00:00,760,"10",190
"4548",2023-07-09 11:00:00,756,"11",190
"4549",2023-07-09 12:00:00,750,"12",190
"4550",2023-07-09 13:00:00,750,"13",190
"4551",2023-07-09 14:00:00,747,"14",190
"4552",2023-07-09 15:00:00,758,"15",190
"4553",2023-07-09 16:00:00,746,"16",190
"4554",2023-07-09 17:00:00,758,"17",190
"4555",2023-07-09 18:00:00,747,"18",190
"4556",2023-07-09 19:00:00,698,"19",190
"4557",2023-07-09 20:00:00,669,"20",190
"4558",2023-07-09 21:00:00,620,"21",190
"4559",2023-07-09 22:00:00,622,"22",190
"4560",2023-07-09 23:00:00,611,"23",190
"4561",2023-07-10,595,"0",191
"4562",2023-07-10 01:00:00,588,"1",191
"4563",2023-07-10 02:00:00,599,"2",191
"4564",2023-07-10 03:00:00,671,"3",191
"4565",2023-07-10 04:00:00,738,"4",191
"4566",2023-07-10 05:00:00,822,"5",191
"4567",2023-07-10 06:00:00,849,"6",191
"4568",2023-07-10 07:00:00,853,"7",191
"4569",2023-07-10 08:00:00,864,"8",191
"4570",2023-07-10 09:00:00,861,"9",191
"4571",2023-07-10 10:00:00,870,"10",191
"4572",2023-07-10 11:00:00,849,"11",191
"4573",2023-07-10 12:00:00,841,"12",191
"4574",2023-07-10 13:00:00,826,"13",191
"4575",2023-07-10 14:00:00,811,"14",191
"4576",2023-07-10 15:00:00,804,"15",191
"4577",2023-07-10 16:00:00,784,"16",191
"4578",2023-07-10 17:00:00,766,"17",191
"4579",2023-07-10 18:00:00,745,"18",191
"4580",2023-07-10 19:00:00,712,"19",191
"4581",2023-07-10 20:00:00,683,"20",191
"4582",2023-07-10 21:00:00,646,"21",191
"4583",2023-07-10 22:00:00,602,"22",191
"4584",2023-07-10 23:00:00,587,"23",191
"4585",2023-07-11,573,"0",192
"4586",2023-07-11 01:00:00,563,"1",192
"4587",2023-07-11 02:00:00,578,"2",192
"4588",2023-07-11 03:00:00,646,"3",192
"4589",2023-07-11 04:00:00,729,"4",192
"4590",2023-07-11 05:00:00,809,"5",192
"4591",2023-07-11 06:00:00,860,"6",192
"4592",2023-07-11 07:00:00,833,"7",192
"4593",2023-07-11 08:00:00,835,"8",192
"4594",2023-07-11 09:00:00,848,"9",192
"4595",2023-07-11 10:00:00,864,"10",192
"4596",2023-07-11 11:00:00,860,"11",192
"4597",2023-07-11 12:00:00,835,"12",192
"4598",2023-07-11 13:00:00,818,"13",192
"4599",2023-07-11 14:00:00,806,"14",192
"4600",2023-07-11 15:00:00,789,"15",192
"4601",2023-07-11 16:00:00,803,"16",192
"4602",2023-07-11 17:00:00,797,"17",192
"4603",2023-07-11 18:00:00,765,"18",192
"4604",2023-07-11 19:00:00,730,"19",192
"4605",2023-07-11 20:00:00,677,"20",192
"4606",2023-07-11 21:00:00,632,"21",192
