Station_n,Station,Year,Month,Day,Time_UTC,DateTime,H_avg_radiation,Air_temperature,10min_avg_wind_speed,Hourly_max_wind_speed
1,Narva,2024,1,1,00:00,2024-01-01T00:00,-1,-8.4,1.4,2.8
1,Narva,2024,1,1,01:00,2024-01-01T01:00,-1,-9.0,1.8,3.7
1,Narva,2024,1,1,02:00,2024-01-01T02:00,-1,-8.4,2.3,5.1
1,Narva,2024,1,1,03:00,2024-01-01T03:00,-1,-9.3,1.9,4.2
1,Narva,2024,1,1,04:00,2024-01-01T04:00,-1,-10.1,1.7,4
1,Narva,2024,1,1,05:00,2024-01-01T05:00,-1,-12.2,1.4,3.3
1,Narva,2024,1,1,06:00,2024-01-01T06:00,-1,-13.3,2.5,3.2
1,Narva,2024,1,1,07:00,2024-01-01T07:00,-1,-13.6,2.3,4
1,Narva,2024,1,1,08:00,2024-01-01T08:00,17,-14.5,2,4.1
1,Narva,2024,1,1,09:00,2024-01-01T09:00,71,-14.1,1.8,3.7
1,Narva,2024,1,1,10:00,2024-01-01T10:00,109,-13.4,2.5,4.4
1,Narva,2024,1,1,11:00,2024-01-01T11:00,116,-13.3,2.9,5.2
1,Narva,2024,1,1,12:00,2024-01-01T12:00,88,-14.0,3.2,4.8
1,Narva,2024,1,1,13:00,2024-01-01T13:00,32,-14.5,2.6,5.4
1,Narva,2024,1,1,14:00,2024-01-01T14:00,-1,-15.3,1.5,3.7
1,Narva,2024,1,1,15:00,2024-01-01T15:00,-1,-16.1,2.5,3.7
1,Narva,2024,1,1,16:00,2024-01-01T16:00,-1,-17.0,2.7,4.5
1,Narva,2024,1,1,17:00,2024-01-01T17:00,-1,-18.0,2.8,6.9
1,Narva,2024,1,1,18:00,2024-01-01T18:00,-1,-19.2,1.8,5.3
1,Narva,2024,1,1,19:00,2024-01-01T19:00,-1,-19.5,2.7,4.2
1,Narva,2024,1,1,20:00,2024-01-01T20:00,-1,-20.1,2.7,5.1
1,Narva,2024,1,1,21:00,2024-01-01T21:00,-1,-20.5,2.1,5.2
1,Narva,2024,1,1,22:00,2024-01-01T22:00,-1,-21.2,1.8,3.5
1,Narva,2024,1,1,23:00,2024-01-01T23:00,-1,-21.4,1.5,3.5
1,Narva,2024,1,2,00:00,2024-01-02T00:00,-1,-22.4,2.8,4.2
1,Narva,2024,1,2,01:00,2024-01-02T01:00,-1,-22.0,2.7,5
1,Narva,2024,1,2,02:00,2024-01-02T02:00,-1,-21.5,3.7,5.8
1,Narva,2024,1,2,03:00,2024-01-02T03:00,-1,-23.2,1.5,5.9
1,Narva,2024,1,2,04:00,2024-01-02T04:00,-1,-23.8,1.3,2
1,Narva,2024,1,2,05:00,2024-01-02T05:00,-1,-24.3,0.8,2.3
1,Narva,2024,1,2,06:00,2024-01-02T06:00,-1,-23.4,1.2,1.9
1,Narva,2024,1,2,07:00,2024-01-02T07:00,-1,-24.2,1.8,2
1,Narva,2024,1,2,08:00,2024-01-02T08:00,18,-24.7,0.6,2.6
1,Narva,2024,1,2,09:00,2024-01-02T09:00,70,-22.2,0.6,1.7
1,Narva,2024,1,2,10:00,2024-01-02T10:00,107,-22.0,1.4,1.7
1,Narva,2024,1,2,11:00,2024-01-02T11:00,116,-20.7,1.5,3
1,Narva,2024,1,2,12:00,2024-01-02T12:00,90,-20.8,1.5,2.5
1,Narva,2024,1,2,13:00,2024-01-02T13:00,35,-20.6,1.7,2.3
1,Narva,2024,1,2,14:00,2024-01-02T14:00,0,-21.2,1.3,2.1
1,Narva,2024,1,2,15:00,2024-01-02T15:00,-1,-25.9,0.8,2.1
1,Narva,2024,1,2,16:00,2024-01-02T16:00,-1,-24.3,0.8,1.3
1,Narva,2024,1,2,17:00,2024-01-02T17:00,-1,-24.3,1.6,2.1
1,Narva,2024,1,2,18:00,2024-01-02T18:00,-1,-22.3,2.7,3.2
1,Narva,2024,1,2,19:00,2024-01-02T19:00,-1,-24.1,1.2,3
1,Narva,2024,1,2,20:00,2024-01-02T20:00,-1,-23.8,1.6,2.5
1,Narva,2024,1,2,21:00,2024-01-02T21:00,-1,-24.1,2.3,3.3
1,Narva,2024,1,2,22:00,2024-01-02T22:00,-1,-24.2,2.2,3.4
1,Narva,2024,1,2,23:00,2024-01-02T23:00,-1,-24.7,2.4,3.3
1,Narva,2024,1,3,00:00,2024-01-03T00:00,-1,-26.6,1.2,2.8
1,Narva,2024,1,3,01:00,2024-01-03T01:00,-1,-25.2,1.9,3
1,Narva,2024,1,3,02:00,2024-01-03T02:00,-1,-24.6,2.2,3.7
1,Narva,2024,1,3,03:00,2024-01-03T03:00,-1,-24.8,2,3.3
1,Narva,2024,1,3,04:00,2024-01-03T04:00,-1,-24.8,1.6,3.8
1,Narva,2024,1,3,05:00,2024-01-03T05:00,-1,-26.2,1.7,3.3
1,Narva,2024,1,3,06:00,2024-01-03T06:00,-1,-24.8,2.2,6.5
1,Narva,2024,1,3,07:00,2024-01-03T07:00,-1,-26.1,2.4,3.7
1,Narva,2024,1,3,08:00,2024-01-03T08:00,22,-25.3,2,2.9
1,Narva,2024,1,3,09:00,2024-01-03T09:00,79,-23.9,2.8,4.6
1,Narva,2024,1,3,10:00,2024-01-03T10:00,119,-23.3,1.9,3.9
1,Narva,2024,1,3,11:00,2024-01-03T11:00,124,-22.0,1.6,3.4
1,Narva,2024,1,3,12:00,2024-01-03T12:00,96,-21.5,2.1,3.9
1,Narva,2024,1,3,13:00,2024-01-03T13:00,41,-21.7,2.6,4
1,Narva,2024,1,3,14:00,2024-01-03T14:00,1,-22.3,3.2,4.6
1,Narva,2024,1,3,15:00,2024-01-03T15:00,-1,-22.7,3,6.2
1,Narva,2024,1,3,16:00,2024-01-03T16:00,-1,-23.9,2.7,5.9
1,Narva,2024,1,3,17:00,2024-01-03T17:00,-1,-24.5,2.4,4.3
1,Narva,2024,1,3,18:00,2024-01-03T18:00,-1,-24.7,2.5,5.1
1,Narva,2024,1,3,19:00,2024-01-03T19:00,-1,-24.9,2.5,4.7
1,Narva,2024,1,3,20:00,2024-01-03T20:00,-1,-24.6,3.1,6
1,Narva,2024,1,3,21:00,2024-01-03T21:00,-1,-25.0,2.7,6.1
1,Narva,2024,1,3,22:00,2024-01-03T22:00,-1,-25.3,2.1,3.7
1,Narva,2024,1,3,23:00,2024-01-03T23:00,-1,-25.3,2.6,5.5
1,Narva,2024,1,4,00:00,2024-01-04T00:00,-1,-25.9,2.8,4.6
1,Narva,2024,1,4,01:00,2024-01-04T01:00,-1,-26.2,2.6,4.6
1,Narva,2024,1,4,02:00,2024-01-04T02:00,-1,-26.4,3,5.5
1,Narva,2024,1,4,03:00,2024-01-04T03:00,-1,-26.4,3.2,5.5
1,Narva,2024,1,4,04:00,2024-01-04T04:00,-1,-26.9,2.9,5.2
1,Narva,2024,1,4,05:00,2024-01-04T05:00,-1,-27.3,2.6,5
1,Narva,2024,1,4,06:00,2024-01-04T06:00,-1,-27.0,3.1,5.1
1,Narva,2024,1,4,07:00,2024-01-04T07:00,-1,-26.6,3.1,5.4
1,Narva,2024,1,4,08:00,2024-01-04T08:00,14,-25.7,2.9,5.2
1,Narva,2024,1,4,09:00,2024-01-04T09:00,71,-25.0,2.6,5.3
1,Narva,2024,1,4,10:00,2024-01-04T10:00,114,-23.6,2.1,4.5
1,Narva,2024,1,4,11:00,2024-01-04T11:00,117,-22.6,2.8,4.6
1,Narva,2024,1,4,12:00,2024-01-04T12:00,89,-22.0,2.8,5.1
1,Narva,2024,1,4,13:00,2024-01-04T13:00,24,-22.0,3.2,6.2
1,Narva,2024,1,4,14:00,2024-01-04T14:00,0,-22.8,3.1,4.9
1,Narva,2024,1,4,15:00,2024-01-04T15:00,-1,-23.2,3,5.9
1,Narva,2024,1,4,16:00,2024-01-04T16:00,-1,-23.4,2.7,5.2
1,Narva,2024,1,4,17:00,2024-01-04T17:00,-1,-23.9,2.5,5.3
1,Narva,2024,1,4,18:00,2024-01-04T18:00,-1,-24.0,2.7,4.5
1,Narva,2024,1,4,19:00,2024-01-04T19:00,-1,-23.6,2.9,5.2
1,Narva,2024,1,4,20:00,2024-01-04T20:00,-1,-23.3,2.8,5.9
1,Narva,2024,1,4,21:00,2024-01-04T21:00,-1,-23.7,2.6,5
1,Narva,2024,1,4,22:00,2024-01-04T22:00,-1,-23.1,3.1,5.3
1,Narva,2024,1,4,23:00,2024-01-04T23:00,-1,-23.2,2.4,5.6
1,Narva,2024,1,5,00:00,2024-01-05T00:00,-1,-23.1,2.8,5.4
1,Narva,2024,1,5,01:00,2024-01-05T01:00,-1,-22.8,2.8,5.4
1,Narva,2024,1,5,02:00,2024-01-05T02:00,-1,-22.3,3.5,5.6
1,Narva,2024,1,5,03:00,2024-01-05T03:00,-1,-21.8,3.1,5.6
1,Narva,2024,1,5,04:00,2024-01-05T04:00,-1,-21.5,3.5,5.6
1,Narva,2024,1,5,05:00,2024-01-05T05:00,-1,-21.3,3.2,6.4
1,Narva,2024,1,5,06:00,2024-01-05T06:00,-1,-21.1,3.4,5.8
1,Narva,2024,1,5,07:00,2024-01-05T07:00,-1,-20.8,3.4,5.1
1,Narva,2024,1,5,08:00,2024-01-05T08:00,5,-20.1,2.5,4.7
1,Narva,2024,1,5,09:00,2024-01-05T09:00,21,-19.6,3.4,6.7
1,Narva,2024,1,5,10:00,2024-01-05T10:00,26,-19.9,3.6,6.4
1,Narva,2024,1,5,11:00,2024-01-05T11:00,24,-19.7,4,7.8
1,Narva,2024,1,5,12:00,2024-01-05T12:00,17,-19.5,4.1,7.8
1,Narva,2024,1,5,13:00,2024-01-05T13:00,9,-19.6,5.5,7.8
1,Narva,2024,1,5,14:00,2024-01-05T14:00,-1,-19.7,4.1,7.8
1,Narva,2024,1,5,15:00,2024-01-05T15:00,-1,-19.8,4.5,7.7
1,Narva,2024,1,5,16:00,2024-01-05T16:00,-1,-19.6,4.1,7
1,Narva,2024,1,5,17:00,2024-01-05T17:00,-1,-19.4,5,7.9
1,Narva,2024,1,5,18:00,2024-01-05T18:00,-1,-19.1,3.8,6.4
1,Narva,2024,1,5,19:00,2024-01-05T19:00,-1,-18.8,3.6,6
1,Narva,2024,1,5,20:00,2024-01-05T20:00,-1,-18.5,2.7,5.4
1,Narva,2024,1,5,21:00,2024-01-05T21:00,-1,-18.2,2.9,4.7
1,Narva,2024,1,5,22:00,2024-01-05T22:00,-1,-18.1,2.1,3.7
1,Narva,2024,1,5,23:00,2024-01-05T23:00,-1,-18.1,2.2,4.1
1,Narva,2024,1,6,00:00,2024-01-06T00:00,-1,-18.2,1.9,3.8
1,Narva,2024,1,6,01:00,2024-01-06T01:00,-1,-18.3,2.1,3.5
1,Narva,2024,1,6,02:00,2024-01-06T02:00,-1,-18.6,2,3.5
1,Narva,2024,1,6,03:00,2024-01-06T03:00,-1,-19.2,1.4,3.1
1,Narva,2024,1,6,04:00,2024-01-06T04:00,-1,-19.9,2.2,3.2
1,Narva,2024,1,6,05:00,2024-01-06T05:00,-1,-20.3,1.1,3.3
1,Narva,2024,1,6,06:00,2024-01-06T06:00,-1,-20.7,2.2,2.9
1,Narva,2024,1,6,07:00,2024-01-06T07:00,-1,-20.3,1.2,2.8
1,Narva,2024,1,6,08:00,2024-01-06T08:00,25,-19.4,2,2.8
1,Narva,2024,1,6,09:00,2024-01-06T09:00,52,-19.6,1.9,3.6
1,Narva,2024,1,6,10:00,2024-01-06T10:00,78,-19.1,1.6,3.2
1,Narva,2024,1,6,11:00,2024-01-06T11:00,120,-17.8,0.7,2.2
1,Narva,2024,1,6,12:00,2024-01-06T12:00,93,-17.9,1.8,2.7
1,Narva,2024,1,6,13:00,2024-01-06T13:00,46,-17.9,1.9,3.1
1,Narva,2024,1,6,14:00,2024-01-06T14:00,2,-18.0,1.6,3.1
1,Narva,2024,1,6,15:00,2024-01-06T15:00,-1,-23.4,0.9,2
1,Narva,2024,1,6,16:00,2024-01-06T16:00,-1,-24.8,0.6,1.5
1,Narva,2024,1,6,17:00,2024-01-06T17:00,-1,-22.1,0.9,2.7
1,Narva,2024,1,6,18:00,2024-01-06T18:00,-1,-23.8,1.1,1.7
1,Narva,2024,1,6,19:00,2024-01-06T19:00,-1,-24.4,1.3,2
1,Narva,2024,1,6,20:00,2024-01-06T20:00,-1,-21.7,0.4,1.8
1,Narva,2024,1,6,21:00,2024-01-06T21:00,-1,-22.2,0.8,1.4
1,Narva,2024,1,6,22:00,2024-01-06T22:00,-1,-21.5,1.8,2.4
1,Narva,2024,1,6,23:00,2024-01-06T23:00,-1,-23.2,1.2,2
1,Narva,2024,1,7,00:00,2024-01-07T00:00,-1,-23.3,1,1.6
1,Narva,2024,1,7,01:00,2024-01-07T01:00,-1,-23.7,0.6,1.5
1,Narva,2024,1,7,02:00,2024-01-07T02:00,-1,-22.6,1.2,1.7
1,Narva,2024,1,7,03:00,2024-01-07T03:00,-1,-24.6,0.3,1.4
1,Narva,2024,1,7,04:00,2024-01-07T04:00,-1,-20.5,1.5,2.4
1,Narva,2024,1,7,05:00,2024-01-07T05:00,-1,-21.4,1,2
1,Narva,2024,1,7,06:00,2024-01-07T06:00,-1,-22.0,1,1.2
1,Narva,2024,1,7,07:00,2024-01-07T07:00,-1,-23.1,1,1.5
1,Narva,2024,1,7,08:00,2024-01-07T08:00,34,-22.8,1,1.8
1,Narva,2024,1,7,09:00,2024-01-07T09:00,98,-20.6,1.1,2.3
1,Narva,2024,1,7,10:00,2024-01-07T10:00,143,-19.3,1.1,2
1,Narva,2024,1,7,11:00,2024-01-07T11:00,149,-18.0,1.5,2.2
1,Narva,2024,1,7,12:00,2024-01-07T12:00,116,-16.8,1,1.8
1,Narva,2024,1,7,13:00,2024-01-07T13:00,61,-18.5,1.5,2
1,Narva,2024,1,7,14:00,2024-01-07T14:00,3,-19.5,1.7,2.3
1,Narva,2024,1,7,15:00,2024-01-07T15:00,-1,-20.6,1.5,2.4
1,Narva,2024,1,7,16:00,2024-01-07T16:00,-1,-21.0,1.9,2.3
1,Narva,2024,1,7,17:00,2024-01-07T17:00,-1,-22.5,1.3,2.7
1,Narva,2024,1,7,18:00,2024-01-07T18:00,-1,-22.7,1.7,2.7
1,Narva,2024,1,7,19:00,2024-01-07T19:00,-1,-20.0,1.9,3
1,Narva,2024,1,7,20:00,2024-01-07T20:00,-1,-19.6,2.1,3.4
1,Narva,2024,1,7,21:00,2024-01-07T21:00,-1,-19.7,2.1,3.4
1,Narva,2024,1,7,22:00,2024-01-07T22:00,-1,-19.9,1.9,3.4
1,Narva,2024,1,7,23:00,2024-01-07T23:00,-1,-19.4,2.8,4
1,Narva,2024,1,8,00:00,2024-01-08T00:00,-1,-19.0,2.3,3.9
1,Narva,2024,1,8,01:00,2024-01-08T01:00,-1,-18.0,4.2,6.3
1,Narva,2024,1,8,02:00,2024-01-08T02:00,-1,-17.9,4.8,6.4
1,Narva,2024,1,8,03:00,2024-01-08T03:00,-1,-16.8,4.2,6.5
1,Narva,2024,1,8,04:00,2024-01-08T04:00,-1,-15.1,5,7.5
1,Narva,2024,1,8,05:00,2024-01-08T05:00,-1,-14.0,6.2,8.4
1,Narva,2024,1,8,06:00,2024-01-08T06:00,-1,-13.8,4.9,8.9
1,Narva,2024,1,8,07:00,2024-01-08T07:00,-1,-12.5,5,10.4
1,Narva,2024,1,8,08:00,2024-01-08T08:00,3,-11.4,5.1,7.8
1,Narva,2024,1,8,09:00,2024-01-08T09:00,19,-10.5,5.8,7.9
1,Narva,2024,1,8,10:00,2024-01-08T10:00,34,-9.0,6.2,9.1
1,Narva,2024,1,8,11:00,2024-01-08T11:00,33,-7.6,4,8.7
1,Narva,2024,1,8,12:00,2024-01-08T12:00,14,-2.6,6.3,9.6
1,Narva,2024,1,8,13:00,2024-01-08T13:00,3,-2.8,5,10.7
1,Narva,2024,1,8,14:00,2024-01-08T14:00,-1,-3.1,4.5,11
1,Narva,2024,1,8,15:00,2024-01-08T15:00,-1,-3.1,4.1,8.8
1,Narva,2024,1,8,16:00,2024-01-08T16:00,-1,-2.8,3.6,7.5
1,Narva,2024,1,8,17:00,2024-01-08T17:00,-1,-2.5,2.7,7
1,Narva,2024,1,8,18:00,2024-01-08T18:00,-1,-2.4,3,6.1
1,Narva,2024,1,8,19:00,2024-01-08T19:00,-1,-2.5,2.3,5.4
1,Narva,2024,1,8,20:00,2024-01-08T20:00,-1,-2.6,2.5,5.7
1,Narva,2024,1,8,21:00,2024-01-08T21:00,-1,-2.7,2.9,5.2
1,Narva,2024,1,8,22:00,2024-01-08T22:00,-1,-2.7,2.7,5.7
1,Narva,2024,1,8,23:00,2024-01-08T23:00,-1,-2.2,3,6
1,Narva,2024,1,9,00:00,2024-01-09T00:00,-1,-2.1,4.8,8.3
1,Narva,2024,1,9,01:00,2024-01-09T01:00,-1,-2.6,5.8,8.1
1,Narva,2024,1,9,02:00,2024-01-09T02:00,-1,-3.1,4.4,8.6
1,Narva,2024,1,9,03:00,2024-01-09T03:00,-1,-3.1,4.3,7.1
1,Narva,2024,1,9,04:00,2024-01-09T04:00,-1,-2.8,4,6.3
1,Narva,2024,1,9,05:00,2024-01-09T05:00,-1,-1.9,4.7,8
1,Narva,2024,1,9,06:00,2024-01-09T06:00,-1,-1.4,6.1,9.4
1,Narva,2024,1,9,07:00,2024-01-09T07:00,-1,-0.7,5.4,8.5
1,Narva,2024,1,9,08:00,2024-01-09T08:00,4,0.4,8.2,12.7
1,Narva,2024,1,9,09:00,2024-01-09T09:00,16,0.4,7.9,13.4
1,Narva,2024,1,9,10:00,2024-01-09T10:00,26,0.5,8.4,14.8
1,Narva,2024,1,9,11:00,2024-01-09T11:00,49,0.8,8.7,15.6
1,Narva,2024,1,9,12:00,2024-01-09T12:00,25,0.9,8.4,15.3
1,Narva,2024,1,9,13:00,2024-01-09T13:00,8,1.2,8,14.4
1,Narva,2024,1,9,14:00,2024-01-09T14:00,-1,1.4,7,13.6
1,Narva,2024,1,9,15:00,2024-01-09T15:00,-1,1.6,6.5,12.2
1,Narva,2024,1,9,16:00,2024-01-09T16:00,-1,1.8,7.6,12.2
1,Narva,2024,1,9,17:00,2024-01-09T17:00,-1,1.9,6.1,11.9
1,Narva,2024,1,9,18:00,2024-01-09T18:00,-1,1.9,6.6,12.6
1,Narva,2024,1,9,19:00,2024-01-09T19:00,-1,1.7,6.3,11.8
1,Narva,2024,1,9,20:00,2024-01-09T20:00,-1,1.7,4.4,10.8
1,Narva,2024,1,9,21:00,2024-01-09T21:00,-1,1.7,5.4,8.6
1,Narva,2024,1,9,22:00,2024-01-09T22:00,-1,1.9,4.8,8.8
1,Narva,2024,1,9,23:00,2024-01-09T23:00,-1,2.0,4.9,8.1
1,Narva,2024,1,10,00:00,2024-01-10T00:00,-1,1.5,4.1,7.7
1,Narva,2024,1,10,01:00,2024-01-10T01:00,-1,1.3,3.9,8.2
1,Narva,2024,1,10,02:00,2024-01-10T02:00,-1,1.2,3,5.9
1,Narva,2024,1,10,03:00,2024-01-10T03:00,-1,0.3,2.2,4.8
1,Narva,2024,1,10,04:00,2024-01-10T04:00,-1,-1.3,1.5,3.6
1,Narva,2024,1,10,05:00,2024-01-10T05:00,-1,-1.1,2.3,3
1,Narva,2024,1,10,06:00,2024-01-10T06:00,-1,0.5,2,3.5
1,Narva,2024,1,10,07:00,2024-01-10T07:00,-1,0.4,2.3,3.1
1,Narva,2024,1,10,08:00,2024-01-10T08:00,9,0.5,3,4
1,Narva,2024,1,10,09:00,2024-01-10T09:00,32,0.9,2.8,4.8
1,Narva,2024,1,10,10:00,2024-01-10T10:00,25,0.6,2.8,4.6
1,Narva,2024,1,10,11:00,2024-01-10T11:00,29,0.5,2.7,4.1
1,Narva,2024,1,10,12:00,2024-01-10T12:00,27,0.8,3.9,5.6
1,Narva,2024,1,10,13:00,2024-01-10T13:00,7,0.8,3.9,6
1,Narva,2024,1,10,14:00,2024-01-10T14:00,-1,1.1,5.1,7.7
1,Narva,2024,1,10,15:00,2024-01-10T15:00,-1,1.0,8.1,13.6
1,Narva,2024,1,10,16:00,2024-01-10T16:00,-1,1.3,7.7,14.4
1,Narva,2024,1,10,17:00,2024-01-10T17:00,-1,1.5,8.2,14
1,Narva,2024,1,10,18:00,2024-01-10T18:00,-1,1.5,9,13.8
1,Narva,2024,1,10,19:00,2024-01-10T19:00,-1,1.4,7.6,15.9
1,Narva,2024,1,10,20:00,2024-01-10T20:00,-1,1.4,8.1,13.5
1,Narva,2024,1,10,21:00,2024-01-10T21:00,-1,1.5,7.9,13.3
1,Narva,2024,1,10,22:00,2024-01-10T22:00,-1,1.5,7.5,14.3
1,Narva,2024,1,10,23:00,2024-01-10T23:00,-1,1.6,7.6,12.5
1,Narva,2024,1,11,00:00,2024-01-11T00:00,-1,1.8,7.3,13.4
1,Narva,2024,1,11,01:00,2024-01-11T01:00,-1,1.6,6.3,13.5
1,Narva,2024,1,11,02:00,2024-01-11T02:00,-1,1.0,6.8,12.7
1,Narva,2024,1,11,03:00,2024-01-11T03:00,-1,1.1,7.5,13.9
1,Narva,2024,1,11,04:00,2024-01-11T04:00,-1,0.4,8.1,12.4
1,Narva,2024,1,11,05:00,2024-01-11T05:00,-1,-1.0,7.2,16.2
1,Narva,2024,1,11,06:00,2024-01-11T06:00,-1,-1.5,8.4,14
1,Narva,2024,1,11,07:00,2024-01-11T07:00,-1,-3.0,9,17.5
1,Narva,2024,1,11,08:00,2024-01-11T08:00,14,-4.4,8.9,17.4
1,Narva,2024,1,11,09:00,2024-01-11T09:00,81,-4.5,8.2,15
1,Narva,2024,1,11,10:00,2024-01-11T10:00,98,-4.6,8.3,13.4
1,Narva,2024,1,11,11:00,2024-01-11T11:00,50,-5.1,7,14.4
1,Narva,2024,1,11,12:00,2024-01-11T12:00,44,-5.7,7.9,16.3
1,Narva,2024,1,11,13:00,2024-01-11T13:00,22,-6.1,8,15.2
1,Narva,2024,1,11,14:00,2024-01-11T14:00,2,-6.3,8.1,14.6
1,Narva,2024,1,11,15:00,2024-01-11T15:00,-1,-6.6,6.6,12.2
1,Narva,2024,1,11,16:00,2024-01-11T16:00,-1,-6.8,4.9,10.6
1,Narva,2024,1,11,17:00,2024-01-11T17:00,-1,-7.5,4.8,10.4
1,Narva,2024,1,11,18:00,2024-01-11T18:00,-1,-8.7,3.7,7.8
1,Narva,2024,1,11,19:00,2024-01-11T19:00,-1,-8.6,3.7,6.3
1,Narva,2024,1,11,20:00,2024-01-11T20:00,-1,-7.9,3.3,5.7
1,Narva,2024,1,11,21:00,2024-01-11T21:00,-1,-8.6,3.2,5.5
1,Narva,2024,1,11,22:00,2024-01-11T22:00,-1,-12.1,1.2,4.6
1,Narva,2024,1,11,23:00,2024-01-11T23:00,-1,-9.1,1.8,3.1
1,Narva,2024,1,12,00:00,2024-01-12T00:00,-1,-7.9,2.4,4
1,Narva,2024,1,12,01:00,2024-01-12T01:00,-1,-9.0,2,4.7
1,Narva,2024,1,12,02:00,2024-01-12T02:00,-1,-7.2,2.9,5.4
1,Narva,2024,1,12,03:00,2024-01-12T03:00,-1,-10.0,3.2,4.5
1,Narva,2024,1,12,04:00,2024-01-12T04:00,-1,-9.7,2.8,4.4
1,Narva,2024,1,12,05:00,2024-01-12T05:00,-1,-9.6,3,4.3
1,Narva,2024,1,12,06:00,2024-01-12T06:00,-1,-9.4,3.3,4.7
1,Narva,2024,1,12,07:00,2024-01-12T07:00,-1,-9.3,4.3,6
1,Narva,2024,1,12,08:00,2024-01-12T08:00,6,-9.2,2.7,5.1
1,Narva,2024,1,12,09:00,2024-01-12T09:00,28,-8.9,1.6,4.2
1,Narva,2024,1,12,10:00,2024-01-12T10:00,37,-8.5,2.3,3.4
1,Narva,2024,1,12,11:00,2024-01-12T11:00,42,-8.6,1.9,3.5
1,Narva,2024,1,12,12:00,2024-01-12T12:00,38,-8.7,2.6,3.9
1,Narva,2024,1,12,13:00,2024-01-12T13:00,18,-8.9,1.9,3
1,Narva,2024,1,12,14:00,2024-01-12T14:00,0,-9.2,2.7,4.3
1,Narva,2024,1,12,15:00,2024-01-12T15:00,-1,-10.3,2.9,5.6
1,Narva,2024,1,12,16:00,2024-01-12T16:00,-1,-11.7,1.8,5.2
1,Narva,2024,1,12,17:00,2024-01-12T17:00,-1,-12.1,2.9,5.2
1,Narva,2024,1,12,18:00,2024-01-12T18:00,-1,-14.0,1.9,4.2
1,Narva,2024,1,12,19:00,2024-01-12T19:00,-1,-14.6,1.3,3.1
1,Narva,2024,1,12,20:00,2024-01-12T20:00,-1,-14.7,2.2,3.1
1,Narva,2024,1,12,21:00,2024-01-12T21:00,-1,-13.6,3.3,4.7
1,Narva,2024,1,12,22:00,2024-01-12T22:00,-1,-12.7,1.6,4.4
1,Narva,2024,1,12,23:00,2024-01-12T23:00,-1,-12.6,2.6,4.8
1,Narva,2024,1,13,00:00,2024-01-13T00:00,-1,-13.5,2.7,4.8
1,Narva,2024,1,13,01:00,2024-01-13T01:00,-1,-15.4,1.2,3.3
1,Narva,2024,1,13,02:00,2024-01-13T02:00,-1,-18.5,0.6,1.7
1,Narva,2024,1,13,03:00,2024-01-13T03:00,-1,-19.8,1.6,2.2
1,Narva,2024,1,13,04:00,2024-01-13T04:00,-1,-16.4,2.5,4.5
1,Narva,2024,1,13,05:00,2024-01-13T05:00,-1,-17.4,2.7,4.4
1,Narva,2024,1,13,06:00,2024-01-13T06:00,-1,-17.4,3.1,4.9
1,Narva,2024,1,13,07:00,2024-01-13T07:00,2,-17.5,3.4,8.3
1,Narva,2024,1,13,08:00,2024-01-13T08:00,38,-17.0,3,5
1,Narva,2024,1,13,09:00,2024-01-13T09:00,50,-15.7,2.7,4.9
1,Narva,2024,1,13,10:00,2024-01-13T10:00,69,-14.7,2.8,6.1
1,Narva,2024,1,13,11:00,2024-01-13T11:00,65,-14.6,3.1,6.7
1,Narva,2024,1,13,12:00,2024-01-13T12:00,59,-14.3,2.6,5
1,Narva,2024,1,13,13:00,2024-01-13T13:00,27,-14.0,2.9,5.2
1,Narva,2024,1,13,14:00,2024-01-13T14:00,1,-13.9,3.2,7.2
1,Narva,2024,1,13,15:00,2024-01-13T15:00,-1,-14.0,3.5,6.9
1,Narva,2024,1,13,16:00,2024-01-13T16:00,-1,-14.1,3.8,7
1,Narva,2024,1,13,17:00,2024-01-13T17:00,-1,-13.9,4,7.5
1,Narva,2024,1,13,18:00,2024-01-13T18:00,-1,-13.5,4.3,8
1,Narva,2024,1,13,19:00,2024-01-13T19:00,-1,-13.3,4.2,8
1,Narva,2024,1,13,20:00,2024-01-13T20:00,-1,-13.0,4.3,7.3
1,Narva,2024,1,13,21:00,2024-01-13T21:00,-1,-12.8,5,8
1,Narva,2024,1,13,22:00,2024-01-13T22:00,-1,-12.6,5.4,8.4
1,Narva,2024,1,13,23:00,2024-01-13T23:00,-1,-12.6,5.2,9
1,Narva,2024,1,14,00:00,2024-01-14T00:00,-1,-12.7,4,8.2
1,Narva,2024,1,14,01:00,2024-01-14T01:00,-1,-13.0,4.2,6.6
1,Narva,2024,1,14,02:00,2024-01-14T02:00,-1,-12.6,4.3,6.7
1,Narva,2024,1,14,03:00,2024-01-14T03:00,-1,-12.3,4.2,6.7
1,Narva,2024,1,14,04:00,2024-01-14T04:00,-1,-12.1,3.7,6.4
1,Narva,2024,1,14,05:00,2024-01-14T05:00,-1,-12.2,3.8,6.4
1,Narva,2024,1,14,06:00,2024-01-14T06:00,-1,-12.0,3.8,6.2
1,Narva,2024,1,14,07:00,2024-01-14T07:00,-1,-12.1,2.8,6.3
1,Narva,2024,1,14,08:00,2024-01-14T08:00,14,-12.4,3,4.9
1,Narva,2024,1,14,09:00,2024-01-14T09:00,42,-11.5,3.7,6.4
1,Narva,2024,1,14,10:00,2024-01-14T10:00,59,-11.0,2.9,6
