Area,MTU,DateTime,Biomass - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Solar - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
BZN|EE,01.01.2024 00:00 - 01.01.2024 01:00 (UTC),01.01.2024 00:00,49,50,6,158,0,1,0,1,0,6,31
BZN|EE,01.01.2024 01:00 - 01.01.2024 02:00 (UTC),01.01.2024 01:00,50,52,6,118,0,1,0,1,0,6,45
BZN|EE,01.01.2024 02:00 - 01.01.2024 03:00 (UTC),01.01.2024 02:00,48,53,6,116,0,1,0,1,0,6,43
BZN|EE,01.01.2024 03:00 - 01.01.2024 04:00 (UTC),01.01.2024 03:00,49,53,6,132,0,1,0,1,0,6,47
BZN|EE,01.01.2024 04:00 - 01.01.2024 05:00 (UTC),01.01.2024 04:00,49,51,6,122,0,1,0,1,0,8,61
BZN|EE,01.01.2024 05:00 - 01.01.2024 06:00 (UTC),01.01.2024 05:00,50,51,6,116,0,1,0,1,0,14,73
BZN|EE,01.01.2024 06:00 - 01.01.2024 07:00 (UTC),01.01.2024 06:00,49,48,6,115,0,1,0,1,0,15,80
BZN|EE,01.01.2024 07:00 - 01.01.2024 08:00 (UTC),01.01.2024 07:00,46,47,6,114,0,1,0,1,2,15,77
BZN|EE,01.01.2024 08:00 - 01.01.2024 09:00 (UTC),01.01.2024 08:00,43,47,6,114,0,1,0,1,11,16,79
BZN|EE,01.01.2024 09:00 - 01.01.2024 10:00 (UTC),01.01.2024 09:00,39,47,6,115,0,1,0,1,22,15,77
BZN|EE,01.01.2024 10:00 - 01.01.2024 11:00 (UTC),01.01.2024 10:00,45,48,6,118,0,1,0,1,27,16,78
BZN|EE,01.01.2024 11:00 - 01.01.2024 12:00 (UTC),01.01.2024 11:00,53,45,6,120,0,1,0,1,22,16,78
BZN|EE,01.01.2024 12:00 - 01.01.2024 13:00 (UTC),01.01.2024 12:00,55,43,6,116,0,1,0,1,9,15,96
BZN|EE,01.01.2024 13:00 - 01.01.2024 14:00 (UTC),01.01.2024 13:00,56,41,6,123,0,1,0,1,2,15,112
BZN|EE,01.01.2024 14:00 - 01.01.2024 15:00 (UTC),01.01.2024 14:00,58,39,6,129,0,1,0,1,1,14,118
BZN|EE,01.01.2024 15:00 - 01.01.2024 16:00 (UTC),01.01.2024 15:00,59,40,6,141,0,1,0,1,1,12,144
BZN|EE,01.01.2024 16:00 - 01.01.2024 17:00 (UTC),01.01.2024 16:00,61,41,6,123,0,1,0,1,0,10,181
BZN|EE,01.01.2024 17:00 - 01.01.2024 18:00 (UTC),01.01.2024 17:00,62,38,6,154,0,1,0,1,0,9,175
BZN|EE,01.01.2024 18:00 - 01.01.2024 19:00 (UTC),01.01.2024 18:00,62,35,5,140,0,1,0,1,0,8,167
BZN|EE,01.01.2024 19:00 - 01.01.2024 20:00 (UTC),01.01.2024 19:00,62,32,6,131,0,1,0,1,0,6,157
BZN|EE,01.01.2024 20:00 - 01.01.2024 21:00 (UTC),01.01.2024 20:00,62,33,6,138,0,1,0,1,0,5,162
BZN|EE,01.01.2024 21:00 - 01.01.2024 22:00 (UTC),01.01.2024 21:00,62,34,4,142,0,1,0,1,0,5,171
BZN|EE,01.01.2024 22:00 - 01.01.2024 23:00 (UTC),01.01.2024 22:00,62,33,0,135,0,1,0,1,0,4,186
BZN|EE,01.01.2024 23:00 - 02.01.2024 00:00 (UTC),01.01.2024 23:00,62,33,0,150,0,1,0,1,0,4,183
BZN|EE,02.01.2024 00:00 - 02.01.2024 01:00 (UTC),02.01.2024 00:00,60,33,3,154,0,1,0,1,0,5,202
BZN|EE,02.01.2024 01:00 - 02.01.2024 02:00 (UTC),02.01.2024 01:00,61,34,6,182,0,1,0,1,0,4,189
BZN|EE,02.01.2024 02:00 - 02.01.2024 03:00 (UTC),02.01.2024 02:00,65,34,6,196,0,1,0,1,0,4,176
BZN|EE,02.01.2024 03:00 - 02.01.2024 04:00 (UTC),02.01.2024 03:00,69,34,6,289,0,1,0,1,0,4,179
BZN|EE,02.01.2024 04:00 - 02.01.2024 05:00 (UTC),02.01.2024 04:00,74,34,6,395,0,1,0,1,0,4,182
BZN|EE,02.01.2024 05:00 - 02.01.2024 06:00 (UTC),02.01.2024 05:00,79,35,6,464,0,1,0,1,0,4,196
BZN|EE,02.01.2024 06:00 - 02.01.2024 07:00 (UTC),02.01.2024 06:00,78,34,6,473,0,1,0,1,1,4,195
BZN|EE,02.01.2024 07:00 - 02.01.2024 08:00 (UTC),02.01.2024 07:00,80,33,8,473,0,1,0,1,4,4,200
BZN|EE,02.01.2024 08:00 - 02.01.2024 09:00 (UTC),02.01.2024 08:00,79,34,8,488,0,1,0,1,24,4,177
BZN|EE,02.01.2024 09:00 - 02.01.2024 10:00 (UTC),02.01.2024 09:00,78,33,8,518,0,1,0,1,46,4,159
BZN|EE,02.01.2024 10:00 - 02.01.2024 11:00 (UTC),02.01.2024 10:00,78,34,6,538,0,1,0,1,50,4,140
BZN|EE,02.01.2024 11:00 - 02.01.2024 12:00 (UTC),02.01.2024 11:00,77,35,6,522,0,1,0,1,33,3,133
BZN|EE,02.01.2024 12:00 - 02.01.2024 13:00 (UTC),02.01.2024 12:00,75,34,6,477,0,1,0,1,12,3,154
BZN|EE,02.01.2024 13:00 - 02.01.2024 14:00 (UTC),02.01.2024 13:00,76,32,6,503,0,1,0,1,2,5,197
BZN|EE,02.01.2024 14:00 - 02.01.2024 15:00 (UTC),02.01.2024 14:00,77,31,8,559,0,1,0,1,1,5,212
BZN|EE,02.01.2024 15:00 - 02.01.2024 16:00 (UTC),02.01.2024 15:00,78,21,8,521,0,1,0,1,1,4,213
BZN|EE,02.01.2024 16:00 - 02.01.2024 17:00 (UTC),02.01.2024 16:00,78,20,8,522,0,1,0,1,0,3,220
BZN|EE,02.01.2024 17:00 - 02.01.2024 18:00 (UTC),02.01.2024 17:00,78,19,8,531,0,0,0,1,0,3,212
BZN|EE,02.01.2024 18:00 - 02.01.2024 19:00 (UTC),02.01.2024 18:00,77,21,8,467,0,0,0,1,0,3,225
BZN|EE,02.01.2024 19:00 - 02.01.2024 20:00 (UTC),02.01.2024 19:00,75,19,6,413,0,0,0,1,0,2,229
BZN|EE,02.01.2024 20:00 - 02.01.2024 21:00 (UTC),02.01.2024 20:00,75,19,6,427,0,0,0,1,0,3,223
BZN|EE,02.01.2024 21:00 - 02.01.2024 22:00 (UTC),02.01.2024 21:00,75,19,6,399,0,1,0,1,0,4,228
BZN|EE,02.01.2024 22:00 - 02.01.2024 23:00 (UTC),02.01.2024 22:00,74,18,6,384,0,1,0,1,0,6,214
BZN|EE,02.01.2024 23:00 - 03.01.2024 00:00 (UTC),02.01.2024 23:00,69,20,5,323,0,1,0,1,0,8,213
BZN|EE,03.01.2024 00:00 - 03.01.2024 01:00 (UTC),03.01.2024 00:00,70,17,5,334,0,1,0,1,0,8,197
BZN|EE,03.01.2024 01:00 - 03.01.2024 02:00 (UTC),03.01.2024 01:00,72,21,6,362,0,1,0,1,0,10,191
BZN|EE,03.01.2024 02:00 - 03.01.2024 03:00 (UTC),03.01.2024 02:00,72,20,6,345,0,1,0,1,0,8,179
BZN|EE,03.01.2024 03:00 - 03.01.2024 04:00 (UTC),03.01.2024 03:00,74,19,6,398,0,1,0,1,0,7,171
BZN|EE,03.01.2024 04:00 - 03.01.2024 05:00 (UTC),03.01.2024 04:00,79,20,6,449,0,1,0,1,0,7,174
BZN|EE,03.01.2024 05:00 - 03.01.2024 06:00 (UTC),03.01.2024 05:00,80,20,6,452,0,1,0,1,0,7,180
BZN|EE,03.01.2024 06:00 - 03.01.2024 07:00 (UTC),03.01.2024 06:00,80,20,6,458,0,1,0,1,1,7,185
BZN|EE,03.01.2024 07:00 - 03.01.2024 08:00 (UTC),03.01.2024 07:00,80,17,6,456,0,0,0,1,5,7,175
BZN|EE,03.01.2024 08:00 - 03.01.2024 09:00 (UTC),03.01.2024 08:00,78,17,6,461,0,0,0,1,26,7,164
BZN|EE,03.01.2024 09:00 - 03.01.2024 10:00 (UTC),03.01.2024 09:00,78,14,6,453,0,0,0,1,51,8,154
BZN|EE,03.01.2024 10:00 - 03.01.2024 11:00 (UTC),03.01.2024 10:00,77,15,6,456,0,0,0,1,60,7,158
BZN|EE,03.01.2024 11:00 - 03.01.2024 12:00 (UTC),03.01.2024 11:00,77,17,6,454,0,0,0,1,49,7,165
BZN|EE,03.01.2024 12:00 - 03.01.2024 13:00 (UTC),03.01.2024 12:00,78,16,6,452,0,0,0,1,22,7,188
BZN|EE,03.01.2024 13:00 - 03.01.2024 14:00 (UTC),03.01.2024 13:00,78,17,6,457,0,1,0,1,3,8,206
BZN|EE,03.01.2024 14:00 - 03.01.2024 15:00 (UTC),03.01.2024 14:00,80,17,6,484,0,1,0,1,1,8,237
BZN|EE,03.01.2024 15:00 - 03.01.2024 16:00 (UTC),03.01.2024 15:00,80,16,6,496,0,1,0,1,1,8,237
BZN|EE,03.01.2024 16:00 - 03.01.2024 17:00 (UTC),03.01.2024 16:00,80,16,6,498,0,1,0,1,0,9,244
BZN|EE,03.01.2024 17:00 - 03.01.2024 18:00 (UTC),03.01.2024 17:00,81,16,6,569,0,1,0,1,0,9,243
BZN|EE,03.01.2024 18:00 - 03.01.2024 19:00 (UTC),03.01.2024 18:00,78,15,6,584,0,1,0,1,0,10,230
BZN|EE,03.01.2024 19:00 - 03.01.2024 20:00 (UTC),03.01.2024 19:00,71,15,6,525,0,1,0,1,0,9,217
BZN|EE,03.01.2024 20:00 - 03.01.2024 21:00 (UTC),03.01.2024 20:00,68,15,6,547,0,1,0,1,0,9,231
BZN|EE,03.01.2024 21:00 - 03.01.2024 22:00 (UTC),03.01.2024 21:00,68,16,6,527,0,1,0,1,0,10,227
BZN|EE,03.01.2024 22:00 - 03.01.2024 23:00 (UTC),03.01.2024 22:00,67,16,6,500,0,1,0,1,0,12,233
BZN|EE,03.01.2024 23:00 - 04.01.2024 00:00 (UTC),03.01.2024 23:00,66,16,6,536,0,0,0,1,0,11,245
BZN|EE,04.01.2024 00:00 - 04.01.2024 01:00 (UTC),04.01.2024 00:00,67,16,6,542,0,0,0,1,1,9,248
BZN|EE,04.01.2024 01:00 - 04.01.2024 02:00 (UTC),04.01.2024 01:00,67,16,6,540,0,0,0,1,0,8,242
BZN|EE,04.01.2024 02:00 - 04.01.2024 03:00 (UTC),04.01.2024 02:00,69,15,6,521,0,0,0,1,0,8,228
BZN|EE,04.01.2024 03:00 - 04.01.2024 04:00 (UTC),04.01.2024 03:00,71,15,6,545,0,0,0,1,0,7,225
BZN|EE,04.01.2024 04:00 - 04.01.2024 05:00 (UTC),04.01.2024 04:00,68,15,7,578,0,0,0,1,0,7,229
BZN|EE,04.01.2024 05:00 - 04.01.2024 06:00 (UTC),04.01.2024 05:00,66,15,8,588,0,0,0,1,1,7,233
BZN|EE,04.01.2024 06:00 - 04.01.2024 07:00 (UTC),04.01.2024 06:00,67,14,8,614,0,1,0,1,1,7,235
BZN|EE,04.01.2024 07:00 - 04.01.2024 08:00 (UTC),04.01.2024 07:00,74,14,7,667,0,1,0,1,2,6,229
BZN|EE,04.01.2024 08:00 - 04.01.2024 09:00 (UTC),04.01.2024 08:00,77,15,7,763,0,1,0,1,8,6,219
BZN|EE,04.01.2024 09:00 - 04.01.2024 10:00 (UTC),04.01.2024 09:00,79,17,8,856,0,1,0,1,15,7,220
BZN|EE,04.01.2024 10:00 - 04.01.2024 11:00 (UTC),04.01.2024 10:00,80,19,8,917,0,1,0,1,15,15,219
BZN|EE,04.01.2024 11:00 - 04.01.2024 12:00 (UTC),04.01.2024 11:00,83,25,8,990,0,1,0,1,10,13,209
BZN|EE,04.01.2024 12:00 - 04.01.2024 13:00 (UTC),04.01.2024 12:00,82,27,8,997,0,1,0,1,5,9,220
BZN|EE,04.01.2024 13:00 - 04.01.2024 14:00 (UTC),04.01.2024 13:00,82,23,8,987,0,1,0,1,2,9,249
BZN|EE,04.01.2024 14:00 - 04.01.2024 15:00 (UTC),04.01.2024 14:00,84,24,8,988,0,1,0,1,1,9,260
BZN|EE,04.01.2024 15:00 - 04.01.2024 16:00 (UTC),04.01.2024 15:00,83,27,8,978,0,1,0,1,1,9,255
BZN|EE,04.01.2024 16:00 - 04.01.2024 17:00 (UTC),04.01.2024 16:00,84,27,8,988,0,1,0,1,0,9,247
BZN|EE,04.01.2024 17:00 - 04.01.2024 18:00 (UTC),04.01.2024 17:00,84,27,8,992,0,1,0,1,0,6,237
BZN|EE,04.01.2024 18:00 - 04.01.2024 19:00 (UTC),04.01.2024 18:00,84,28,6,990,0,1,0,1,0,6,239
BZN|EE,04.01.2024 19:00 - 04.01.2024 20:00 (UTC),04.01.2024 19:00,81,28,6,910,0,1,0,1,0,8,234
BZN|EE,04.01.2024 20:00 - 04.01.2024 21:00 (UTC),04.01.2024 20:00,79,28,6,837,0,1,0,1,0,10,229
BZN|EE,04.01.2024 21:00 - 04.01.2024 22:00 (UTC),04.01.2024 21:00,78,26,6,797,0,1,0,1,0,11,232
BZN|EE,04.01.2024 22:00 - 04.01.2024 23:00 (UTC),04.01.2024 22:00,77,27,6,888,0,1,0,1,0,15,225
BZN|EE,04.01.2024 23:00 - 05.01.2024 00:00 (UTC),04.01.2024 23:00,76,25,6,842,0,1,0,1,0,16,205
BZN|EE,05.01.2024 00:00 - 05.01.2024 01:00 (UTC),05.01.2024 00:00,77,25,6,840,0,1,0,1,0,16,201
BZN|EE,05.01.2024 01:00 - 05.01.2024 02:00 (UTC),05.01.2024 01:00,76,28,6,799,0,1,0,1,0,16,213
BZN|EE,05.01.2024 02:00 - 05.01.2024 03:00 (UTC),05.01.2024 02:00,78,29,6,784,0,1,0,1,0,16,214
BZN|EE,05.01.2024 03:00 - 05.01.2024 04:00 (UTC),05.01.2024 03:00,79,30,6,871,0,1,0,1,0,16,210
BZN|EE,05.01.2024 04:00 - 05.01.2024 05:00 (UTC),05.01.2024 04:00,79,30,8,899,0,1,0,1,0,13,202
BZN|EE,05.01.2024 05:00 - 05.01.2024 06:00 (UTC),05.01.2024 05:00,78,31,8,902,0,0,0,1,0,13,184
BZN|EE,05.01.2024 06:00 - 05.01.2024 07:00 (UTC),05.01.2024 06:00,77,30,8,888,0,0,0,1,1,13,181
BZN|EE,05.01.2024 07:00 - 05.01.2024 08:00 (UTC),05.01.2024 07:00,77,31,8,920,0,0,0,1,1,12,167
BZN|EE,05.01.2024 08:00 - 05.01.2024 09:00 (UTC),05.01.2024 08:00,78,35,8,906,0,0,0,1,3,12,161
BZN|EE,05.01.2024 09:00 - 05.01.2024 10:00 (UTC),05.01.2024 09:00,83,35,8,884,0,0,0,1,5,13,162
BZN|EE,05.01.2024 10:00 - 05.01.2024 11:00 (UTC),05.01.2024 10:00,83,35,8,835,0,0,0,1,7,12,122
BZN|EE,05.01.2024 11:00 - 05.01.2024 12:00 (UTC),05.01.2024 11:00,88,35,8,906,0,0,0,1,6,10,76
BZN|EE,05.01.2024 12:00 - 05.01.2024 13:00 (UTC),05.01.2024 12:00,90,35,8,953,0,0,0,1,3,10,52
BZN|EE,05.01.2024 13:00 - 05.01.2024 14:00 (UTC),05.01.2024 13:00,88,35,8,904,0,1,0,1,1,10,33
BZN|EE,05.01.2024 14:00 - 05.01.2024 15:00 (UTC),05.01.2024 14:00,85,30,8,872,0,1,0,1,1,9,31
BZN|EE,05.01.2024 15:00 - 05.01.2024 16:00 (UTC),05.01.2024 15:00,85,28,8,876,0,1,0,1,1,11,33
BZN|EE,05.01.2024 16:00 - 05.01.2024 17:00 (UTC),05.01.2024 16:00,86,30,8,911,0,1,0,1,0,10,30
BZN|EE,05.01.2024 17:00 - 05.01.2024 18:00 (UTC),05.01.2024 17:00,86,29,8,883,0,1,0,1,1,10,27
BZN|EE,05.01.2024 18:00 - 05.01.2024 19:00 (UTC),05.01.2024 18:00,83,29,8,776,0,1,0,1,1,8,29
BZN|EE,05.01.2024 19:00 - 05.01.2024 20:00 (UTC),05.01.2024 19:00,84,29,7,730,0,1,0,1,0,7,23
BZN|EE,05.01.2024 20:00 - 05.01.2024 21:00 (UTC),05.01.2024 20:00,85,30,8,749,0,1,0,1,0,6,16
BZN|EE,05.01.2024 21:00 - 05.01.2024 22:00 (UTC),05.01.2024 21:00,88,29,8,802,0,1,0,1,0,7,15
BZN|EE,05.01.2024 22:00 - 05.01.2024 23:00 (UTC),05.01.2024 22:00,87,28,8,845,0,1,0,1,0,9,13
BZN|EE,05.01.2024 23:00 - 06.01.2024 00:00 (UTC),05.01.2024 23:00,84,28,6,745,0,1,0,1,0,11,9
BZN|EE,06.01.2024 00:00 - 06.01.2024 01:00 (UTC),06.01.2024 00:00,81,27,6,743,0,1,0,1,0,13,13
BZN|EE,06.01.2024 01:00 - 06.01.2024 02:00 (UTC),06.01.2024 01:00,82,27,6,749,0,1,0,1,0,12,15
BZN|EE,06.01.2024 02:00 - 06.01.2024 03:00 (UTC),06.01.2024 02:00,85,29,6,748,0,1,0,1,0,13,17
BZN|EE,06.01.2024 03:00 - 06.01.2024 04:00 (UTC),06.01.2024 03:00,85,28,6,768,0,1,0,1,0,11,18
BZN|EE,06.01.2024 04:00 - 06.01.2024 05:00 (UTC),06.01.2024 04:00,87,27,6,854,0,1,0,1,0,9,21
BZN|EE,06.01.2024 05:00 - 06.01.2024 06:00 (UTC),06.01.2024 05:00,87,28,6,844,0,1,0,1,0,6,28
BZN|EE,06.01.2024 06:00 - 06.01.2024 07:00 (UTC),06.01.2024 06:00,89,27,6,955,0,1,0,1,0,8,24
BZN|EE,06.01.2024 07:00 - 06.01.2024 08:00 (UTC),06.01.2024 07:00,89,29,8,993,0,1,0,1,1,9,22
BZN|EE,06.01.2024 08:00 - 06.01.2024 09:00 (UTC),06.01.2024 08:00,88,30,8,972,0,1,0,1,6,8,22
BZN|EE,06.01.2024 09:00 - 06.01.2024 10:00 (UTC),06.01.2024 09:00,89,29,8,969,0,1,0,1,14,8,17
BZN|EE,06.01.2024 10:00 - 06.01.2024 11:00 (UTC),06.01.2024 10:00,89,29,8,983,0,1,0,1,17,8,17
BZN|EE,06.01.2024 11:00 - 06.01.2024 12:00 (UTC),06.01.2024 11:00,87,30,8,1006,0,1,0,1,14,8,21
BZN|EE,06.01.2024 12:00 - 06.01.2024 13:00 (UTC),06.01.2024 12:00,89,30,8,1008,0,1,0,1,7,9,30
BZN|EE,06.01.2024 13:00 - 06.01.2024 14:00 (UTC),06.01.2024 13:00,86,29,8,979,0,1,0,1,1,11,43
BZN|EE,06.01.2024 14:00 - 06.01.2024 15:00 (UTC),06.01.2024 14:00,86,30,8,1033,0,1,0,1,1,11,51
BZN|EE,06.01.2024 15:00 - 06.01.2024 16:00 (UTC),06.01.2024 15:00,84,31,8,1021,0,1,0,1,1,9,72
BZN|EE,06.01.2024 16:00 - 06.01.2024 17:00 (UTC),06.01.2024 16:00,84,31,8,1033,0,1,0,1,0,9,63
BZN|EE,06.01.2024 17:00 - 06.01.2024 18:00 (UTC),06.01.2024 17:00,82,31,8,1010,0,1,0,1,0,9,59
BZN|EE,06.01.2024 18:00 - 06.01.2024 19:00 (UTC),06.01.2024 18:00,85,30,8,942,0,1,0,1,0,8,70
BZN|EE,06.01.2024 19:00 - 06.01.2024 20:00 (UTC),06.01.2024 19:00,84,28,8,892,0,1,0,1,0,7,80
BZN|EE,06.01.2024 20:00 - 06.01.2024 21:00 (UTC),06.01.2024 20:00,85,27,8,882,0,1,0,1,0,7,88
BZN|EE,06.01.2024 21:00 - 06.01.2024 22:00 (UTC),06.01.2024 21:00,84,28,8,817,0,1,0,1,0,8,87
BZN|EE,06.01.2024 22:00 - 06.01.2024 23:00 (UTC),06.01.2024 22:00,82,29,6,644,0,1,0,1,0,7,75
BZN|EE,06.01.2024 23:00 - 07.01.2024 00:00 (UTC),06.01.2024 23:00,83,30,7,647,0,1,0,1,0,8,63
BZN|EE,07.01.2024 00:00 - 07.01.2024 01:00 (UTC),07.01.2024 00:00,81,29,6,627,0,1,0,1,0,8,59
BZN|EE,07.01.2024 01:00 - 07.01.2024 02:00 (UTC),07.01.2024 01:00,81,29,6,608,0,1,0,1,0,7,50
BZN|EE,07.01.2024 02:00 - 07.01.2024 03:00 (UTC),07.01.2024 02:00,79,28,6,550,0,1,0,1,0,8,42
BZN|EE,07.01.2024 03:00 - 07.01.2024 04:00 (UTC),07.01.2024 03:00,72,27,6,495,0,1,0,1,0,7,30
BZN|EE,07.01.2024 04:00 - 07.01.2024 05:00 (UTC),07.01.2024 04:00,73,25,6,539,0,1,0,1,0,7,27
BZN|EE,07.01.2024 05:00 - 07.01.2024 06:00 (UTC),07.01.2024 05:00,74,25,6,576,0,1,0,1,0,8,27
BZN|EE,07.01.2024 06:00 - 07.01.2024 07:00 (UTC),07.01.2024 06:00,75,27,6,676,0,1,0,1,0,7,34
BZN|EE,07.01.2024 07:00 - 07.01.2024 08:00 (UTC),07.01.2024 07:00,80,26,6,754,0,1,0,1,2,7,36
BZN|EE,07.01.2024 08:00 - 07.01.2024 09:00 (UTC),07.01.2024 08:00,83,26,6,771,0,1,0,1,8,7,35
BZN|EE,07.01.2024 09:00 - 07.01.2024 10:00 (UTC),07.01.2024 09:00,80,26,6,769,0,1,0,1,17,6,31
BZN|EE,07.01.2024 10:00 - 07.01.2024 11:00 (UTC),07.01.2024 10:00,77,27,6,744,0,1,0,1,20,5,25
BZN|EE,07.01.2024 11:00 - 07.01.2024 12:00 (UTC),07.01.2024 11:00,72,29,6,703,0,1,0,1,18,5,17
BZN|EE,07.01.2024 12:00 - 07.01.2024 13:00 (UTC),07.01.2024 12:00,72,29,6,743,0,1,0,1,9,5,15
BZN|EE,07.01.2024 13:00 - 07.01.2024 14:00 (UTC),07.01.2024 13:00,73,29,6,733,0,1,0,1,2,5,15
BZN|EE,07.01.2024 14:00 - 07.01.2024 15:00 (UTC),07.01.2024 14:00,72,28,6,733,0,1,0,1,1,5,19
BZN|EE,07.01.2024 15:00 - 07.01.2024 16:00 (UTC),07.01.2024 15:00,68,28,6,700,0,1,0,1,0,4,18
BZN|EE,07.01.2024 16:00 - 07.01.2024 17:00 (UTC),07.01.2024 16:00,70,27,6,692,0,1,0,1,0,4,18
BZN|EE,07.01.2024 17:00 - 07.01.2024 18:00 (UTC),07.01.2024 17:00,72,27,6,758,0,1,0,1,0,4,26
BZN|EE,07.01.2024 18:00 - 07.01.2024 19:00 (UTC),07.01.2024 18:00,73,27,6,770,0,1,0,1,0,6,39
BZN|EE,07.01.2024 19:00 - 07.01.2024 20:00 (UTC),07.01.2024 19:00,70,27,6,748,0,1,0,1,0,5,48
BZN|EE,07.01.2024 20:00 - 07.01.2024 21:00 (UTC),07.01.2024 20:00,71,27,6,751,0,1,0,1,0,5,62
BZN|EE,07.01.2024 21:00 - 07.01.2024 22:00 (UTC),07.01.2024 21:00,67,27,6,594,0,1,0,1,0,7,80
BZN|EE,07.01.2024 22:00 - 07.01.2024 23:00 (UTC),07.01.2024 22:00,69,28,6,447,0,1,0,1,0,8,108
BZN|EE,07.01.2024 23:00 - 08.01.2024 00:00 (UTC),07.01.2024 23:00,64,27,6,352,0,0,0,1,0,9,122
BZN|EE,08.01.2024 00:00 - 08.01.2024 01:00 (UTC),08.01.2024 00:00,65,25,6,330,0,0,0,1,0,10,137
BZN|EE,08.01.2024 01:00 - 08.01.2024 02:00 (UTC),08.01.2024 01:00,64,25,6,343,0,0,0,1,0,9,159
BZN|EE,08.01.2024 02:00 - 08.01.2024 03:00 (UTC),08.01.2024 02:00,68,23,6,345,0,0,0,1,0,9,181
BZN|EE,08.01.2024 03:00 - 08.01.2024 04:00 (UTC),08.01.2024 03:00,63,26,6,344,0,0,0,1,1,9,211
BZN|EE,08.01.2024 04:00 - 08.01.2024 05:00 (UTC),08.01.2024 04:00,69,26,6,351,0,0,0,1,0,9,234
BZN|EE,08.01.2024 05:00 - 08.01.2024 06:00 (UTC),08.01.2024 05:00,70,27,6,475,0,0,0,1,1,12,251
BZN|EE,08.01.2024 06:00 - 08.01.2024 07:00 (UTC),08.01.2024 06:00,70,29,6,480,0,0,0,1,0,16,258
BZN|EE,08.01.2024 07:00 - 08.01.2024 08:00 (UTC),08.01.2024 07:00,74,32,6,478,0,1,0,1,1,17,252
BZN|EE,08.01.2024 08:00 - 08.01.2024 09:00 (UTC),08.01.2024 08:00,73,34,6,491,0,1,0,1,4,16,249
BZN|EE,08.01.2024 09:00 - 08.01.2024 10:00 (UTC),08.01.2024 09:00,74,28,6,512,0,1,0,1,8,17,241
BZN|EE,08.01.2024 10:00 - 08.01.2024 11:00 (UTC),08.01.2024 10:00,84,25,6,588,0,1,0,1,9,16,234
BZN|EE,08.01.2024 11:00 - 08.01.2024 12:00 (UTC),08.01.2024 11:00,89,24,8,628,0,1,0,1,7,15,217
BZN|EE,08.01.2024 12:00 - 08.01.2024 13:00 (UTC),08.01.2024 12:00,93,25,5,635,0,1,0,1,3,16,221
BZN|EE,08.01.2024 13:00 - 08.01.2024 14:00 (UTC),08.01.2024 13:00,89,23,5,602,0,0,0,1,1,15,203
BZN|EE,08.01.2024 14:00 - 08.01.2024 15:00 (UTC),08.01.2024 14:00,85,24,8,621,0,0,0,1,1,16,163
BZN|EE,08.01.2024 15:00 - 08.01.2024 16:00 (UTC),08.01.2024 15:00,86,25,6,628,0,0,0,1,0,16,130
BZN|EE,08.01.2024 16:00 - 08.01.2024 17:00 (UTC),08.01.2024 16:00,85,25,6,600,0,0,0,1,0,15,104
BZN|EE,08.01.2024 17:00 - 08.01.2024 18:00 (UTC),08.01.2024 17:00,84,24,6,510,0,0,0,1,0,16,82
BZN|EE,08.01.2024 18:00 - 08.01.2024 19:00 (UTC),08.01.2024 18:00,84,26,6,455,0,0,0,1,0,16,70
BZN|EE,08.01.2024 19:00 - 08.01.2024 20:00 (UTC),08.01.2024 19:00,85,26,6,454,0,0,0,1,0,14,71
BZN|EE,08.01.2024 20:00 - 08.01.2024 21:00 (UTC),08.01.2024 20:00,86,26,6,453,0,0,0,1,0,12,60
BZN|EE,08.01.2024 21:00 - 08.01.2024 22:00 (UTC),08.01.2024 21:00,86,26,6,450,0,0,0,1,0,14,52
BZN|EE,08.01.2024 22:00 - 08.01.2024 23:00 (UTC),08.01.2024 22:00,83,27,6,387,0,1,0,1,0,14,56
BZN|EE,08.01.2024 23:00 - 09.01.2024 00:00 (UTC),08.01.2024 23:00,82,28,6,411,0,1,0,1,0,14,85
BZN|EE,09.01.2024 00:00 - 09.01.2024 01:00 (UTC),09.01.2024 00:00,81,28,6,384,0,1,0,1,0,15,108
BZN|EE,09.01.2024 01:00 - 09.01.2024 02:00 (UTC),09.01.2024 01:00,82,27,6,360,0,1,0,1,0,14,150
BZN|EE,09.01.2024 02:00 - 09.01.2024 03:00 (UTC),09.01.2024 02:00,82,26,6,360,0,1,0,1,0,14,169
BZN|EE,09.01.2024 03:00 - 09.01.2024 04:00 (UTC),09.01.2024 03:00,81,26,6,360,0,1,0,1,0,12,165
BZN|EE,09.01.2024 04:00 - 09.01.2024 05:00 (UTC),09.01.2024 04:00,87,25,6,484,0,1,0,1,0,12,162
BZN|EE,09.01.2024 05:00 - 09.01.2024 06:00 (UTC),09.01.2024 05:00,87,27,6,526,0,1,0,1,1,15,192
BZN|EE,09.01.2024 06:00 - 09.01.2024 07:00 (UTC),09.01.2024 06:00,89,27,6,531,0,1,0,1,0,15,236
