Area,MTU,DateTime,Biomass - Actual Aggregated [MW],Fossil Coal-derived gas - Actual Aggregated [MW],Fossil Gas - Actual Aggregated [MW],Fossil Oil shale - Actual Aggregated [MW],Fossil Peat - Actual Aggregated [MW],Hydro Run-of-river and poundage - Actual Aggregated [MW],Other - Actual Aggregated [MW],Other renewable - Actual Aggregated [MW],Solar - Actual Aggregated [MW],Waste - Actual Aggregated [MW],Wind Onshore - Actual Aggregated [MW]
BZN|EE,21.02.2024 19:00 - 21.02.2024 20:00 (UTC),21.02.2024 19:00,78,35,4,352,0,1,0,1,0,17,205
BZN|EE,21.02.2024 20:00 - 21.02.2024 21:00 (UTC),21.02.2024 20:00,79,35,4,350,0,1,0,1,0,17,194
BZN|EE,21.02.2024 21:00 - 21.02.2024 22:00 (UTC),21.02.2024 21:00,76,36,4,329,0,1,0,1,0,17,192
BZN|EE,21.02.2024 22:00 - 21.02.2024 23:00 (UTC),21.02.2024 22:00,65,28,4,271,0,1,0,1,0,17,185
BZN|EE,21.02.2024 23:00 - 22.02.2024 00:00 (UTC),21.02.2024 23:00,44,34,4,216,0,1,0,1,0,17,166
BZN|EE,22.02.2024 00:00 - 22.02.2024 01:00 (UTC),22.02.2024 00:00,44,34,4,215,0,1,0,1,0,17,158
BZN|EE,22.02.2024 01:00 - 22.02.2024 02:00 (UTC),22.02.2024 01:00,46,36,4,214,0,1,0,1,0,17,162
BZN|EE,22.02.2024 02:00 - 22.02.2024 03:00 (UTC),22.02.2024 02:00,50,37,4,214,0,1,0,1,0,17,149
BZN|EE,22.02.2024 03:00 - 22.02.2024 04:00 (UTC),22.02.2024 03:00,47,36,4,218,0,1,0,1,0,17,122
BZN|EE,22.02.2024 04:00 - 22.02.2024 05:00 (UTC),22.02.2024 04:00,50,37,4,219,0,1,0,1,0,17,95
BZN|EE,22.02.2024 05:00 - 22.02.2024 06:00 (UTC),22.02.2024 05:00,54,35,4,218,0,1,0,1,1,16,88
BZN|EE,22.02.2024 06:00 - 22.02.2024 07:00 (UTC),22.02.2024 06:00,54,35,4,219,0,1,0,1,11,17,88
BZN|EE,22.02.2024 07:00 - 22.02.2024 08:00 (UTC),22.02.2024 07:00,57,34,5,218,0,1,0,1,35,17,84
BZN|EE,22.02.2024 08:00 - 22.02.2024 09:00 (UTC),22.02.2024 08:00,57,29,5,219,0,1,0,1,57,17,91
BZN|EE,22.02.2024 09:00 - 22.02.2024 10:00 (UTC),22.02.2024 09:00,57,32,5,214,0,1,0,1,70,18,95
BZN|EE,22.02.2024 10:00 - 22.02.2024 11:00 (UTC),22.02.2024 10:00,57,37,5,210,0,1,0,1,68,17,94
BZN|EE,22.02.2024 11:00 - 22.02.2024 12:00 (UTC),22.02.2024 11:00,54,35,4,212,0,1,0,1,61,18,89
BZN|EE,22.02.2024 12:00 - 22.02.2024 13:00 (UTC),22.02.2024 12:00,53,35,4,214,0,1,0,1,47,17,99
BZN|EE,22.02.2024 13:00 - 22.02.2024 14:00 (UTC),22.02.2024 13:00,53,36,5,212,0,1,0,1,35,17,118
BZN|EE,22.02.2024 14:00 - 22.02.2024 15:00 (UTC),22.02.2024 14:00,53,36,5,213,0,1,0,1,12,17,136
BZN|EE,22.02.2024 15:00 - 22.02.2024 16:00 (UTC),22.02.2024 15:00,51,36,5,213,0,1,0,1,2,17,152
BZN|EE,22.02.2024 16:00 - 22.02.2024 17:00 (UTC),22.02.2024 16:00,51,37,5,211,0,1,0,1,1,17,160
BZN|EE,22.02.2024 17:00 - 22.02.2024 18:00 (UTC),22.02.2024 17:00,45,38,5,197,0,1,0,1,0,17,182
BZN|EE,22.02.2024 18:00 - 22.02.2024 19:00 (UTC),22.02.2024 18:00,43,39,4,182,0,1,0,1,0,17,211
BZN|EE,22.02.2024 19:00 - 22.02.2024 20:00 (UTC),22.02.2024 19:00,39,40,4,193,0,1,0,1,0,17,207
BZN|EE,22.02.2024 20:00 - 22.02.2024 21:00 (UTC),22.02.2024 20:00,37,40,4,203,0,1,0,1,0,17,217
BZN|EE,22.02.2024 21:00 - 22.02.2024 22:00 (UTC),22.02.2024 21:00,43,39,4,190,0,1,0,1,0,17,219
BZN|EE,22.02.2024 22:00 - 22.02.2024 23:00 (UTC),22.02.2024 22:00,49,38,4,199,0,1,0,1,0,17,204
BZN|EE,22.02.2024 23:00 - 23.02.2024 00:00 (UTC),22.02.2024 23:00,51,41,4,194,0,1,0,1,0,17,193
BZN|EE,23.02.2024 00:00 - 23.02.2024 01:00 (UTC),23.02.2024 00:00,49,42,4,179,0,1,0,1,0,17,214
BZN|EE,23.02.2024 01:00 - 23.02.2024 02:00 (UTC),23.02.2024 01:00,48,41,4,178,0,1,0,1,0,17,239
BZN|EE,23.02.2024 02:00 - 23.02.2024 03:00 (UTC),23.02.2024 02:00,48,40,4,173,0,1,0,1,0,17,283
BZN|EE,23.02.2024 03:00 - 23.02.2024 04:00 (UTC),23.02.2024 03:00,45,40,4,180,0,1,0,1,0,17,303
BZN|EE,23.02.2024 04:00 - 23.02.2024 05:00 (UTC),23.02.2024 04:00,43,39,4,198,0,1,0,1,0,17,323
BZN|EE,23.02.2024 05:00 - 23.02.2024 06:00 (UTC),23.02.2024 05:00,46,38,4,199,0,1,0,1,1,17,335
BZN|EE,23.02.2024 06:00 - 23.02.2024 07:00 (UTC),23.02.2024 06:00,47,39,4,201,0,1,0,1,8,17,337
BZN|EE,23.02.2024 07:00 - 23.02.2024 08:00 (UTC),23.02.2024 07:00,47,38,4,199,0,1,0,1,22,18,334
BZN|EE,23.02.2024 08:00 - 23.02.2024 09:00 (UTC),23.02.2024 08:00,52,38,4,199,0,1,0,1,42,18,346
BZN|EE,23.02.2024 09:00 - 23.02.2024 10:00 (UTC),23.02.2024 09:00,52,30,4,185,0,1,0,1,61,18,347
BZN|EE,23.02.2024 10:00 - 23.02.2024 11:00 (UTC),23.02.2024 10:00,53,31,4,186,0,1,0,1,69,17,344
BZN|EE,23.02.2024 11:00 - 23.02.2024 12:00 (UTC),23.02.2024 11:00,53,38,4,184,0,1,0,1,63,18,349
BZN|EE,23.02.2024 12:00 - 23.02.2024 13:00 (UTC),23.02.2024 12:00,52,39,4,182,0,1,0,1,39,17,345
BZN|EE,23.02.2024 13:00 - 23.02.2024 14:00 (UTC),23.02.2024 13:00,52,39,4,208,0,1,0,1,19,17,348
BZN|EE,23.02.2024 14:00 - 23.02.2024 15:00 (UTC),23.02.2024 14:00,53,40,4,210,0,1,0,1,7,17,328
BZN|EE,23.02.2024 15:00 - 23.02.2024 16:00 (UTC),23.02.2024 15:00,51,38,4,209,0,1,0,1,1,18,301
BZN|EE,23.02.2024 16:00 - 23.02.2024 17:00 (UTC),23.02.2024 16:00,51,36,4,208,0,1,0,1,1,17,282
BZN|EE,23.02.2024 17:00 - 23.02.2024 18:00 (UTC),23.02.2024 17:00,51,36,4,209,0,1,0,1,0,17,272
BZN|EE,23.02.2024 18:00 - 23.02.2024 19:00 (UTC),23.02.2024 18:00,51,36,4,210,0,1,0,1,0,17,252
BZN|EE,23.02.2024 19:00 - 23.02.2024 20:00 (UTC),23.02.2024 19:00,50,38,4,209,0,1,0,1,0,17,212
BZN|EE,23.02.2024 20:00 - 23.02.2024 21:00 (UTC),23.02.2024 20:00,50,39,4,189,0,1,0,1,0,17,176
BZN|EE,23.02.2024 21:00 - 23.02.2024 22:00 (UTC),23.02.2024 21:00,52,39,4,196,0,1,0,1,0,16,136
BZN|EE,23.02.2024 22:00 - 23.02.2024 23:00 (UTC),23.02.2024 22:00,52,40,3,185,0,1,0,1,0,16,115
BZN|EE,23.02.2024 23:00 - 24.02.2024 00:00 (UTC),23.02.2024 23:00,50,39,3,183,0,1,0,1,0,17,109
BZN|EE,24.02.2024 00:00 - 24.02.2024 01:00 (UTC),24.02.2024 00:00,51,40,4,182,0,1,0,1,0,17,104
BZN|EE,24.02.2024 01:00 - 24.02.2024 02:00 (UTC),24.02.2024 01:00,52,40,3,186,0,1,0,1,0,17,87
BZN|EE,24.02.2024 02:00 - 24.02.2024 03:00 (UTC),24.02.2024 02:00,54,40,3,187,0,1,0,1,0,17,69
BZN|EE,24.02.2024 03:00 - 24.02.2024 04:00 (UTC),24.02.2024 03:00,53,40,3,196,0,1,0,1,0,17,64
BZN|EE,24.02.2024 04:00 - 24.02.2024 05:00 (UTC),24.02.2024 04:00,53,39,3,184,0,1,0,1,0,17,73
BZN|EE,24.02.2024 05:00 - 24.02.2024 06:00 (UTC),24.02.2024 05:00,53,39,3,182,0,1,0,1,2,17,79
BZN|EE,24.02.2024 06:00 - 24.02.2024 07:00 (UTC),24.02.2024 06:00,54,38,2,186,0,1,0,1,23,17,71
BZN|EE,24.02.2024 07:00 - 24.02.2024 08:00 (UTC),24.02.2024 07:00,53,38,0,186,0,1,0,1,37,17,64
BZN|EE,24.02.2024 08:00 - 24.02.2024 09:00 (UTC),24.02.2024 08:00,52,38,0,184,0,1,0,1,49,17,55
BZN|EE,24.02.2024 09:00 - 24.02.2024 10:00 (UTC),24.02.2024 09:00,53,41,0,182,0,1,0,1,50,17,56
BZN|EE,24.02.2024 10:00 - 24.02.2024 11:00 (UTC),24.02.2024 10:00,52,41,0,184,0,1,0,1,43,15,72
BZN|EE,24.02.2024 11:00 - 24.02.2024 12:00 (UTC),24.02.2024 11:00,48,39,0,186,0,1,0,1,35,16,98
BZN|EE,24.02.2024 12:00 - 24.02.2024 13:00 (UTC),24.02.2024 12:00,42,38,0,185,0,1,0,1,24,16,132
BZN|EE,24.02.2024 13:00 - 24.02.2024 14:00 (UTC),24.02.2024 13:00,42,39,0,184,0,1,0,1,13,16,161
BZN|EE,24.02.2024 14:00 - 24.02.2024 15:00 (UTC),24.02.2024 14:00,42,39,0,185,0,1,0,1,4,15,215
BZN|EE,24.02.2024 15:00 - 24.02.2024 16:00 (UTC),24.02.2024 15:00,41,40,0,184,0,1,0,1,1,16,269
BZN|EE,24.02.2024 16:00 - 24.02.2024 17:00 (UTC),24.02.2024 16:00,43,41,0,177,0,1,0,1,1,16,290
BZN|EE,24.02.2024 17:00 - 24.02.2024 18:00 (UTC),24.02.2024 17:00,47,40,0,172,0,1,0,1,0,17,311
BZN|EE,24.02.2024 18:00 - 24.02.2024 19:00 (UTC),24.02.2024 18:00,48,40,0,175,0,1,0,1,0,17,344
BZN|EE,24.02.2024 19:00 - 24.02.2024 20:00 (UTC),24.02.2024 19:00,48,40,0,179,0,1,0,1,0,16,351
BZN|EE,24.02.2024 20:00 - 24.02.2024 21:00 (UTC),24.02.2024 20:00,48,41,0,179,0,1,0,1,0,16,357
BZN|EE,24.02.2024 21:00 - 24.02.2024 22:00 (UTC),24.02.2024 21:00,49,41,0,187,0,1,0,1,0,16,370
BZN|EE,24.02.2024 22:00 - 24.02.2024 23:00 (UTC),24.02.2024 22:00,49,42,0,186,0,1,0,1,0,15,368
BZN|EE,24.02.2024 23:00 - 25.02.2024 00:00 (UTC),24.02.2024 23:00,50,42,0,190,0,1,0,1,0,15,344
BZN|EE,25.02.2024 00:00 - 25.02.2024 01:00 (UTC),25.02.2024 00:00,51,41,0,189,0,1,0,1,0,16,286
BZN|EE,25.02.2024 01:00 - 25.02.2024 02:00 (UTC),25.02.2024 01:00,51,43,0,160,0,1,0,1,0,16,248
BZN|EE,25.02.2024 02:00 - 25.02.2024 03:00 (UTC),25.02.2024 02:00,53,40,0,170,0,1,0,1,1,16,218
BZN|EE,25.02.2024 03:00 - 25.02.2024 04:00 (UTC),25.02.2024 03:00,52,41,0,176,0,1,0,1,0,17,238
BZN|EE,25.02.2024 04:00 - 25.02.2024 05:00 (UTC),25.02.2024 04:00,52,39,0,175,0,1,0,1,0,16,237
BZN|EE,25.02.2024 05:00 - 25.02.2024 06:00 (UTC),25.02.2024 05:00,52,38,0,180,0,1,0,1,3,16,209
BZN|EE,25.02.2024 06:00 - 25.02.2024 07:00 (UTC),25.02.2024 06:00,52,39,0,187,0,1,0,1,35,17,169
BZN|EE,25.02.2024 07:00 - 25.02.2024 08:00 (UTC),25.02.2024 07:00,52,39,0,185,0,1,0,1,98,16,164
BZN|EE,25.02.2024 08:00 - 25.02.2024 09:00 (UTC),25.02.2024 08:00,52,39,0,181,0,1,0,1,175,17,177
BZN|EE,25.02.2024 09:00 - 25.02.2024 10:00 (UTC),25.02.2024 09:00,52,39,0,179,0,1,0,1,231,16,174
BZN|EE,25.02.2024 10:00 - 25.02.2024 11:00 (UTC),25.02.2024 10:00,51,38,0,184,0,1,0,1,270,16,171
BZN|EE,25.02.2024 11:00 - 25.02.2024 12:00 (UTC),25.02.2024 11:00,50,38,0,178,0,1,0,1,284,16,156
BZN|EE,25.02.2024 12:00 - 25.02.2024 13:00 (UTC),25.02.2024 12:00,49,39,0,176,0,1,0,1,238,17,140
BZN|EE,25.02.2024 13:00 - 25.02.2024 14:00 (UTC),25.02.2024 13:00,49,38,0,178,0,1,0,1,185,16,153
BZN|EE,25.02.2024 14:00 - 25.02.2024 15:00 (UTC),25.02.2024 14:00,49,39,0,178,0,1,0,1,85,15,150
BZN|EE,25.02.2024 15:00 - 25.02.2024 16:00 (UTC),25.02.2024 15:00,49,39,0,190,0,1,0,1,12,15,147
BZN|EE,25.02.2024 16:00 - 25.02.2024 17:00 (UTC),25.02.2024 16:00,50,38,0,207,0,1,0,1,3,15,166
BZN|EE,25.02.2024 17:00 - 25.02.2024 18:00 (UTC),25.02.2024 17:00,50,39,0,207,0,1,0,1,1,15,158
BZN|EE,25.02.2024 18:00 - 25.02.2024 19:00 (UTC),25.02.2024 18:00,51,37,0,186,0,1,0,1,0,15,154
BZN|EE,25.02.2024 19:00 - 25.02.2024 20:00 (UTC),25.02.2024 19:00,49,35,0,183,0,1,0,1,0,16,146
BZN|EE,25.02.2024 20:00 - 25.02.2024 21:00 (UTC),25.02.2024 20:00,50,35,0,184,0,1,0,1,0,16,135
BZN|EE,25.02.2024 21:00 - 25.02.2024 22:00 (UTC),25.02.2024 21:00,50,36,0,181,0,1,0,1,0,16,131
BZN|EE,25.02.2024 22:00 - 25.02.2024 23:00 (UTC),25.02.2024 22:00,50,35,0,173,0,1,0,1,0,16,123
BZN|EE,25.02.2024 23:00 - 26.02.2024 00:00 (UTC),25.02.2024 23:00,50,36,0,183,0,1,0,1,0,16,83
BZN|EE,26.02.2024 00:00 - 26.02.2024 01:00 (UTC),26.02.2024 00:00,55,37,0,203,0,1,0,1,0,16,67
BZN|EE,26.02.2024 01:00 - 26.02.2024 02:00 (UTC),26.02.2024 01:00,57,38,0,216,0,1,0,1,0,16,51
BZN|EE,26.02.2024 02:00 - 26.02.2024 03:00 (UTC),26.02.2024 02:00,62,39,0,229,0,1,0,1,0,16,46
BZN|EE,26.02.2024 03:00 - 26.02.2024 04:00 (UTC),26.02.2024 03:00,61,40,0,232,0,1,0,1,0,17,40
BZN|EE,26.02.2024 04:00 - 26.02.2024 05:00 (UTC),26.02.2024 04:00,62,40,0,251,0,1,0,1,0,17,48
BZN|EE,26.02.2024 05:00 - 26.02.2024 06:00 (UTC),26.02.2024 05:00,72,40,0,285,0,1,0,1,1,16,43
BZN|EE,26.02.2024 06:00 - 26.02.2024 07:00 (UTC),26.02.2024 06:00,75,39,0,310,0,1,0,1,11,16,45
BZN|EE,26.02.2024 07:00 - 26.02.2024 08:00 (UTC),26.02.2024 07:00,75,41,0,332,0,1,0,1,27,16,46
BZN|EE,26.02.2024 08:00 - 26.02.2024 09:00 (UTC),26.02.2024 08:00,75,41,0,332,0,1,0,1,42,16,37
BZN|EE,26.02.2024 09:00 - 26.02.2024 10:00 (UTC),26.02.2024 09:00,76,40,0,328,0,1,0,1,51,17,39
BZN|EE,26.02.2024 10:00 - 26.02.2024 11:00 (UTC),26.02.2024 10:00,80,40,0,350,0,1,0,1,54,17,41
BZN|EE,26.02.2024 11:00 - 26.02.2024 12:00 (UTC),26.02.2024 11:00,79,41,0,338,0,1,0,1,52,18,36
BZN|EE,26.02.2024 12:00 - 26.02.2024 13:00 (UTC),26.02.2024 12:00,78,39,0,347,0,1,0,1,44,18,42
BZN|EE,26.02.2024 13:00 - 26.02.2024 14:00 (UTC),26.02.2024 13:00,78,33,0,329,0,1,0,1,29,18,33
BZN|EE,26.02.2024 14:00 - 26.02.2024 15:00 (UTC),26.02.2024 14:00,77,32,0,342,0,1,0,1,13,18,35
BZN|EE,26.02.2024 15:00 - 26.02.2024 16:00 (UTC),26.02.2024 15:00,75,34,0,332,0,1,0,1,3,18,40
BZN|EE,26.02.2024 16:00 - 26.02.2024 17:00 (UTC),26.02.2024 16:00,76,37,0,353,0,1,0,1,1,18,34
BZN|EE,26.02.2024 17:00 - 26.02.2024 18:00 (UTC),26.02.2024 17:00,76,36,0,348,0,1,0,1,0,18,35
BZN|EE,26.02.2024 18:00 - 26.02.2024 19:00 (UTC),26.02.2024 18:00,76,36,0,344,0,1,0,1,0,16,36
BZN|EE,26.02.2024 19:00 - 26.02.2024 20:00 (UTC),26.02.2024 19:00,74,38,0,344,0,1,0,1,0,16,28
BZN|EE,26.02.2024 20:00 - 26.02.2024 21:00 (UTC),26.02.2024 20:00,73,39,0,321,0,1,0,1,0,16,28
BZN|EE,26.02.2024 21:00 - 26.02.2024 22:00 (UTC),26.02.2024 21:00,69,39,0,285,0,1,0,1,0,16,22
BZN|EE,26.02.2024 22:00 - 26.02.2024 23:00 (UTC),26.02.2024 22:00,69,40,0,281,0,1,0,1,0,16,14
BZN|EE,26.02.2024 23:00 - 27.02.2024 00:00 (UTC),26.02.2024 23:00,69,40,0,282,0,1,0,1,0,15,8
BZN|EE,27.02.2024 00:00 - 27.02.2024 01:00 (UTC),27.02.2024 00:00,70,41,0,285,0,1,0,1,0,16,12
BZN|EE,27.02.2024 01:00 - 27.02.2024 02:00 (UTC),27.02.2024 01:00,71,40,0,285,0,1,0,1,0,16,13
BZN|EE,27.02.2024 02:00 - 27.02.2024 03:00 (UTC),27.02.2024 02:00,72,38,0,282,0,1,0,1,0,16,7
BZN|EE,27.02.2024 03:00 - 27.02.2024 04:00 (UTC),27.02.2024 03:00,71,38,0,285,0,1,0,1,0,15,3
BZN|EE,27.02.2024 04:00 - 27.02.2024 05:00 (UTC),27.02.2024 04:00,71,39,0,285,0,1,0,1,0,15,1
BZN|EE,27.02.2024 05:00 - 27.02.2024 06:00 (UTC),27.02.2024 05:00,79,38,0,342,0,1,0,1,2,15,1
BZN|EE,27.02.2024 06:00 - 27.02.2024 07:00 (UTC),27.02.2024 06:00,81,38,0,353,0,1,0,1,17,15,1
BZN|EE,27.02.2024 07:00 - 27.02.2024 08:00 (UTC),27.02.2024 07:00,83,38,0,351,0,1,0,1,41,15,2
BZN|EE,27.02.2024 08:00 - 27.02.2024 09:00 (UTC),27.02.2024 08:00,84,39,0,353,0,1,0,1,65,15,2
BZN|EE,27.02.2024 09:00 - 27.02.2024 10:00 (UTC),27.02.2024 09:00,84,40,0,356,0,1,0,1,86,15,2
BZN|EE,27.02.2024 10:00 - 27.02.2024 11:00 (UTC),27.02.2024 10:00,80,39,0,354,0,1,0,1,80,15,2
BZN|EE,27.02.2024 11:00 - 27.02.2024 12:00 (UTC),27.02.2024 11:00,78,39,0,353,0,1,0,1,78,15,4
BZN|EE,27.02.2024 12:00 - 27.02.2024 13:00 (UTC),27.02.2024 12:00,71,38,0,332,0,1,0,1,59,15,2
BZN|EE,27.02.2024 13:00 - 27.02.2024 14:00 (UTC),27.02.2024 13:00,72,37,0,328,0,1,0,1,38,15,3
BZN|EE,27.02.2024 14:00 - 27.02.2024 15:00 (UTC),27.02.2024 14:00,74,37,0,334,0,1,0,1,19,15,4
BZN|EE,27.02.2024 15:00 - 27.02.2024 16:00 (UTC),27.02.2024 15:00,76,36,2,352,0,1,0,1,4,15,5
BZN|EE,27.02.2024 16:00 - 27.02.2024 17:00 (UTC),27.02.2024 16:00,76,37,5,353,0,1,0,1,1,15,5
BZN|EE,27.02.2024 17:00 - 27.02.2024 18:00 (UTC),27.02.2024 17:00,77,36,5,352,0,1,0,1,1,15,4
BZN|EE,27.02.2024 18:00 - 27.02.2024 19:00 (UTC),27.02.2024 18:00,79,37,6,352,0,1,0,1,0,16,4
BZN|EE,27.02.2024 19:00 - 27.02.2024 20:00 (UTC),27.02.2024 19:00,77,37,7,355,0,1,0,1,0,16,3
BZN|EE,27.02.2024 20:00 - 27.02.2024 21:00 (UTC),27.02.2024 20:00,72,37,7,329,0,1,0,1,0,16,3
BZN|EE,27.02.2024 21:00 - 27.02.2024 22:00 (UTC),27.02.2024 21:00,73,37,7,333,0,1,0,1,0,16,2
BZN|EE,27.02.2024 22:00 - 27.02.2024 23:00 (UTC),27.02.2024 22:00,68,38,7,287,0,1,0,1,0,16,2
BZN|EE,27.02.2024 23:00 - 28.02.2024 00:00 (UTC),27.02.2024 23:00,68,38,7,281,0,1,0,1,0,16,1
BZN|EE,28.02.2024 00:00 - 28.02.2024 01:00 (UTC),28.02.2024 00:00,69,39,7,282,0,1,0,1,0,16,1
BZN|EE,28.02.2024 01:00 - 28.02.2024 02:00 (UTC),28.02.2024 01:00,69,38,7,282,0,1,0,1,0,15,1
BZN|EE,28.02.2024 02:00 - 28.02.2024 03:00 (UTC),28.02.2024 02:00,71,37,7,276,0,1,0,1,0,16,2
BZN|EE,28.02.2024 03:00 - 28.02.2024 04:00 (UTC),28.02.2024 03:00,75,37,7,273,0,1,0,1,0,17,4
BZN|EE,28.02.2024 04:00 - 28.02.2024 05:00 (UTC),28.02.2024 04:00,72,37,7,284,0,1,0,1,1,17,7
BZN|EE,28.02.2024 05:00 - 28.02.2024 06:00 (UTC),28.02.2024 05:00,80,36,7,334,0,1,0,1,3,17,13
BZN|EE,28.02.2024 06:00 - 28.02.2024 07:00 (UTC),28.02.2024 06:00,81,37,7,345,0,1,0,1,20,17,11
BZN|EE,28.02.2024 07:00 - 28.02.2024 08:00 (UTC),28.02.2024 07:00,81,37,7,351,0,1,0,1,42,17,8
BZN|EE,28.02.2024 08:00 - 28.02.2024 09:00 (UTC),28.02.2024 08:00,80,38,7,339,0,1,0,1,63,17,11
BZN|EE,28.02.2024 09:00 - 28.02.2024 10:00 (UTC),28.02.2024 09:00,76,39,7,317,0,1,0,1,73,17,10
BZN|EE,28.02.2024 10:00 - 28.02.2024 11:00 (UTC),28.02.2024 10:00,76,38,7,323,0,1,0,1,79,16,7
BZN|EE,28.02.2024 11:00 - 28.02.2024 12:00 (UTC),28.02.2024 11:00,78,36,7,338,0,1,0,1,73,16,6
BZN|EE,28.02.2024 12:00 - 28.02.2024 13:00 (UTC),28.02.2024 12:00,76,38,7,336,0,1,0,1,58,16,2
BZN|EE,28.02.2024 13:00 - 28.02.2024 14:00 (UTC),28.02.2024 13:00,76,37,7,337,0,1,0,1,32,14,4
BZN|EE,28.02.2024 14:00 - 28.02.2024 15:00 (UTC),28.02.2024 14:00,76,38,7,338,0,1,0,1,14,11,14
BZN|EE,28.02.2024 15:00 - 28.02.2024 16:00 (UTC),28.02.2024 15:00,75,38,7,324,0,1,0,1,3,16,13
BZN|EE,28.02.2024 16:00 - 28.02.2024 17:00 (UTC),28.02.2024 16:00,80,36,7,338,0,1,0,1,1,15,7
BZN|EE,28.02.2024 17:00 - 28.02.2024 18:00 (UTC),28.02.2024 17:00,82,34,7,348,0,1,0,1,1,15,10
BZN|EE,28.02.2024 18:00 - 28.02.2024 19:00 (UTC),28.02.2024 18:00,82,33,7,353,0,1,0,1,0,16,13
BZN|EE,28.02.2024 19:00 - 28.02.2024 20:00 (UTC),28.02.2024 19:00,78,31,7,350,0,1,0,1,0,17,29
BZN|EE,28.02.2024 20:00 - 28.02.2024 21:00 (UTC),28.02.2024 20:00,77,35,7,343,0,1,0,1,0,16,23
BZN|EE,28.02.2024 21:00 - 28.02.2024 22:00 (UTC),28.02.2024 21:00,70,36,7,284,0,1,0,1,0,16,26
BZN|EE,28.02.2024 22:00 - 28.02.2024 23:00 (UTC),28.02.2024 22:00,60,35,7,241,0,1,0,1,0,16,28
BZN|EE,28.02.2024 23:00 - 29.02.2024 00:00 (UTC),28.02.2024 23:00,46,35,7,184,0,1,0,1,0,16,44
BZN|EE,29.02.2024 00:00 - 29.02.2024 01:00 (UTC),29.02.2024 00:00,44,35,7,184,0,1,0,1,0,16,48
BZN|EE,29.02.2024 01:00 - 29.02.2024 02:00 (UTC),29.02.2024 01:00,44,36,7,184,0,1,0,1,0,16,48
BZN|EE,29.02.2024 02:00 - 29.02.2024 03:00 (UTC),29.02.2024 02:00,46,35,7,181,0,1,0,1,0,16,49
BZN|EE,29.02.2024 03:00 - 29.02.2024 04:00 (UTC),29.02.2024 03:00,45,34,7,191,0,1,0,1,0,15,46
BZN|EE,29.02.2024 04:00 - 29.02.2024 05:00 (UTC),29.02.2024 04:00,51,33,7,205,0,1,0,1,0,15,43
BZN|EE,29.02.2024 05:00 - 29.02.2024 06:00 (UTC),29.02.2024 05:00,58,33,7,208,0,1,0,1,2,17,48
BZN|EE,29.02.2024 06:00 - 29.02.2024 07:00 (UTC),29.02.2024 06:00,62,36,7,212,0,1,0,1,16,17,48
BZN|EE,29.02.2024 07:00 - 29.02.2024 08:00 (UTC),29.02.2024 07:00,62,36,7,211,0,1,0,1,44,17,44
BZN|EE,29.02.2024 08:00 - 29.02.2024 09:00 (UTC),29.02.2024 08:00,59,36,7,200,0,1,0,1,70,17,43
BZN|EE,29.02.2024 09:00 - 29.02.2024 10:00 (UTC),29.02.2024 09:00,55,36,7,194,0,1,0,1,88,18,47
BZN|EE,29.02.2024 10:00 - 29.02.2024 11:00 (UTC),29.02.2024 10:00,55,36,7,195,0,1,0,1,90,17,55
BZN|EE,29.02.2024 11:00 - 29.02.2024 12:00 (UTC),29.02.2024 11:00,55,35,7,196,0,1,0,1,79,17,64
BZN|EE,29.02.2024 12:00 - 29.02.2024 13:00 (UTC),29.02.2024 12:00,53,33,7,196,0,1,0,1,51,17,84
BZN|EE,29.02.2024 13:00 - 29.02.2024 14:00 (UTC),29.02.2024 13:00,53,34,7,194,0,1,0,1,29,17,72
BZN|EE,29.02.2024 14:00 - 29.02.2024 15:00 (UTC),29.02.2024 14:00,54,34,7,210,0,1,0,1,13,17,59
BZN|EE,29.02.2024 15:00 - 29.02.2024 16:00 (UTC),29.02.2024 15:00,57,34,7,211,0,1,0,1,3,17,71
BZN|EE,29.02.2024 16:00 - 29.02.2024 17:00 (UTC),29.02.2024 16:00,58,31,7,209,0,1,0,1,1,16,65
BZN|EE,29.02.2024 17:00 - 29.02.2024 18:00 (UTC),29.02.2024 17:00,56,32,7,208,0,1,0,1,0,17,89
BZN|EE,29.02.2024 18:00 - 29.02.2024 19:00 (UTC),29.02.2024 18:00,53,34,7,209,0,1,0,1,0,18,111
BZN|EE,29.02.2024 19:00 - 29.02.2024 20:00 (UTC),29.02.2024 19:00,51,32,7,191,0,1,0,1,0,18,122
BZN|EE,29.02.2024 20:00 - 29.02.2024 21:00 (UTC),29.02.2024 20:00,49,31,7,182,0,1,0,1,0,18,138
BZN|EE,29.02.2024 21:00 - 29.02.2024 22:00 (UTC),29.02.2024 21:00,56,30,7,172,0,1,0,1,0,17,169
BZN|EE,29.02.2024 22:00 - 29.02.2024 23:00 (UTC),29.02.2024 22:00,60,33,7,169,0,1,0,1,0,17,171
BZN|EE,29.02.2024 23:00 - 01.03.2024 00:00 (UTC),29.02.2024 23:00,57,35,7,169,0,1,0,1,0,17,175
BZN|EE,01.03.2024 00:00 - 01.03.2024 01:00 (UTC),01.03.2024 00:00,51,35,7,175,0,1,0,1,1,17,157
BZN|EE,01.03.2024 01:00 - 01.03.2024 02:00 (UTC),01.03.2024 01:00,47,34,7,182,0,1,0,1,0,17,123
