"","DateTime","Day-Ahead","hour","year","day"
"3596",2023-05-30 19:00:00,82.1,19,2023,150
"3597",2023-05-30 20:00:00,82.09,20,2023,150
"3598",2023-05-30 21:00:00,-1.29,21,2023,150
"3599",2023-05-30 22:00:00,-3.7,22,2023,150
"3600",2023-05-30 23:00:00,-3.84,23,2023,150
"3601",2023-05-31,-3.79,0,2023,151
"3602",2023-05-31 01:00:00,-4.13,1,2023,151
"3603",2023-05-31 02:00:00,-3.34,2,2023,151
"3604",2023-05-31 03:00:00,-2.58,3,2023,151
"3605",2023-05-31 04:00:00,-0.14,4,2023,151
"3606",2023-05-31 05:00:00,0.34,5,2023,151
"3607",2023-05-31 06:00:00,1.17,6,2023,151
"3608",2023-05-31 07:00:00,1.2,7,2023,151
"3609",2023-05-31 08:00:00,0.98,8,2023,151
"3610",2023-05-31 09:00:00,0.11,9,2023,151
"3611",2023-05-31 10:00:00,0.1,10,2023,151
"3612",2023-05-31 11:00:00,-0.02,11,2023,151
"3613",2023-05-31 12:00:00,-0.81,12,2023,151
"3614",2023-05-31 13:00:00,-0.17,13,2023,151
"3615",2023-05-31 14:00:00,0,14,2023,151
"3616",2023-05-31 15:00:00,82.39,15,2023,151
"3617",2023-05-31 16:00:00,82.4,16,2023,151
"3618",2023-05-31 17:00:00,119.03,17,2023,151
"3619",2023-05-31 18:00:00,88.18,18,2023,151
"3620",2023-05-31 19:00:00,82.4,19,2023,151
"3621",2023-05-31 20:00:00,95.09,20,2023,151
"3622",2023-05-31 21:00:00,91.76,21,2023,151
"3623",2023-05-31 22:00:00,84.15,22,2023,151
"3624",2023-05-31 23:00:00,74.3,23,2023,151
"3625",2023-06-01,70.1,0,2023,152
"3626",2023-06-01 01:00:00,66.56,1,2023,152
"3627",2023-06-01 02:00:00,67.68,2,2023,152
"3628",2023-06-01 03:00:00,79.97,3,2023,152
"3629",2023-06-01 04:00:00,96.26,4,2023,152
"3630",2023-06-01 05:00:00,107.88,5,2023,152
"3631",2023-06-01 06:00:00,81.1,6,2023,152
"3632",2023-06-01 07:00:00,81.09,7,2023,152
"3633",2023-06-01 08:00:00,68.19,8,2023,152
"3634",2023-06-01 09:00:00,59.92,9,2023,152
"3635",2023-06-01 10:00:00,39.32,10,2023,152
"3636",2023-06-01 11:00:00,9.35,11,2023,152
"3637",2023-06-01 12:00:00,15.28,12,2023,152
"3638",2023-06-01 13:00:00,77.04,13,2023,152
"3639",2023-06-01 14:00:00,67.38,14,2023,152
"3640",2023-06-01 15:00:00,96.06,15,2023,152
"3641",2023-06-01 16:00:00,81.1,16,2023,152
"3642",2023-06-01 17:00:00,87.94,17,2023,152
"3643",2023-06-01 18:00:00,114.2,18,2023,152
"3644",2023-06-01 19:00:00,103.43,19,2023,152
"3645",2023-06-01 20:00:00,95.41,20,2023,152
"3646",2023-06-01 21:00:00,86.53,21,2023,152
"3647",2023-06-01 22:00:00,81.58,22,2023,152
"3648",2023-06-01 23:00:00,77.49,23,2023,152
"3649",2023-06-02,79.6,0,2023,153
"3650",2023-06-02 01:00:00,75.56,1,2023,153
"3651",2023-06-02 02:00:00,80.25,2,2023,153
"3652",2023-06-02 03:00:00,89.64,3,2023,153
"3653",2023-06-02 04:00:00,115.94,4,2023,153
"3654",2023-06-02 05:00:00,118.44,5,2023,153
"3655",2023-06-02 06:00:00,81.4,6,2023,153
"3656",2023-06-02 07:00:00,84.37,7,2023,153
"3657",2023-06-02 08:00:00,72.09,8,2023,153
"3658",2023-06-02 09:00:00,63.15,9,2023,153
"3659",2023-06-02 10:00:00,56.06,10,2023,153
"3660",2023-06-02 11:00:00,42.61,11,2023,153
"3661",2023-06-02 12:00:00,36.82,12,2023,153
"3662",2023-06-02 13:00:00,44.9,13,2023,153
"3663",2023-06-02 14:00:00,58.27,14,2023,153
"3664",2023-06-02 15:00:00,76.62,15,2023,153
"3665",2023-06-02 16:00:00,85.95,16,2023,153
"3666",2023-06-02 17:00:00,100.83,17,2023,153
"3667",2023-06-02 18:00:00,110.5,18,2023,153
"3668",2023-06-02 19:00:00,101.31,19,2023,153
"3669",2023-06-02 20:00:00,90.34,20,2023,153
"3670",2023-06-02 21:00:00,85.06,21,2023,153
"3671",2023-06-02 22:00:00,82.91,22,2023,153
"3672",2023-06-02 23:00:00,78.37,23,2023,153
"3673",2023-06-03,75.92,0,2023,154
"3674",2023-06-03 01:00:00,73.4,1,2023,154
"3675",2023-06-03 02:00:00,78.78,2,2023,154
"3676",2023-06-03 03:00:00,76.75,3,2023,154
"3677",2023-06-03 04:00:00,77.61,4,2023,154
"3678",2023-06-03 05:00:00,73.63,5,2023,154
"3679",2023-06-03 06:00:00,70,6,2023,154
"3680",2023-06-03 07:00:00,59.97,7,2023,154
"3681",2023-06-03 08:00:00,25.62,8,2023,154
"3682",2023-06-03 09:00:00,6.23,9,2023,154
"3683",2023-06-03 10:00:00,2.59,10,2023,154
"3684",2023-06-03 11:00:00,2.22,11,2023,154
"3685",2023-06-03 12:00:00,1.78,12,2023,154
"3686",2023-06-03 13:00:00,1.61,13,2023,154
"3687",2023-06-03 14:00:00,5.38,14,2023,154
"3688",2023-06-03 15:00:00,44.56,15,2023,154
"3689",2023-06-03 16:00:00,75,16,2023,154
"3690",2023-06-03 17:00:00,82.93,17,2023,154
"3691",2023-06-03 18:00:00,92.62,18,2023,154
"3692",2023-06-03 19:00:00,92.62,19,2023,154
"3693",2023-06-03 20:00:00,85.78,20,2023,154
"3694",2023-06-03 21:00:00,79.22,21,2023,154
"3695",2023-06-03 22:00:00,79.17,22,2023,154
"3696",2023-06-03 23:00:00,73.1,23,2023,154
"3697",2023-06-04,70.77,0,2023,155
"3698",2023-06-04 01:00:00,69.93,1,2023,155
"3699",2023-06-04 02:00:00,71.39,2,2023,155
"3700",2023-06-04 03:00:00,70.5,3,2023,155
"3701",2023-06-04 04:00:00,67.41,4,2023,155
"3702",2023-06-04 05:00:00,63.21,5,2023,155
"3703",2023-06-04 06:00:00,49.59,6,2023,155
"3704",2023-06-04 07:00:00,18.73,7,2023,155
"3705",2023-06-04 08:00:00,8.22,8,2023,155
"3706",2023-06-04 09:00:00,4.49,9,2023,155
"3707",2023-06-04 10:00:00,4.06,10,2023,155
"3708",2023-06-04 11:00:00,3.63,11,2023,155
"3709",2023-06-04 12:00:00,3.05,12,2023,155
"3710",2023-06-04 13:00:00,3,13,2023,155
"3711",2023-06-04 14:00:00,5.01,14,2023,155
"3712",2023-06-04 15:00:00,29.49,15,2023,155
"3713",2023-06-04 16:00:00,78.21,16,2023,155
"3714",2023-06-04 17:00:00,99.19,17,2023,155
"3715",2023-06-04 18:00:00,109.79,18,2023,155
"3716",2023-06-04 19:00:00,102.6,19,2023,155
"3717",2023-06-04 20:00:00,99,20,2023,155
"3718",2023-06-04 21:00:00,86.98,21,2023,155
"3719",2023-06-04 22:00:00,78.71,22,2023,155
"3720",2023-06-04 23:00:00,71.1,23,2023,155
"3721",2023-06-05,70.07,0,2023,156
"3722",2023-06-05 01:00:00,70.8,1,2023,156
"3723",2023-06-05 02:00:00,73.81,2,2023,156
"3724",2023-06-05 03:00:00,87.53,3,2023,156
"3725",2023-06-05 04:00:00,116.11,4,2023,156
"3726",2023-06-05 05:00:00,115.07,5,2023,156
"3727",2023-06-05 06:00:00,99.95,6,2023,156
"3728",2023-06-05 07:00:00,86.37,7,2023,156
"3729",2023-06-05 08:00:00,80.13,8,2023,156
"3730",2023-06-05 09:00:00,70.08,9,2023,156
"3731",2023-06-05 10:00:00,80.2,10,2023,156
"3732",2023-06-05 11:00:00,80.15,11,2023,156
"3733",2023-06-05 12:00:00,80.15,12,2023,156
"3734",2023-06-05 13:00:00,80.16,13,2023,156
"3735",2023-06-05 14:00:00,78.73,14,2023,156
"3736",2023-06-05 15:00:00,91.04,15,2023,156
"3737",2023-06-05 16:00:00,100.76,16,2023,156
"3738",2023-06-05 17:00:00,133.63,17,2023,156
"3739",2023-06-05 18:00:00,154.41,18,2023,156
"3740",2023-06-05 19:00:00,127.82,19,2023,156
"3741",2023-06-05 20:00:00,101.16,20,2023,156
"3742",2023-06-05 21:00:00,88.97,21,2023,156
"3743",2023-06-05 22:00:00,80.21,22,2023,156
"3744",2023-06-05 23:00:00,79.4,23,2023,156
"3745",2023-06-06,78.43,0,2023,157
"3746",2023-06-06 01:00:00,81.61,1,2023,157
"3747",2023-06-06 02:00:00,85.12,2,2023,157
"3748",2023-06-06 03:00:00,89.5,3,2023,157
"3749",2023-06-06 04:00:00,141.5,4,2023,157
"3750",2023-06-06 05:00:00,144.15,5,2023,157
"3751",2023-06-06 06:00:00,122.35,6,2023,157
"3752",2023-06-06 07:00:00,94.9,7,2023,157
"3753",2023-06-06 08:00:00,86.69,8,2023,157
"3754",2023-06-06 09:00:00,82.04,9,2023,157
"3755",2023-06-06 10:00:00,80.19,10,2023,157
"3756",2023-06-06 11:00:00,80.19,11,2023,157
"3757",2023-06-06 12:00:00,80.19,12,2023,157
"3758",2023-06-06 13:00:00,80.2,13,2023,157
"3759",2023-06-06 14:00:00,79.73,14,2023,157
"3760",2023-06-06 15:00:00,91.33,15,2023,157
"3761",2023-06-06 16:00:00,105.58,16,2023,157
"3762",2023-06-06 17:00:00,132.34,17,2023,157
"3763",2023-06-06 18:00:00,150.95,18,2023,157
"3764",2023-06-06 19:00:00,124.99,19,2023,157
"3765",2023-06-06 20:00:00,101.7,20,2023,157
"3766",2023-06-06 21:00:00,89.99,21,2023,157
"3767",2023-06-06 22:00:00,93.19,22,2023,157
"3768",2023-06-06 23:00:00,88.77,23,2023,157
"3769",2023-06-07,88.77,0,2023,158
"3770",2023-06-07 01:00:00,89.34,1,2023,158
"3771",2023-06-07 02:00:00,89.24,2,2023,158
"3772",2023-06-07 03:00:00,95.55,3,2023,158
"3773",2023-06-07 04:00:00,127.66,4,2023,158
"3774",2023-06-07 05:00:00,141.66,5,2023,158
"3775",2023-06-07 06:00:00,114.41,6,2023,158
"3776",2023-06-07 07:00:00,82.2,7,2023,158
"3777",2023-06-07 08:00:00,82.19,8,2023,158
"3778",2023-06-07 09:00:00,82.19,9,2023,158
"3779",2023-06-07 10:00:00,79.95,10,2023,158
"3780",2023-06-07 11:00:00,77.36,11,2023,158
"3781",2023-06-07 12:00:00,76.45,12,2023,158
"3782",2023-06-07 13:00:00,79.05,13,2023,158
"3783",2023-06-07 14:00:00,90,14,2023,158
"3784",2023-06-07 15:00:00,92.86,15,2023,158
"3785",2023-06-07 16:00:00,100.95,16,2023,158
"3786",2023-06-07 17:00:00,137.6,17,2023,158
"3787",2023-06-07 18:00:00,146.48,18,2023,158
"3788",2023-06-07 19:00:00,126.94,19,2023,158
"3789",2023-06-07 20:00:00,105.82,20,2023,158
"3790",2023-06-07 21:00:00,94.9,21,2023,158
"3791",2023-06-07 22:00:00,93.93,22,2023,158
"3792",2023-06-07 23:00:00,89.26,23,2023,158
"3793",2023-06-08,83.04,0,2023,159
"3794",2023-06-08 01:00:00,79.74,1,2023,159
"3795",2023-06-08 02:00:00,81.15,2,2023,159
"3796",2023-06-08 03:00:00,87.54,3,2023,159
"3797",2023-06-08 04:00:00,179.24,4,2023,159
"3798",2023-06-08 05:00:00,250.04,5,2023,159
"3799",2023-06-08 06:00:00,94.09,6,2023,159
"3800",2023-06-08 07:00:00,83.78,7,2023,159
"3801",2023-06-08 08:00:00,74.64,8,2023,159
"3802",2023-06-08 09:00:00,68.5,9,2023,159
"3803",2023-06-08 10:00:00,81.89,10,2023,159
"3804",2023-06-08 11:00:00,81.89,11,2023,159
"3805",2023-06-08 12:00:00,81.89,12,2023,159
"3806",2023-06-08 13:00:00,81.9,13,2023,159
"3807",2023-06-08 14:00:00,71.17,14,2023,159
"3808",2023-06-08 15:00:00,81.9,15,2023,159
"3809",2023-06-08 16:00:00,119,16,2023,159
"3810",2023-06-08 17:00:00,141.88,17,2023,159
"3811",2023-06-08 18:00:00,300,18,2023,159
"3812",2023-06-08 19:00:00,118.99,19,2023,159
"3813",2023-06-08 20:00:00,96.58,20,2023,159
"3814",2023-06-08 21:00:00,91,21,2023,159
"3815",2023-06-08 22:00:00,95,22,2023,159
"3816",2023-06-08 23:00:00,89.7,23,2023,159
"3817",2023-06-09,79.73,0,2023,160
"3818",2023-06-09 01:00:00,76,1,2023,160
"3819",2023-06-09 02:00:00,76.25,2,2023,160
"3820",2023-06-09 03:00:00,88.53,3,2023,160
"3821",2023-06-09 04:00:00,102.82,4,2023,160
"3822",2023-06-09 05:00:00,103.97,5,2023,160
"3823",2023-06-09 06:00:00,103.94,6,2023,160
"3824",2023-06-09 07:00:00,91.39,7,2023,160
"3825",2023-06-09 08:00:00,82.26,8,2023,160
"3826",2023-06-09 09:00:00,75.43,9,2023,160
"3827",2023-06-09 10:00:00,70.03,10,2023,160
"3828",2023-06-09 11:00:00,65.46,11,2023,160
"3829",2023-06-09 12:00:00,64.06,12,2023,160
"3830",2023-06-09 13:00:00,68.39,13,2023,160
"3831",2023-06-09 14:00:00,72.64,14,2023,160
"3832",2023-06-09 15:00:00,80.63,15,2023,160
"3833",2023-06-09 16:00:00,95,16,2023,160
"3834",2023-06-09 17:00:00,104.12,17,2023,160
"3835",2023-06-09 18:00:00,106.45,18,2023,160
"3836",2023-06-09 19:00:00,104.12,19,2023,160
"3837",2023-06-09 20:00:00,97.48,20,2023,160
"3838",2023-06-09 21:00:00,86,21,2023,160
"3839",2023-06-09 22:00:00,89.03,22,2023,160
"3840",2023-06-09 23:00:00,84.1,23,2023,160
"3841",2023-06-10,84.13,0,2023,161
"3842",2023-06-10 01:00:00,80.32,1,2023,161
"3843",2023-06-10 02:00:00,77.44,2,2023,161
"3844",2023-06-10 03:00:00,79.87,3,2023,161
"3845",2023-06-10 04:00:00,79.43,4,2023,161
"3846",2023-06-10 05:00:00,85,5,2023,161
"3847",2023-06-10 06:00:00,81.7,6,2023,161
"3848",2023-06-10 07:00:00,64.22,7,2023,161
"3849",2023-06-10 08:00:00,25.61,8,2023,161
"3850",2023-06-10 09:00:00,12.91,9,2023,161
"3851",2023-06-10 10:00:00,4.56,10,2023,161
"3852",2023-06-10 11:00:00,13.96,11,2023,161
"3853",2023-06-10 12:00:00,8.57,12,2023,161
"3854",2023-06-10 13:00:00,10.35,13,2023,161
"3855",2023-06-10 14:00:00,13.65,14,2023,161
"3856",2023-06-10 15:00:00,44.5,15,2023,161
"3857",2023-06-10 16:00:00,74.97,16,2023,161
"3858",2023-06-10 17:00:00,86.16,17,2023,161
"3859",2023-06-10 18:00:00,91.68,18,2023,161
"3860",2023-06-10 19:00:00,88.4,19,2023,161
"3861",2023-06-10 20:00:00,82.5,20,2023,161
"3862",2023-06-10 21:00:00,70.45,21,2023,161
"3863",2023-06-10 22:00:00,66.46,22,2023,161
"3864",2023-06-10 23:00:00,59.46,23,2023,161
"3865",2023-06-11,52.95,0,2023,162
"3866",2023-06-11 01:00:00,49.4,1,2023,162
"3867",2023-06-11 02:00:00,48.03,2,2023,162
"3868",2023-06-11 03:00:00,39.44,3,2023,162
"3869",2023-06-11 04:00:00,48.77,4,2023,162
"3870",2023-06-11 05:00:00,46.65,5,2023,162
"3871",2023-06-11 06:00:00,28.44,6,2023,162
"3872",2023-06-11 07:00:00,15.9,7,2023,162
"3873",2023-06-11 08:00:00,0.02,8,2023,162
"3874",2023-06-11 09:00:00,-1.27,9,2023,162
"3875",2023-06-11 10:00:00,-3.46,10,2023,162
"3876",2023-06-11 11:00:00,-5.06,11,2023,162
"3877",2023-06-11 12:00:00,-5.09,12,2023,162
"3878",2023-06-11 13:00:00,-5.24,13,2023,162
"3879",2023-06-11 14:00:00,-0.1,14,2023,162
"3880",2023-06-11 15:00:00,27.92,15,2023,162
"3881",2023-06-11 16:00:00,84.9,16,2023,162
"3882",2023-06-11 17:00:00,99.91,17,2023,162
"3883",2023-06-11 18:00:00,106.94,18,2023,162
"3884",2023-06-11 19:00:00,106.91,19,2023,162
"3885",2023-06-11 20:00:00,99.32,20,2023,162
"3886",2023-06-11 21:00:00,89.78,21,2023,162
"3887",2023-06-11 22:00:00,94.33,22,2023,162
"3888",2023-06-11 23:00:00,85.08,23,2023,162
"3889",2023-06-12,85.02,0,2023,163
"3890",2023-06-12 01:00:00,81.63,1,2023,163
"3891",2023-06-12 02:00:00,83.95,2,2023,163
"3892",2023-06-12 03:00:00,93.33,3,2023,163
"3893",2023-06-12 04:00:00,108.23,4,2023,163
"3894",2023-06-12 05:00:00,124.75,5,2023,163
"3895",2023-06-12 06:00:00,124.39,6,2023,163
"3896",2023-06-12 07:00:00,106.01,7,2023,163
"3897",2023-06-12 08:00:00,90.33,8,2023,163
"3898",2023-06-12 09:00:00,77.58,9,2023,163
"3899",2023-06-12 10:00:00,69.98,10,2023,163
"3900",2023-06-12 11:00:00,66.51,11,2023,163
"3901",2023-06-12 12:00:00,67.64,12,2023,163
"3902",2023-06-12 13:00:00,84.89,13,2023,163
"3903",2023-06-12 14:00:00,124.39,14,2023,163
"3904",2023-06-12 15:00:00,108.05,15,2023,163
"3905",2023-06-12 16:00:00,109.68,16,2023,163
"3906",2023-06-12 17:00:00,133.04,17,2023,163
"3907",2023-06-12 18:00:00,143.4,18,2023,163
"3908",2023-06-12 19:00:00,116.93,19,2023,163
"3909",2023-06-12 20:00:00,107,20,2023,163
"3910",2023-06-12 21:00:00,98.1,21,2023,163
"3911",2023-06-12 22:00:00,89.11,22,2023,163
"3912",2023-06-12 23:00:00,82.78,23,2023,163
"3913",2023-06-13,83.29,0,2023,164
"3914",2023-06-13 01:00:00,82.75,1,2023,164
"3915",2023-06-13 02:00:00,84.77,2,2023,164
"3916",2023-06-13 03:00:00,90.04,3,2023,164
"3917",2023-06-13 04:00:00,113.26,4,2023,164
"3918",2023-06-13 05:00:00,119.33,5,2023,164
"3919",2023-06-13 06:00:00,120.04,6,2023,164
"3920",2023-06-13 07:00:00,103.12,7,2023,164
"3921",2023-06-13 08:00:00,85.08,8,2023,164
"3922",2023-06-13 09:00:00,85.19,9,2023,164
"3923",2023-06-13 10:00:00,85.19,10,2023,164
"3924",2023-06-13 11:00:00,85.2,11,2023,164
"3925",2023-06-13 12:00:00,108.05,12,2023,164
"3926",2023-06-13 13:00:00,128.96,13,2023,164
"3927",2023-06-13 14:00:00,175.08,14,2023,164
"3928",2023-06-13 15:00:00,125.09,15,2023,164
"3929",2023-06-13 16:00:00,124.4,16,2023,164
"3930",2023-06-13 17:00:00,161.14,17,2023,164
"3931",2023-06-13 18:00:00,159.33,18,2023,164
"3932",2023-06-13 19:00:00,115.08,19,2023,164
"3933",2023-06-13 20:00:00,105,20,2023,164
"3934",2023-06-13 21:00:00,98.38,21,2023,164
"3935",2023-06-13 22:00:00,96.28,22,2023,164
"3936",2023-06-13 23:00:00,88.68,23,2023,164
"3937",2023-06-14,86.98,0,2023,165
"3938",2023-06-14 01:00:00,86.25,1,2023,165
"3939",2023-06-14 02:00:00,88.17,2,2023,165
"3940",2023-06-14 03:00:00,107.05,3,2023,165
"3941",2023-06-14 04:00:00,135,4,2023,165
"3942",2023-06-14 05:00:00,136.99,5,2023,165
"3943",2023-06-14 06:00:00,128,6,2023,165
"3944",2023-06-14 07:00:00,103.32,7,2023,165
"3945",2023-06-14 08:00:00,87.66,8,2023,165
"3946",2023-06-14 09:00:00,92.2,9,2023,165
"3947",2023-06-14 10:00:00,104.84,10,2023,165
"3948",2023-06-14 11:00:00,85.79,11,2023,165
"3949",2023-06-14 12:00:00,93.99,12,2023,165
"3950",2023-06-14 13:00:00,120.94,13,2023,165
"3951",2023-06-14 14:00:00,124.02,14,2023,165
"3952",2023-06-14 15:00:00,116.43,15,2023,165
"3953",2023-06-14 16:00:00,119.98,16,2023,165
"3954",2023-06-14 17:00:00,142.07,17,2023,165
"3955",2023-06-14 18:00:00,152.79,18,2023,165
"3956",2023-06-14 19:00:00,144.3,19,2023,165
"3957",2023-06-14 20:00:00,119.77,20,2023,165
"3958",2023-06-14 21:00:00,108.7,21,2023,165
"3959",2023-06-14 22:00:00,107.12,22,2023,165
"3960",2023-06-14 23:00:00,105.02,23,2023,165
"3961",2023-06-15,105,0,2023,166
"3962",2023-06-15 01:00:00,100.38,1,2023,166
"3963",2023-06-15 02:00:00,100.37,2,2023,166
"3964",2023-06-15 03:00:00,113.38,3,2023,166
"3965",2023-06-15 04:00:00,159.99,4,2023,166
"3966",2023-06-15 05:00:00,250.02,5,2023,166
"3967",2023-06-15 06:00:00,140.07,6,2023,166
"3968",2023-06-15 07:00:00,116,7,2023,166
"3969",2023-06-15 08:00:00,103.66,8,2023,166
"3970",2023-06-15 09:00:00,105.09,9,2023,166
"3971",2023-06-15 10:00:00,105.1,10,2023,166
"3972",2023-06-15 11:00:00,105.1,11,2023,166
"3973",2023-06-15 12:00:00,116.03,12,2023,166
"3974",2023-06-15 13:00:00,127.69,13,2023,166
"3975",2023-06-15 14:00:00,134.38,14,2023,166
"3976",2023-06-15 15:00:00,127.7,15,2023,166
"3977",2023-06-15 16:00:00,127.69,16,2023,166
"3978",2023-06-15 17:00:00,158.41,17,2023,166
"3979",2023-06-15 18:00:00,179.22,18,2023,166
"3980",2023-06-15 19:00:00,172.54,19,2023,166
"3981",2023-06-15 20:00:00,150.76,20,2023,166
"3982",2023-06-15 21:00:00,125.31,21,2023,166
"3983",2023-06-15 22:00:00,126.16,22,2023,166
"3984",2023-06-15 23:00:00,121.78,23,2023,166
"3985",2023-06-16,115.72,0,2023,167
"3986",2023-06-16 01:00:00,112.84,1,2023,167
"3987",2023-06-16 02:00:00,113.2,2,2023,167
"3988",2023-06-16 03:00:00,88.98,3,2023,167
"3989",2023-06-16 04:00:00,131.21,4,2023,167
"3990",2023-06-16 05:00:00,88.97,5,2023,167
"3991",2023-06-16 06:00:00,86.59,6,2023,167
"3992",2023-06-16 07:00:00,86.78,7,2023,167
"3993",2023-06-16 08:00:00,77.99,8,2023,167
"3994",2023-06-16 09:00:00,68.76,9,2023,167
"3995",2023-06-16 10:00:00,66.94,10,2023,167
"3996",2023-06-16 11:00:00,64.66,11,2023,167
"3997",2023-06-16 12:00:00,62.6,12,2023,167
"3998",2023-06-16 13:00:00,62.7,13,2023,167
"3999",2023-06-16 14:00:00,64.08,14,2023,167
"4000",2023-06-16 15:00:00,65.94,15,2023,167
"4001",2023-06-16 16:00:00,66.58,16,2023,167
"4002",2023-06-16 17:00:00,88.91,17,2023,167
"4003",2023-06-16 18:00:00,175.1,18,2023,167
"4004",2023-06-16 19:00:00,170.39,19,2023,167
"4005",2023-06-16 20:00:00,88.99,20,2023,167
"4006",2023-06-16 21:00:00,135.83,21,2023,167
"4007",2023-06-16 22:00:00,130.81,22,2023,167
"4008",2023-06-16 23:00:00,122.8,23,2023,167
"4009",2023-06-17,120.12,0,2023,168
"4010",2023-06-17 01:00:00,116.57,1,2023,168
"4011",2023-06-17 02:00:00,111.1,2,2023,168
"4012",2023-06-17 03:00:00,109.95,3,2023,168
"4013",2023-06-17 04:00:00,110.54,4,2023,168
"4014",2023-06-17 05:00:00,108.19,5,2023,168
"4015",2023-06-17 06:00:00,55.63,6,2023,168
"4016",2023-06-17 07:00:00,55.07,7,2023,168
"4017",2023-06-17 08:00:00,54.46,8,2023,168
"4018",2023-06-17 09:00:00,53.83,9,2023,168
"4019",2023-06-17 10:00:00,55.31,10,2023,168
"4020",2023-06-17 11:00:00,48.4,11,2023,168
"4021",2023-06-17 12:00:00,40.34,12,2023,168
"4022",2023-06-17 13:00:00,55.11,13,2023,168
"4023",2023-06-17 14:00:00,55.65,14,2023,168
"4024",2023-06-17 15:00:00,57.5,15,2023,168
"4025",2023-06-17 16:00:00,115.31,16,2023,168
"4026",2023-06-17 17:00:00,137.79,17,2023,168
"4027",2023-06-17 18:00:00,146.97,18,2023,168
"4028",2023-06-17 19:00:00,154.75,19,2023,168
"4029",2023-06-17 20:00:00,146.27,20,2023,168
"4030",2023-06-17 21:00:00,136.65,21,2023,168
"4031",2023-06-17 22:00:00,129.05,22,2023,168
"4032",2023-06-17 23:00:00,118.58,23,2023,168
"4033",2023-06-18,111.23,0,2023,169
"4034",2023-06-18 01:00:00,106.25,1,2023,169
"4035",2023-06-18 02:00:00,101.51,2,2023,169
"4036",2023-06-18 03:00:00,103.02,3,2023,169
"4037",2023-06-18 04:00:00,97.37,4,2023,169
"4038",2023-06-18 05:00:00,92.06,5,2023,169
"4039",2023-06-18 06:00:00,85,6,2023,169
"4040",2023-06-18 07:00:00,54.92,7,2023,169
"4041",2023-06-18 08:00:00,55.96,8,2023,169
"4042",2023-06-18 09:00:00,52.36,9,2023,169
"4043",2023-06-18 10:00:00,45.79,10,2023,169
"4044",2023-06-18 11:00:00,30.1,11,2023,169
"4045",2023-06-18 12:00:00,25.79,12,2023,169
"4046",2023-06-18 13:00:00,48.98,13,2023,169
"4047",2023-06-18 14:00:00,71.48,14,2023,169
"4048",2023-06-18 15:00:00,92.18,15,2023,169
"4049",2023-06-18 16:00:00,107.23,16,2023,169
"4050",2023-06-18 17:00:00,130.74,17,2023,169
"4051",2023-06-18 18:00:00,139.86,18,2023,169
"4052",2023-06-18 19:00:00,137.37,19,2023,169
"4053",2023-06-18 20:00:00,138.83,20,2023,169
"4054",2023-06-18 21:00:00,117.88,21,2023,169
"4055",2023-06-18 22:00:00,101.21,22,2023,169
"4056",2023-06-18 23:00:00,94.84,23,2023,169
"4057",2023-06-19,89.69,0,2023,170
"4058",2023-06-19 01:00:00,90.79,1,2023,170
"4059",2023-06-19 02:00:00,95.26,2,2023,170
"4060",2023-06-19 03:00:00,97.14,3,2023,170
"4061",2023-06-19 04:00:00,119.42,4,2023,170
"4062",2023-06-19 05:00:00,136.87,5,2023,170
"4063",2023-06-19 06:00:00,128.39,6,2023,170
"4064",2023-06-19 07:00:00,115.65,7,2023,170
"4065",2023-06-19 08:00:00,96.31,8,2023,170
"4066",2023-06-19 09:00:00,89.95,9,2023,170
"4067",2023-06-19 10:00:00,87.58,10,2023,170
"4068",2023-06-19 11:00:00,86.31,11,2023,170
"4069",2023-06-19 12:00:00,85.38,12,2023,170
"4070",2023-06-19 13:00:00,84.97,13,2023,170
"4071",2023-06-19 14:00:00,84.34,14,2023,170
"4072",2023-06-19 15:00:00,85.2,15,2023,170
"4073",2023-06-19 16:00:00,137,16,2023,170
"4074",2023-06-19 17:00:00,139.44,17,2023,170
"4075",2023-06-19 18:00:00,193.03,18,2023,170
"4076",2023-06-19 19:00:00,174.2,19,2023,170
"4077",2023-06-19 20:00:00,146.7,20,2023,170
"4078",2023-06-19 21:00:00,131.89,21,2023,170
"4079",2023-06-19 22:00:00,129.39,22,2023,170
"4080",2023-06-19 23:00:00,112.3,23,2023,170
"4081",2023-06-20,104.19,0,2023,171
"4082",2023-06-20 01:00:00,101.37,1,2023,171
"4083",2023-06-20 02:00:00,102.32,2,2023,171
"4084",2023-06-20 03:00:00,106.69,3,2023,171
"4085",2023-06-20 04:00:00,136.11,4,2023,171
"4086",2023-06-20 05:00:00,146.14,5,2023,171
"4087",2023-06-20 06:00:00,78.51,6,2023,171
"4088",2023-06-20 07:00:00,69.15,7,2023,171
"4089",2023-06-20 08:00:00,65.05,8,2023,171
"4090",2023-06-20 09:00:00,62.07,9,2023,171
"4091",2023-06-20 10:00:00,63.52,10,2023,171
"4092",2023-06-20 11:00:00,59.68,11,2023,171
"4093",2023-06-20 12:00:00,58.84,12,2023,171
"4094",2023-06-20 13:00:00,59.43,13,2023,171
"4095",2023-06-20 14:00:00,61.65,14,2023,171
"4096",2023-06-20 15:00:00,64.45,15,2023,171
"4097",2023-06-20 16:00:00,140,16,2023,171
"4098",2023-06-20 17:00:00,160.59,17,2023,171
"4099",2023-06-20 18:00:00,161.12,18,2023,171
