"hour","day","solar","wind","load","cable","price","holiday","mon","tue","wed","thu","fri","sat","sun","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
0,1,0,102,788,1,1.38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,86,794,1,0.09,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,72,809,1,0.08,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,1,0,60,820,1,0.05,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,50,855,1,0.08,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,1,1,43,889,1,0.09,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,1,1,39,929,1,0.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,1,2,38,974,1,2.03,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8,1,5,38,1019,1,3.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,1,9,37,1017,1,4.43,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10,1,11,39,1013,1,6.06,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,1,9,42,1014,1,6.06,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12,1,5,44,1006,1,5.68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13,1,2,46,1020,1,17.71,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14,1,1,47,1051,1,24.11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15,1,1,50,1051,1,36.54,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16,1,1,55,1039,1,46.03,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17,1,1,64,1007,1,54.23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18,1,1,70,987,1,53.63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19,1,0,72,963,1,48.05,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20,1,0,71,913,1,44.68,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,1,0,67,855,1,45.96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,1,0,65,895,1,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23,1,0,68,845,1,57.91,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,63,827,1,51.67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,59,822,1,52.86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,54,820,1,44.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,48,840,1,50.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2,0,42,900,1,70.73,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2,0,37,985,1,105.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,2,1,35,1065,1,138.19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,2,3,36,1102,1,145.98,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2,10,39,1106,1,147.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,2,16,45,1092,1,145.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,2,17,51,1084,1,143.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,2,11,52,1091,1,144.38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,2,5,53,1076,1,143.76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,2,2,58,1095,1,148.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,2,0,60,1099,1,155.34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,2,0,65,1089,1,162.89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,2,0,64,1067,1,170,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,2,0,70,1033,1,174.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,2,0,67,996,1,164.46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,2,0,67,967,1,153,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,2,0,65,928,1,141.67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,2,0,63,873,1,131.67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,2,0,64,830,1,118.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,2,0,88,856,1,78.81,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,103,844,1,73.93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,115,830,1,73.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3,0,139,838,1,71.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,3,0,156,862,1,72.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,3,0,159,921,1,77.14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,3,0,156,1004,1,102.48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,3,1,149,1075,1,154.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,3,2,139,1112,1,163.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,3,3,130,1130,1,167.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,3,6,123,1131,1,168.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,3,6,119,1119,1,169.49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,3,5,116,1132,1,164.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,3,2,111,1132,1,160.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,3,1,106,1134,1,163.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,3,0,98,1155,1,167.73,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,3,0,85,1156,1,166.61,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,3,0,73,1132,1,170.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,3,0,64,1109,1,168.93,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,3,0,56,1080,1,160.99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,3,0,51,1049,1,149.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,3,0,48,993,1,131.05,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,3,0,49,938,1,114.27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,3,0,48,916,1,93.66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,3,1,50,846,1,82.88,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,1,49,827,1,78.84,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,1,46,835,1,69.93,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,4,1,43,842,1,69.26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,4,0,40,873,1,71.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,4,1,36,942,1,81.73,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,4,1,32,1039,1,112.76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,4,1,27,1130,1,126.72,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,4,3,22,1172,1,127.91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,4,6,19,1205,1,127.92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,4,10,15,1196,1,125.08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,4,11,11,1169,1,138.88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,4,9,8,1182,1,135.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,4,5,7,1172,1,136.74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,4,2,7,1170,1,130.08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,4,1,10,1171,1,130.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,4,1,17,1163,1,125.07,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,4,1,28,1144,1,133.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,4,1,44,1108,1,125.01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,4,1,60,1079,1,119.88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,4,1,75,1033,1,64.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,4,1,93,970,1,57.26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,4,1,110,908,1,37.94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,4,1,126,1079,1,30.82,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,4,0,142,851,1,30.03,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,155,839,1,28.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,0,164,837,1,27.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,5,0,168,853,1,27.76,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,5,0,172,889,1,28.63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,5,0,177,957,1,39.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,1,181,1038,1,62.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,5,1,183,1119,1,85.53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,5,4,181,1149,1,93.54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,5,13,171,1164,1,107.92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,5,24,161,1167,1,128.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,5,30,158,1159,1,139.64,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,5,24,151,1172,1,139.99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,5,11,155,1171,1,142.58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,5,3,156,1180,1,149.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,5,1,150,1202,1,155.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,5,0,150,1195,1,168.59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,5,0,142,1181,1,190.03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,5,0,131,1160,1,190,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,5,0,116,1145,1,173.71,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,5,0,102,1099,1,160.05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,5,0,89,1050,1,148.62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,5,0,80,1001,1,141.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,5,0,74,975,1,127,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,5,0,42,933,1,107.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,6,0,38,922,1,101.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,6,0,33,926,1,96.73,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,6,0,29,933,1,82.34,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,6,0,24,964,1,81.93,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,6,0,20,1044,1,98.11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,6,1,15,1125,1,100.72,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,6,1,12,1205,1,128.3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,6,5,10,1250,1,135.57,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,6,17,8,1282,1,126.91,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,6,31,8,1287,1,123.17,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,6,36,8,1292,1,116.12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,6,28,8,1302,1,116.83,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,6,13,10,1280,1,106.79,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,6,3,12,1279,1,127.54,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,6,1,19,1293,1,131.27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,6,0,27,1292,1,135.62,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,6,0,35,1264,1,150.72,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,6,0,48,1229,1,142.11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,6,0,58,1206,1,119.92,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,6,0,62,1164,1,107.22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,6,0,68,1106,1,101.02,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,6,0,74,1039,1,74.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,6,0,79,1035,1,71.74,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,6,0,90,805,1,71.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,7,0,91,793,1,69.93,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7,0,91,786,1,69.94,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,7,0,93,796,1,70.95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,7,0,97,803,1,73.83,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,7,0,99,805,1,75.26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,7,1,102,844,1,81.83,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6,7,1,106,894,1,75.97,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,7,3,112,941,1,104.86,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8,7,9,116,978,1,137.07,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9,7,17,117,1000,1,126.68,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10,7,20,117,998,1,137.83,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11,7,17,115,1004,1,121.52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12,7,9,113,1005,1,95.22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13,7,3,116,1021,1,95.27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14,7,1,125,1058,1,139.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,7,1,131,1072,1,161.63,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16,7,0,134,1039,1,110.71,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,7,0,138,990,1,104.88,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,7,0,145,952,1,143.98,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
19,7,0,142,921,1,95.22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20,7,0,143,876,1,59.99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,7,0,144,871,1,48.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,7,0,145,851,1,35.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23,7,0,132,844,1,24.44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,0,130,829,1,52.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,8,0,129,818,1,46.16,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,8,0,128,813,1,34.41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3,8,0,130,817,1,44.38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,8,0,127,832,1,9.92,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,8,1,129,855,1,49.71,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6,8,1,133,885,1,57.67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,8,2,137,917,1,75.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8,8,4,139,942,1,95.76,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9,8,6,143,965,1,98.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10,8,6,142,976,1,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
11,8,5,147,982,1,47,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
12,8,3,152,994,1,48.96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13,8,2,157,1016,1,54.91,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
14,8,1,164,1067,1,63.49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
15,8,1,168,1069,1,66.11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16,8,0,172,1061,1,69.19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17,8,0,176,1025,1,69.91,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18,8,0,179,1004,1,65.62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19,8,0,182,986,1,60.98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20,8,0,184,952,1,57.41,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,8,0,185,904,1,50.02,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,8,0,186,870,1,46.29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23,8,0,164,1005,1,69.04,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,9,0,165,992,1,64.38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,9,0,165,992,1,60.28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,9,0,164,992,1,39.41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,9,0,164,1013,1,47.34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,9,0,163,1095,1,73.11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,9,1,162,1186,1,112.29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,9,1,165,1259,1,156.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,9,2,164,1312,1,175.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,9,3,160,1332,1,172.89,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,9,4,158,1330,1,155.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,9,4,154,1324,1,156.71,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,9,4,146,1323,1,140.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,9,2,140,1307,1,140.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,9,1,136,1313,1,146.44,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,9,1,134,1329,1,147.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,9,1,133,1328,1,158.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,9,0,132,1314,1,153.07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,9,0,129,1287,1,104.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,9,0,127,1253,1,104.04,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,9,0,128,1223,1,104.07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,9,0,133,1169,1,93.82,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,9,0,136,1096,1,83.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,9,0,138,1059,1,80.59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,9,0,134,998,1,76.05,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10,0,132,995,1,79.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,0,130,970,1,78.82,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,10,0,126,974,1,80.06,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,10,0,122,999,1,83.16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,10,0,117,1073,1,104.63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,10,1,115,1172,1,117.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,10,1,115,1264,1,149.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,10,2,117,1297,1,169.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,10,3,121,1298,1,156.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,10,3,127,1306,1,149.38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,10,3,136,1303,1,142.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,10,3,147,1307,1,149.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,10,2,152,1300,1,139.97,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,10,1,151,1297,1,149.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,10,1,149,1305,1,142.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,10,0,146,1288,1,139.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,10,0,143,1264,1,142.83,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,10,0,142,1228,1,169.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,10,0,140,1189,1,149.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,10,0,136,1150,1,105.64,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,10,0,130,1092,1,142.04,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,10,0,125,1026,1,105.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,10,0,121,992,1,87.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,10,0,91,1024,1,52.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,11,0,95,1010,1,31.85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,11,0,100,1004,1,25.17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,11,0,104,992,1,22.57,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,11,0,107,1021,1,41.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,11,0,112,1113,1,65.81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,11,1,122,1211,1,117.59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
