"hour","day","solar","wind","load","cable","price","holiday","mon","tue","wed","thu","fri","sat","sun","jan","feb","mar","apr","may","jun","jul","aug","sep","oct","nov","dec"
21,42,0,82,1031,1,94.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,42,0,82,1134,1,86.63,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23,42,0,92,969,1,121.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,43,0,87,945,1,110.27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,43,0,73,931,1,33.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,43,0,68,934,1,70.04,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,43,0,67,958,1,111.82,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,43,0,67,997,1,111.87,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,43,1,71,1049,1,111.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,43,6,76,1082,1,111.88,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,43,25,83,1136,1,130.01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,43,42,93,1164,1,130.03,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,43,48,106,1158,1,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10,43,44,125,1151,1,111.87,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,43,37,146,1146,1,111.83,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12,43,25,159,1141,1,111.88,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,43,13,165,1139,1,111.88,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14,43,4,166,1164,1,111.85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15,43,1,161,1213,1,111.9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16,43,0,157,1218,1,130.03,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17,43,1,151,1189,1,130,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,43,0,150,1159,1,111.86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19,43,0,150,1106,1,111.86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,43,0,150,1046,1,111.87,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21,43,0,145,981,1,20.07,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,43,0,145,1117,1,16.16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,43,0,147,928,1,110.01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,44,0,144,905,1,110.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,44,0,138,900,1,13.67,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,44,0,139,904,1,12.68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,44,0,148,944,1,100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,44,0,152,1039,1,136.77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,44,1,157,1142,1,140.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,44,5,162,1211,1,196.08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,44,27,167,1237,1,180.57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,44,58,182,1223,1,130.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,44,80,199,1200,1,130.02,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,44,87,220,1168,1,111.88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,44,78,239,1168,1,111.89,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,44,55,250,1161,1,111.86,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,44,27,254,1163,1,111.86,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,44,7,252,1177,1,111.87,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,44,1,247,1232,1,130.02,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,44,0,239,1230,1,173.02,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,44,0,222,1197,1,179.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,44,0,203,1167,1,130.04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,44,0,200,1115,1,110.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,44,0,193,1071,1,110.04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,44,0,192,1001,1,39.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,44,0,197,970,1,45.05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,44,0,183,898,1,85.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,45,0,177,890,1,55.69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,45,0,171,880,1,85.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,45,0,160,880,1,104.94,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,45,0,152,917,1,111.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,45,0,124,1017,1,138.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,45,2,111,1122,1,162.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,45,10,82,1198,1,193.79,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,45,47,60,1236,1,200.57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,45,96,40,1214,1,174.61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,45,132,22,1188,1,121.67,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,45,142,14,1171,1,121.18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,45,131,7,1172,1,130.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,45,96,3,1163,1,125.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,45,49,3,1169,1,128.79,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,45,12,3,1165,1,132.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,45,1,6,1205,1,152.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,45,0,10,1199,1,176.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,45,0,13,1170,1,193.59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,45,0,17,1136,1,156.09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,45,0,18,1097,1,156.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,45,0,18,1058,1,156.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,45,0,23,996,1,147.41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,45,0,20,944,1,122.52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,45,0,24,907,1,99.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,46,0,22,895,1,76.13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,46,0,20,886,1,68.09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,46,0,19,884,1,69.07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,46,0,17,927,1,111.38,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,46,0,16,1046,1,149.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,46,1,13,1155,1,157.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,46,4,12,1227,1,185,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,46,12,11,1251,1,188.76,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,46,23,11,1247,1,171.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,46,34,12,1222,1,157.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,46,38,18,1203,1,150.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,46,35,19,1200,1,155.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,46,25,19,1182,1,150.34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,46,13,16,1173,1,128.98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,46,3,18,1176,1,128.95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,46,1,24,1209,1,157.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,46,0,25,1218,1,158.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,46,0,28,1182,1,157.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,46,0,34,1145,1,159.91,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,46,0,35,1100,1,120.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,46,0,42,1024,1,125.07,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,46,0,43,955,1,103.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,46,0,47,944,1,75.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,46,0,56,875,1,111.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,47,0,56,859,1,69.38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,47,0,58,859,1,50.03,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,47,0,59,849,1,46.65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,47,0,59,892,1,45.88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,47,0,63,1007,1,142.79,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,47,1,61,1124,1,154.32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,47,3,61,1204,1,162.51,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,47,7,60,1224,1,164.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,47,15,61,1213,1,158.52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,47,20,64,1195,1,146.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,47,23,66,1186,1,138.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,47,21,66,1202,1,129.48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,47,15,62,1190,1,133.21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,47,8,67,1181,1,144.85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,47,3,70,1178,1,160.14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,47,1,69,1203,1,150.84,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,47,0,75,1199,1,162.02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,47,0,79,1161,1,160.63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,47,0,80,1134,1,146.52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,47,0,78,1076,1,129.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,47,0,77,1006,1,148.03,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,47,0,62,928,1,66.31,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,47,0,58,887,1,65.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,47,0,46,860,1,60.09,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,48,0,45,846,1,84.76,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,48,0,45,850,1,58.15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,48,0,47,866,1,72.93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,48,0,50,902,1,92.69,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,48,0,52,1003,1,145.43,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,48,1,51,1111,1,150.01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,48,2,50,1194,1,158.52,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,48,6,52,1214,1,157.27,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,48,11,57,1213,1,156.29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,48,15,66,1188,1,152.95,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,48,17,72,1178,1,159.23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,48,16,80,1172,1,146.67,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,48,11,78,1168,1,141.62,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,48,7,95,1170,1,139.03,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,48,2,107,1171,1,137.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,48,1,130,1193,1,137.26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,48,0,156,1182,1,141.22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,48,0,187,1150,1,124.67,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,48,0,216,1117,1,75.03,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,48,0,230,1061,1,40.02,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,48,0,238,997,1,40.04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,48,0,243,925,1,29.79,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,48,0,243,881,1,22.22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,48,0,223,942,1,27.46,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,49,0,201,911,1,24.93,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,49,0,187,903,1,22.98,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,49,0,160,903,1,36.62,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,49,0,123,920,1,61.15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,49,0,105,961,1,77.45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,49,1,87,1017,1,26.78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,49,2,75,1054,1,28.89,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,49,6,71,1094,1,93.73,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8,49,12,62,1107,1,100.19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9,49,18,56,1112,1,99.45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10,49,19,55,1110,1,100.44,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
11,49,16,48,1137,1,91.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,49,10,46,1141,1,82.74,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13,49,5,46,1119,1,86.37,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,49,2,50,1118,1,91.86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15,49,0,65,1164,1,109.18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16,49,0,80,1186,1,109.84,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
17,49,0,105,1164,1,108.78,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,49,0,127,1140,1,90.39,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19,49,0,135,1103,1,71.02,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,49,0,140,1046,1,106.57,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21,49,0,144,984,1,107.99,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,49,0,147,954,1,72.06,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23,49,0,175,918,1,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,50,0,164,900,1,40.01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,50,0,164,885,1,41.9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,50,0,174,885,1,84.42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3,50,0,162,903,1,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,50,0,168,942,1,46.12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5,50,1,155,988,1,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,50,3,151,1035,1,45.59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,50,8,158,1067,1,107.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,50,18,159,1082,1,88.78,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,50,24,162,1080,1,73.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10,50,26,161,1072,1,81.91,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,50,24,159,1068,1,90.48,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12,50,18,159,1072,1,90.45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
13,50,9,158,1069,1,87.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14,50,3,157,1093,1,103,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15,50,1,155,1152,1,107.21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16,50,0,142,1161,1,115.52,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17,50,0,149,1149,1,113.79,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,50,0,142,1125,1,103.31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
19,50,0,132,1084,1,96.38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,50,0,120,1035,1,107.24,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21,50,0,107,962,1,104.72,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,50,0,91,930,1,85.17,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23,50,0,76,875,1,62.31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,51,0,55,858,1,45.04,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,51,0,40,850,1,42.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,51,0,28,859,1,33.18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,51,0,20,895,1,32.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,51,0,15,1002,1,83.36,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,51,1,9,1109,1,107.13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,51,8,8,1179,1,113.77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,51,24,9,1204,1,115.18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,51,39,12,1200,1,109.86,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,51,48,17,1176,1,107.09,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,51,47,25,1167,1,106.66,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,51,40,39,1175,1,105.56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,51,26,61,1153,1,104.72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,51,13,84,1155,1,100.06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,51,4,105,1149,1,94.89,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,51,1,123,1181,1,104.71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,51,0,133,1170,1,105.56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,51,0,139,1139,1,105.56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,51,0,146,1104,1,105.21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,51,0,142,1065,1,85.47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,51,0,131,1017,1,61.21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,51,0,134,955,1,50.61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,51,0,131,919,1,43,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,51,0,123,926,1,45.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,52,0,118,921,1,42.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,52,0,113,932,1,42.84,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,52,0,109,942,1,44.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,52,0,102,976,1,61.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,52,0,97,1079,1,99.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,52,1,79,1172,1,145.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,52,9,60,1262,1,114.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,52,26,46,1296,1,117.43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,52,48,37,1290,1,119.76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,52,63,33,1263,1,114.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,52,64,32,1242,1,130.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,52,56,34,1251,1,129.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,52,41,36,1234,1,108.18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,52,22,38,1230,1,113.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,52,7,38,1209,1,114.91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,52,2,39,1234,1,142.78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,52,0,39,1248,1,164.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,52,0,35,1210,1,178.13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,52,0,30,1176,1,176.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,52,0,25,1132,1,165.92,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,52,0,21,1074,1,154.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,52,0,17,1000,1,120.03,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,52,0,15,975,1,110.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,52,0,16,954,1,136.54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,53,0,6,940,1,113.16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,53,0,6,935,1,112.53,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
