MTU (UTC),DateTime,Generation - Solar [MW] Day Ahead/ BZN|EE,Generation - Solar [MW] Intraday / BZN|EE,Generation - Solar [MW] Current / BZN|EE,Generation - Wind Offshore [MW] Day Ahead/ BZN|EE,Generation - Wind Offshore [MW] Intraday / BZN|EE,Generation - Wind Offshore [MW] Current / BZN|EE,Generation - Wind Onshore [MW] Day Ahead/ BZN|EE,Generation - Wind Onshore [MW] Intraday / BZN|EE,Generation - Wind Onshore [MW] Current / BZN|EE
14.11.2024 11:00 - 14.11.2024 12:00,14.11.2024 11:00,37,n/e,n/e,n/e,n/e,n/e,184,n/e,n/e
14.11.2024 12:00 - 14.11.2024 13:00,14.11.2024 12:00,24,n/e,n/e,n/e,n/e,n/e,205,n/e,n/e
14.11.2024 13:00 - 14.11.2024 14:00,14.11.2024 13:00,6,n/e,n/e,n/e,n/e,n/e,218,n/e,n/e
14.11.2024 14:00 - 14.11.2024 15:00,14.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,232,n/e,n/e
14.11.2024 15:00 - 14.11.2024 16:00,14.11.2024 15:00,1,n/e,n/e,n/e,n/e,n/e,253,n/e,n/e
14.11.2024 16:00 - 14.11.2024 17:00,14.11.2024 16:00,2,n/e,n/e,n/e,n/e,n/e,266,n/e,n/e
14.11.2024 17:00 - 14.11.2024 18:00,14.11.2024 17:00,1,n/e,n/e,n/e,n/e,n/e,266,n/e,n/e
14.11.2024 18:00 - 14.11.2024 19:00,14.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,264,n/e,n/e
14.11.2024 19:00 - 14.11.2024 20:00,14.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,252,n/e,n/e
14.11.2024 20:00 - 14.11.2024 21:00,14.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,241,n/e,n/e
14.11.2024 21:00 - 14.11.2024 22:00,14.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,222,n/e,n/e
14.11.2024 22:00 - 14.11.2024 23:00,14.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,217,n/e,n/e
14.11.2024 23:00 - 15.11.2024 00:00,14.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,236,n/e,n/e
15.11.2024 00:00 - 15.11.2024 01:00,15.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,214,n/e,n/e
15.11.2024 01:00 - 15.11.2024 02:00,15.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,195,n/e,n/e
15.11.2024 02:00 - 15.11.2024 03:00,15.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,187,n/e,n/e
15.11.2024 03:00 - 15.11.2024 04:00,15.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,200,n/e,n/e
15.11.2024 04:00 - 15.11.2024 05:00,15.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,203,n/e,n/e
15.11.2024 05:00 - 15.11.2024 06:00,15.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,204,n/e,n/e
15.11.2024 06:00 - 15.11.2024 07:00,15.11.2024 06:00,4,n/e,n/e,n/e,n/e,n/e,201,n/e,n/e
15.11.2024 07:00 - 15.11.2024 08:00,15.11.2024 07:00,16,n/e,n/e,n/e,n/e,n/e,203,n/e,n/e
15.11.2024 08:00 - 15.11.2024 09:00,15.11.2024 08:00,28,n/e,n/e,n/e,n/e,n/e,209,n/e,n/e
15.11.2024 09:00 - 15.11.2024 10:00,15.11.2024 09:00,35,n/e,n/e,n/e,n/e,n/e,215,n/e,n/e
15.11.2024 10:00 - 15.11.2024 11:00,15.11.2024 10:00,36,n/e,n/e,n/e,n/e,n/e,221,n/e,n/e
15.11.2024 11:00 - 15.11.2024 12:00,15.11.2024 11:00,29,n/e,n/e,n/e,n/e,n/e,226,n/e,n/e
15.11.2024 12:00 - 15.11.2024 13:00,15.11.2024 12:00,18,n/e,n/e,n/e,n/e,n/e,218,n/e,n/e
15.11.2024 13:00 - 15.11.2024 14:00,15.11.2024 13:00,5,n/e,n/e,n/e,n/e,n/e,220,n/e,n/e
15.11.2024 14:00 - 15.11.2024 15:00,15.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,244,n/e,n/e
15.11.2024 15:00 - 15.11.2024 16:00,15.11.2024 15:00,1,n/e,n/e,n/e,n/e,n/e,254,n/e,n/e
15.11.2024 16:00 - 15.11.2024 17:00,15.11.2024 16:00,1,n/e,n/e,n/e,n/e,n/e,259,n/e,n/e
15.11.2024 17:00 - 15.11.2024 18:00,15.11.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,260,n/e,n/e
15.11.2024 18:00 - 15.11.2024 19:00,15.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,261,n/e,n/e
15.11.2024 19:00 - 15.11.2024 20:00,15.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,267,n/e,n/e
15.11.2024 20:00 - 15.11.2024 21:00,15.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,287,n/e,n/e
15.11.2024 21:00 - 15.11.2024 22:00,15.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,306,n/e,n/e
15.11.2024 22:00 - 15.11.2024 23:00,15.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,318,n/e,n/e
15.11.2024 23:00 - 16.11.2024 00:00,15.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,337,n/e,n/e
16.11.2024 00:00 - 16.11.2024 01:00,16.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,326,n/e,n/e
16.11.2024 01:00 - 16.11.2024 02:00,16.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,321,n/e,n/e
16.11.2024 02:00 - 16.11.2024 03:00,16.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,318,n/e,n/e
16.11.2024 03:00 - 16.11.2024 04:00,16.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,331,n/e,n/e
16.11.2024 04:00 - 16.11.2024 05:00,16.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,379,n/e,n/e
16.11.2024 05:00 - 16.11.2024 06:00,16.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,385,n/e,n/e
16.11.2024 06:00 - 16.11.2024 07:00,16.11.2024 06:00,2,n/e,n/e,n/e,n/e,n/e,429,n/e,n/e
16.11.2024 07:00 - 16.11.2024 08:00,16.11.2024 07:00,10,n/e,n/e,n/e,n/e,n/e,458,n/e,n/e
16.11.2024 08:00 - 16.11.2024 09:00,16.11.2024 08:00,18,n/e,n/e,n/e,n/e,n/e,464,n/e,n/e
16.11.2024 09:00 - 16.11.2024 10:00,16.11.2024 09:00,22,n/e,n/e,n/e,n/e,n/e,397,n/e,n/e
16.11.2024 10:00 - 16.11.2024 11:00,16.11.2024 10:00,22,n/e,n/e,n/e,n/e,n/e,409,n/e,n/e
16.11.2024 11:00 - 16.11.2024 12:00,16.11.2024 11:00,19,n/e,n/e,n/e,n/e,n/e,410,n/e,n/e
16.11.2024 12:00 - 16.11.2024 13:00,16.11.2024 12:00,14,n/e,n/e,n/e,n/e,n/e,445,n/e,n/e
16.11.2024 13:00 - 16.11.2024 14:00,16.11.2024 13:00,4,n/e,n/e,n/e,n/e,n/e,446,n/e,n/e
16.11.2024 14:00 - 16.11.2024 15:00,16.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,448,n/e,n/e
16.11.2024 15:00 - 16.11.2024 16:00,16.11.2024 15:00,1,n/e,n/e,n/e,n/e,n/e,478,n/e,n/e
16.11.2024 16:00 - 16.11.2024 17:00,16.11.2024 16:00,1,n/e,n/e,n/e,n/e,n/e,476,n/e,n/e
16.11.2024 17:00 - 16.11.2024 18:00,16.11.2024 17:00,1,n/e,n/e,n/e,n/e,n/e,468,n/e,n/e
16.11.2024 18:00 - 16.11.2024 19:00,16.11.2024 18:00,1,n/e,n/e,n/e,n/e,n/e,429,n/e,n/e
16.11.2024 19:00 - 16.11.2024 20:00,16.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,420,n/e,n/e
16.11.2024 20:00 - 16.11.2024 21:00,16.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,382,n/e,n/e
16.11.2024 21:00 - 16.11.2024 22:00,16.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,378,n/e,n/e
16.11.2024 22:00 - 16.11.2024 23:00,16.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,375,n/e,n/e
16.11.2024 23:00 - 17.11.2024 00:00,16.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,325,n/e,n/e
17.11.2024 00:00 - 17.11.2024 01:00,17.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,322,n/e,n/e
17.11.2024 01:00 - 17.11.2024 02:00,17.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,306,n/e,n/e
17.11.2024 02:00 - 17.11.2024 03:00,17.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,377,n/e,n/e
17.11.2024 03:00 - 17.11.2024 04:00,17.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,390,n/e,n/e
17.11.2024 04:00 - 17.11.2024 05:00,17.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,422,n/e,n/e
17.11.2024 05:00 - 17.11.2024 06:00,17.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,425,n/e,n/e
17.11.2024 06:00 - 17.11.2024 07:00,17.11.2024 06:00,4,n/e,n/e,n/e,n/e,n/e,466,n/e,n/e
17.11.2024 07:00 - 17.11.2024 08:00,17.11.2024 07:00,23,n/e,n/e,n/e,n/e,n/e,468,n/e,n/e
17.11.2024 08:00 - 17.11.2024 09:00,17.11.2024 08:00,48,n/e,n/e,n/e,n/e,n/e,461,n/e,n/e
17.11.2024 09:00 - 17.11.2024 10:00,17.11.2024 09:00,66,n/e,n/e,n/e,n/e,n/e,459,n/e,n/e
17.11.2024 10:00 - 17.11.2024 11:00,17.11.2024 10:00,68,n/e,n/e,n/e,n/e,n/e,454,n/e,n/e
17.11.2024 11:00 - 17.11.2024 12:00,17.11.2024 11:00,53,n/e,n/e,n/e,n/e,n/e,446,n/e,n/e
17.11.2024 12:00 - 17.11.2024 13:00,17.11.2024 12:00,27,n/e,n/e,n/e,n/e,n/e,436,n/e,n/e
17.11.2024 13:00 - 17.11.2024 14:00,17.11.2024 13:00,6,n/e,n/e,n/e,n/e,n/e,423,n/e,n/e
17.11.2024 14:00 - 17.11.2024 15:00,17.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,416,n/e,n/e
17.11.2024 15:00 - 17.11.2024 16:00,17.11.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,401,n/e,n/e
17.11.2024 16:00 - 17.11.2024 17:00,17.11.2024 16:00,1,n/e,n/e,n/e,n/e,n/e,391,n/e,n/e
17.11.2024 17:00 - 17.11.2024 18:00,17.11.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,383,n/e,n/e
17.11.2024 18:00 - 17.11.2024 19:00,17.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,366,n/e,n/e
17.11.2024 19:00 - 17.11.2024 20:00,17.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,346,n/e,n/e
17.11.2024 20:00 - 17.11.2024 21:00,17.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,327,n/e,n/e
17.11.2024 21:00 - 17.11.2024 22:00,17.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,312,n/e,n/e
17.11.2024 22:00 - 17.11.2024 23:00,17.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,299,n/e,n/e
17.11.2024 23:00 - 18.11.2024 00:00,17.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,340,n/e,n/e
18.11.2024 00:00 - 18.11.2024 01:00,18.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,334,n/e,n/e
18.11.2024 01:00 - 18.11.2024 02:00,18.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,326,n/e,n/e
18.11.2024 02:00 - 18.11.2024 03:00,18.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,310,n/e,n/e
18.11.2024 03:00 - 18.11.2024 04:00,18.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,286,n/e,n/e
18.11.2024 04:00 - 18.11.2024 05:00,18.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,265,n/e,n/e
18.11.2024 05:00 - 18.11.2024 06:00,18.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,243,n/e,n/e
18.11.2024 06:00 - 18.11.2024 07:00,18.11.2024 06:00,4,n/e,n/e,n/e,n/e,n/e,232,n/e,n/e
18.11.2024 07:00 - 18.11.2024 08:00,18.11.2024 07:00,25,n/e,n/e,n/e,n/e,n/e,222,n/e,n/e
18.11.2024 08:00 - 18.11.2024 09:00,18.11.2024 08:00,58,n/e,n/e,n/e,n/e,n/e,219,n/e,n/e
18.11.2024 09:00 - 18.11.2024 10:00,18.11.2024 09:00,81,n/e,n/e,n/e,n/e,n/e,211,n/e,n/e
18.11.2024 10:00 - 18.11.2024 11:00,18.11.2024 10:00,82,n/e,n/e,n/e,n/e,n/e,206,n/e,n/e
18.11.2024 11:00 - 18.11.2024 12:00,18.11.2024 11:00,59,n/e,n/e,n/e,n/e,n/e,192,n/e,n/e
18.11.2024 12:00 - 18.11.2024 13:00,18.11.2024 12:00,29,n/e,n/e,n/e,n/e,n/e,171,n/e,n/e
18.11.2024 13:00 - 18.11.2024 14:00,18.11.2024 13:00,6,n/e,n/e,n/e,n/e,n/e,156,n/e,n/e
18.11.2024 14:00 - 18.11.2024 15:00,18.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,152,n/e,n/e
18.11.2024 15:00 - 18.11.2024 16:00,18.11.2024 15:00,1,n/e,n/e,n/e,n/e,n/e,141,n/e,n/e
18.11.2024 16:00 - 18.11.2024 17:00,18.11.2024 16:00,1,n/e,n/e,n/e,n/e,n/e,130,n/e,n/e
18.11.2024 17:00 - 18.11.2024 18:00,18.11.2024 17:00,1,n/e,n/e,n/e,n/e,n/e,124,n/e,n/e
18.11.2024 18:00 - 18.11.2024 19:00,18.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
18.11.2024 19:00 - 18.11.2024 20:00,18.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,117,n/e,n/e
18.11.2024 20:00 - 18.11.2024 21:00,18.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,116,n/e,n/e
18.11.2024 21:00 - 18.11.2024 22:00,18.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,115,n/e,n/e
18.11.2024 22:00 - 18.11.2024 23:00,18.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,106,n/e,n/e
18.11.2024 23:00 - 19.11.2024 00:00,18.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,116,n/e,n/e
19.11.2024 00:00 - 19.11.2024 01:00,19.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,111,n/e,n/e
19.11.2024 01:00 - 19.11.2024 02:00,19.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,109,n/e,n/e
19.11.2024 02:00 - 19.11.2024 03:00,19.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,103,n/e,n/e
19.11.2024 03:00 - 19.11.2024 04:00,19.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,96,n/e,n/e
19.11.2024 04:00 - 19.11.2024 05:00,19.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,82,n/e,n/e
19.11.2024 05:00 - 19.11.2024 06:00,19.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,78,n/e,n/e
19.11.2024 06:00 - 19.11.2024 07:00,19.11.2024 06:00,5,n/e,n/e,n/e,n/e,n/e,67,n/e,n/e
19.11.2024 07:00 - 19.11.2024 08:00,19.11.2024 07:00,28,n/e,n/e,n/e,n/e,n/e,58,n/e,n/e
19.11.2024 08:00 - 19.11.2024 09:00,19.11.2024 08:00,58,n/e,n/e,n/e,n/e,n/e,49,n/e,n/e
19.11.2024 09:00 - 19.11.2024 10:00,19.11.2024 09:00,80,n/e,n/e,n/e,n/e,n/e,40,n/e,n/e
19.11.2024 10:00 - 19.11.2024 11:00,19.11.2024 10:00,83,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
19.11.2024 11:00 - 19.11.2024 12:00,19.11.2024 11:00,63,n/e,n/e,n/e,n/e,n/e,34,n/e,n/e
19.11.2024 12:00 - 19.11.2024 13:00,19.11.2024 12:00,31,n/e,n/e,n/e,n/e,n/e,36,n/e,n/e
19.11.2024 13:00 - 19.11.2024 14:00,19.11.2024 13:00,6,n/e,n/e,n/e,n/e,n/e,44,n/e,n/e
19.11.2024 14:00 - 19.11.2024 15:00,19.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,56,n/e,n/e
19.11.2024 15:00 - 19.11.2024 16:00,19.11.2024 15:00,2,n/e,n/e,n/e,n/e,n/e,74,n/e,n/e
19.11.2024 16:00 - 19.11.2024 17:00,19.11.2024 16:00,2,n/e,n/e,n/e,n/e,n/e,87,n/e,n/e
19.11.2024 17:00 - 19.11.2024 18:00,19.11.2024 17:00,1,n/e,n/e,n/e,n/e,n/e,92,n/e,n/e
19.11.2024 18:00 - 19.11.2024 19:00,19.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,99,n/e,n/e
19.11.2024 19:00 - 19.11.2024 20:00,19.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,111,n/e,n/e
19.11.2024 20:00 - 19.11.2024 21:00,19.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,119,n/e,n/e
19.11.2024 21:00 - 19.11.2024 22:00,19.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,126,n/e,n/e
19.11.2024 22:00 - 19.11.2024 23:00,19.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,140,n/e,n/e
19.11.2024 23:00 - 20.11.2024 00:00,19.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,175,n/e,n/e
20.11.2024 00:00 - 20.11.2024 01:00,20.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,205,n/e,n/e
20.11.2024 01:00 - 20.11.2024 02:00,20.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,247,n/e,n/e
20.11.2024 02:00 - 20.11.2024 03:00,20.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,295,n/e,n/e
20.11.2024 03:00 - 20.11.2024 04:00,20.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,343,n/e,n/e
20.11.2024 04:00 - 20.11.2024 05:00,20.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,386,n/e,n/e
20.11.2024 05:00 - 20.11.2024 06:00,20.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,418,n/e,n/e
20.11.2024 06:00 - 20.11.2024 07:00,20.11.2024 06:00,1,n/e,n/e,n/e,n/e,n/e,433,n/e,n/e
20.11.2024 07:00 - 20.11.2024 08:00,20.11.2024 07:00,3,n/e,n/e,n/e,n/e,n/e,435,n/e,n/e
20.11.2024 08:00 - 20.11.2024 09:00,20.11.2024 08:00,7,n/e,n/e,n/e,n/e,n/e,439,n/e,n/e
20.11.2024 09:00 - 20.11.2024 10:00,20.11.2024 09:00,12,n/e,n/e,n/e,n/e,n/e,418,n/e,n/e
20.11.2024 10:00 - 20.11.2024 11:00,20.11.2024 10:00,14,n/e,n/e,n/e,n/e,n/e,418,n/e,n/e
20.11.2024 11:00 - 20.11.2024 12:00,20.11.2024 11:00,13,n/e,n/e,n/e,n/e,n/e,394,n/e,n/e
20.11.2024 12:00 - 20.11.2024 13:00,20.11.2024 12:00,9,n/e,n/e,n/e,n/e,n/e,381,n/e,n/e
20.11.2024 13:00 - 20.11.2024 14:00,20.11.2024 13:00,3,n/e,n/e,n/e,n/e,n/e,365,n/e,n/e
20.11.2024 14:00 - 20.11.2024 15:00,20.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,360,n/e,n/e
20.11.2024 15:00 - 20.11.2024 16:00,20.11.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,356,n/e,n/e
20.11.2024 16:00 - 20.11.2024 17:00,20.11.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,348,n/e,n/e
20.11.2024 17:00 - 20.11.2024 18:00,20.11.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,338,n/e,n/e
20.11.2024 18:00 - 20.11.2024 19:00,20.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,332,n/e,n/e
20.11.2024 19:00 - 20.11.2024 20:00,20.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,339,n/e,n/e
20.11.2024 20:00 - 20.11.2024 21:00,20.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,354,n/e,n/e
20.11.2024 21:00 - 20.11.2024 22:00,20.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,377,n/e,n/e
20.11.2024 22:00 - 20.11.2024 23:00,20.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,394,n/e,n/e
20.11.2024 23:00 - 21.11.2024 00:00,20.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 00:00 - 21.11.2024 01:00,21.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 01:00 - 21.11.2024 02:00,21.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 02:00 - 21.11.2024 03:00,21.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 03:00 - 21.11.2024 04:00,21.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 04:00 - 21.11.2024 05:00,21.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 05:00 - 21.11.2024 06:00,21.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 06:00 - 21.11.2024 07:00,21.11.2024 06:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 07:00 - 21.11.2024 08:00,21.11.2024 07:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 08:00 - 21.11.2024 09:00,21.11.2024 08:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 09:00 - 21.11.2024 10:00,21.11.2024 09:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 10:00 - 21.11.2024 11:00,21.11.2024 10:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 11:00 - 21.11.2024 12:00,21.11.2024 11:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 12:00 - 21.11.2024 13:00,21.11.2024 12:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 13:00 - 21.11.2024 14:00,21.11.2024 13:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 14:00 - 21.11.2024 15:00,21.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 15:00 - 21.11.2024 16:00,21.11.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 16:00 - 21.11.2024 17:00,21.11.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 17:00 - 21.11.2024 18:00,21.11.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 18:00 - 21.11.2024 19:00,21.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 19:00 - 21.11.2024 20:00,21.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 20:00 - 21.11.2024 21:00,21.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 21:00 - 21.11.2024 22:00,21.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,0,n/e,n/e
21.11.2024 22:00 - 21.11.2024 23:00,21.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,363,n/e,n/e
21.11.2024 23:00 - 22.11.2024 00:00,21.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,277,n/e,n/e
22.11.2024 00:00 - 22.11.2024 01:00,22.11.2024 00:00,0,n/e,n/e,n/e,n/e,n/e,279,n/e,n/e
22.11.2024 01:00 - 22.11.2024 02:00,22.11.2024 01:00,0,n/e,n/e,n/e,n/e,n/e,279,n/e,n/e
22.11.2024 02:00 - 22.11.2024 03:00,22.11.2024 02:00,0,n/e,n/e,n/e,n/e,n/e,272,n/e,n/e
22.11.2024 03:00 - 22.11.2024 04:00,22.11.2024 03:00,0,n/e,n/e,n/e,n/e,n/e,266,n/e,n/e
22.11.2024 04:00 - 22.11.2024 05:00,22.11.2024 04:00,0,n/e,n/e,n/e,n/e,n/e,265,n/e,n/e
22.11.2024 05:00 - 22.11.2024 06:00,22.11.2024 05:00,0,n/e,n/e,n/e,n/e,n/e,267,n/e,n/e
22.11.2024 06:00 - 22.11.2024 07:00,22.11.2024 06:00,3,n/e,n/e,n/e,n/e,n/e,277,n/e,n/e
22.11.2024 07:00 - 22.11.2024 08:00,22.11.2024 07:00,20,n/e,n/e,n/e,n/e,n/e,281,n/e,n/e
22.11.2024 08:00 - 22.11.2024 09:00,22.11.2024 08:00,40,n/e,n/e,n/e,n/e,n/e,289,n/e,n/e
22.11.2024 09:00 - 22.11.2024 10:00,22.11.2024 09:00,52,n/e,n/e,n/e,n/e,n/e,298,n/e,n/e
22.11.2024 10:00 - 22.11.2024 11:00,22.11.2024 10:00,52,n/e,n/e,n/e,n/e,n/e,307,n/e,n/e
22.11.2024 11:00 - 22.11.2024 12:00,22.11.2024 11:00,40,n/e,n/e,n/e,n/e,n/e,313,n/e,n/e
22.11.2024 12:00 - 22.11.2024 13:00,22.11.2024 12:00,19,n/e,n/e,n/e,n/e,n/e,300,n/e,n/e
22.11.2024 13:00 - 22.11.2024 14:00,22.11.2024 13:00,4,n/e,n/e,n/e,n/e,n/e,297,n/e,n/e
22.11.2024 14:00 - 22.11.2024 15:00,22.11.2024 14:00,0,n/e,n/e,n/e,n/e,n/e,275,n/e,n/e
22.11.2024 15:00 - 22.11.2024 16:00,22.11.2024 15:00,0,n/e,n/e,n/e,n/e,n/e,261,n/e,n/e
22.11.2024 16:00 - 22.11.2024 17:00,22.11.2024 16:00,0,n/e,n/e,n/e,n/e,n/e,254,n/e,n/e
22.11.2024 17:00 - 22.11.2024 18:00,22.11.2024 17:00,0,n/e,n/e,n/e,n/e,n/e,242,n/e,n/e
22.11.2024 18:00 - 22.11.2024 19:00,22.11.2024 18:00,0,n/e,n/e,n/e,n/e,n/e,229,n/e,n/e
22.11.2024 19:00 - 22.11.2024 20:00,22.11.2024 19:00,0,n/e,n/e,n/e,n/e,n/e,216,n/e,n/e
22.11.2024 20:00 - 22.11.2024 21:00,22.11.2024 20:00,0,n/e,n/e,n/e,n/e,n/e,207,n/e,n/e
22.11.2024 21:00 - 22.11.2024 22:00,22.11.2024 21:00,0,n/e,n/e,n/e,n/e,n/e,204,n/e,n/e
22.11.2024 22:00 - 22.11.2024 23:00,22.11.2024 22:00,0,n/e,n/e,n/e,n/e,n/e,202,n/e,n/e
22.11.2024 23:00 - 23.11.2024 00:00,22.11.2024 23:00,0,n/e,n/e,n/e,n/e,n/e,215,n/e,n/e
