"","DateTime","Solar","Wind","hour","day"
"1",2023-01-01,0,102,0,1
"2",2023-01-01 01:00:00,0,86,1,1
"3",2023-01-01 02:00:00,0,72,2,1
"4",2023-01-01 03:00:00,0,60,3,1
"5",2023-01-01 04:00:00,0,50,4,1
"6",2023-01-01 05:00:00,1,43,5,1
"7",2023-01-01 06:00:00,1,39,6,1
"8",2023-01-01 07:00:00,2,38,7,1
"9",2023-01-01 08:00:00,5,38,8,1
"10",2023-01-01 09:00:00,9,37,9,1
"11",2023-01-01 10:00:00,11,39,10,1
"12",2023-01-01 11:00:00,9,42,11,1
"13",2023-01-01 12:00:00,5,44,12,1
"14",2023-01-01 13:00:00,2,46,13,1
"15",2023-01-01 14:00:00,1,47,14,1
"16",2023-01-01 15:00:00,1,50,15,1
"17",2023-01-01 16:00:00,1,55,16,1
"18",2023-01-01 17:00:00,1,64,17,1
"19",2023-01-01 18:00:00,1,70,18,1
"20",2023-01-01 19:00:00,0,72,19,1
"21",2023-01-01 20:00:00,0,71,20,1
"22",2023-01-01 21:00:00,0,67,21,1
"23",2023-01-01 22:00:00,0,65,22,1
"24",2023-01-01 23:00:00,0,68,23,1
"25",2023-01-02,0,63,0,2
"26",2023-01-02 01:00:00,0,59,1,2
"27",2023-01-02 02:00:00,0,54,2,2
"28",2023-01-02 03:00:00,0,48,3,2
"29",2023-01-02 04:00:00,0,42,4,2
"30",2023-01-02 05:00:00,0,37,5,2
"31",2023-01-02 06:00:00,1,35,6,2
"32",2023-01-02 07:00:00,3,36,7,2
"33",2023-01-02 08:00:00,10,39,8,2
"34",2023-01-02 09:00:00,16,45,9,2
"35",2023-01-02 10:00:00,17,51,10,2
"36",2023-01-02 11:00:00,11,52,11,2
"37",2023-01-02 12:00:00,5,53,12,2
"38",2023-01-02 13:00:00,2,58,13,2
"39",2023-01-02 14:00:00,0,60,14,2
"40",2023-01-02 15:00:00,0,65,15,2
"41",2023-01-02 16:00:00,0,64,16,2
"42",2023-01-02 17:00:00,0,70,17,2
"43",2023-01-02 18:00:00,0,67,18,2
"44",2023-01-02 19:00:00,0,67,19,2
"45",2023-01-02 20:00:00,0,65,20,2
"46",2023-01-02 21:00:00,0,63,21,2
"47",2023-01-02 22:00:00,0,64,22,2
"48",2023-01-02 23:00:00,0,88,23,2
"49",2023-01-03,0,103,0,3
"50",2023-01-03 01:00:00,0,115,1,3
"51",2023-01-03 02:00:00,0,139,2,3
"52",2023-01-03 03:00:00,0,156,3,3
"53",2023-01-03 04:00:00,0,159,4,3
"54",2023-01-03 05:00:00,0,156,5,3
"55",2023-01-03 06:00:00,1,149,6,3
"56",2023-01-03 07:00:00,2,139,7,3
"57",2023-01-03 08:00:00,3,130,8,3
"58",2023-01-03 09:00:00,6,123,9,3
"59",2023-01-03 10:00:00,6,119,10,3
"60",2023-01-03 11:00:00,5,116,11,3
"61",2023-01-03 12:00:00,2,111,12,3
"62",2023-01-03 13:00:00,1,106,13,3
"63",2023-01-03 14:00:00,0,98,14,3
"64",2023-01-03 15:00:00,0,85,15,3
"65",2023-01-03 16:00:00,0,73,16,3
"66",2023-01-03 17:00:00,0,64,17,3
"67",2023-01-03 18:00:00,0,56,18,3
"68",2023-01-03 19:00:00,0,51,19,3
"69",2023-01-03 20:00:00,0,48,20,3
"70",2023-01-03 21:00:00,0,49,21,3
"71",2023-01-03 22:00:00,0,48,22,3
"72",2023-01-03 23:00:00,1,50,23,3
"73",2023-01-04,1,49,0,4
"74",2023-01-04 01:00:00,1,46,1,4
"75",2023-01-04 02:00:00,1,43,2,4
"76",2023-01-04 03:00:00,0,40,3,4
"77",2023-01-04 04:00:00,1,36,4,4
"78",2023-01-04 05:00:00,1,32,5,4
"79",2023-01-04 06:00:00,1,27,6,4
"80",2023-01-04 07:00:00,3,22,7,4
"81",2023-01-04 08:00:00,6,19,8,4
"82",2023-01-04 09:00:00,10,15,9,4
"83",2023-01-04 10:00:00,11,11,10,4
"84",2023-01-04 11:00:00,9,8,11,4
"85",2023-01-04 12:00:00,5,7,12,4
"86",2023-01-04 13:00:00,2,7,13,4
"87",2023-01-04 14:00:00,1,10,14,4
"88",2023-01-04 15:00:00,1,17,15,4
"89",2023-01-04 16:00:00,1,28,16,4
"90",2023-01-04 17:00:00,1,44,17,4
"91",2023-01-04 18:00:00,1,60,18,4
"92",2023-01-04 19:00:00,1,75,19,4
"93",2023-01-04 20:00:00,1,93,20,4
"94",2023-01-04 21:00:00,1,110,21,4
"95",2023-01-04 22:00:00,1,126,22,4
"96",2023-01-04 23:00:00,0,142,23,4
"97",2023-01-05,0,155,0,5
"98",2023-01-05 01:00:00,0,164,1,5
"99",2023-01-05 02:00:00,0,168,2,5
"100",2023-01-05 03:00:00,0,172,3,5
"101",2023-01-05 04:00:00,0,177,4,5
"102",2023-01-05 05:00:00,1,181,5,5
"103",2023-01-05 06:00:00,1,183,6,5
"104",2023-01-05 07:00:00,4,181,7,5
"105",2023-01-05 08:00:00,13,171,8,5
"106",2023-01-05 09:00:00,24,161,9,5
"107",2023-01-05 10:00:00,30,158,10,5
"108",2023-01-05 11:00:00,24,151,11,5
"109",2023-01-05 12:00:00,11,155,12,5
"110",2023-01-05 13:00:00,3,156,13,5
"111",2023-01-05 14:00:00,1,150,14,5
"112",2023-01-05 15:00:00,0,150,15,5
"113",2023-01-05 16:00:00,0,142,16,5
"114",2023-01-05 17:00:00,0,131,17,5
"115",2023-01-05 18:00:00,0,116,18,5
"116",2023-01-05 19:00:00,0,102,19,5
"117",2023-01-05 20:00:00,0,89,20,5
"118",2023-01-05 21:00:00,0,80,21,5
"119",2023-01-05 22:00:00,0,74,22,5
"120",2023-01-05 23:00:00,0,42,23,5
"121",2023-01-06,0,38,0,6
"122",2023-01-06 01:00:00,0,33,1,6
"123",2023-01-06 02:00:00,0,29,2,6
"124",2023-01-06 03:00:00,0,24,3,6
"125",2023-01-06 04:00:00,0,20,4,6
"126",2023-01-06 05:00:00,1,15,5,6
"127",2023-01-06 06:00:00,1,12,6,6
"128",2023-01-06 07:00:00,5,10,7,6
"129",2023-01-06 08:00:00,17,8,8,6
"130",2023-01-06 09:00:00,31,8,9,6
"131",2023-01-06 10:00:00,36,8,10,6
"132",2023-01-06 11:00:00,28,8,11,6
"133",2023-01-06 12:00:00,13,10,12,6
"134",2023-01-06 13:00:00,3,12,13,6
"135",2023-01-06 14:00:00,1,19,14,6
"136",2023-01-06 15:00:00,0,27,15,6
"137",2023-01-06 16:00:00,0,35,16,6
"138",2023-01-06 17:00:00,0,48,17,6
"139",2023-01-06 18:00:00,0,58,18,6
"140",2023-01-06 19:00:00,0,62,19,6
"141",2023-01-06 20:00:00,0,68,20,6
"142",2023-01-06 21:00:00,0,74,21,6
"143",2023-01-06 22:00:00,0,79,22,6
"144",2023-01-06 23:00:00,0,90,23,6
"145",2023-01-07,0,91,0,7
"146",2023-01-07 01:00:00,0,91,1,7
"147",2023-01-07 02:00:00,0,93,2,7
"148",2023-01-07 03:00:00,0,97,3,7
"149",2023-01-07 04:00:00,0,99,4,7
"150",2023-01-07 05:00:00,1,102,5,7
"151",2023-01-07 06:00:00,1,106,6,7
"152",2023-01-07 07:00:00,3,112,7,7
"153",2023-01-07 08:00:00,9,116,8,7
"154",2023-01-07 09:00:00,17,117,9,7
"155",2023-01-07 10:00:00,20,117,10,7
"156",2023-01-07 11:00:00,17,115,11,7
"157",2023-01-07 12:00:00,9,113,12,7
"158",2023-01-07 13:00:00,3,116,13,7
"159",2023-01-07 14:00:00,1,125,14,7
"160",2023-01-07 15:00:00,1,131,15,7
"161",2023-01-07 16:00:00,0,134,16,7
"162",2023-01-07 17:00:00,0,138,17,7
"163",2023-01-07 18:00:00,0,145,18,7
"164",2023-01-07 19:00:00,0,142,19,7
"165",2023-01-07 20:00:00,0,143,20,7
"166",2023-01-07 21:00:00,0,144,21,7
"167",2023-01-07 22:00:00,0,145,22,7
"168",2023-01-07 23:00:00,0,132,23,7
"169",2023-01-08,0,130,0,8
"170",2023-01-08 01:00:00,0,129,1,8
"171",2023-01-08 02:00:00,0,128,2,8
"172",2023-01-08 03:00:00,0,130,3,8
"173",2023-01-08 04:00:00,0,127,4,8
"174",2023-01-08 05:00:00,1,129,5,8
"175",2023-01-08 06:00:00,1,133,6,8
"176",2023-01-08 07:00:00,2,137,7,8
"177",2023-01-08 08:00:00,4,139,8,8
"178",2023-01-08 09:00:00,6,143,9,8
"179",2023-01-08 10:00:00,6,142,10,8
"180",2023-01-08 11:00:00,5,147,11,8
"181",2023-01-08 12:00:00,3,152,12,8
"182",2023-01-08 13:00:00,2,157,13,8
"183",2023-01-08 14:00:00,1,164,14,8
"184",2023-01-08 15:00:00,1,168,15,8
"185",2023-01-08 16:00:00,0,172,16,8
"186",2023-01-08 17:00:00,0,176,17,8
"187",2023-01-08 18:00:00,0,179,18,8
"188",2023-01-08 19:00:00,0,182,19,8
"189",2023-01-08 20:00:00,0,184,20,8
"190",2023-01-08 21:00:00,0,185,21,8
"191",2023-01-08 22:00:00,0,186,22,8
"192",2023-01-08 23:00:00,0,164,23,8
"193",2023-01-09,0,165,0,9
"194",2023-01-09 01:00:00,0,165,1,9
"195",2023-01-09 02:00:00,0,164,2,9
"196",2023-01-09 03:00:00,0,164,3,9
"197",2023-01-09 04:00:00,0,163,4,9
"198",2023-01-09 05:00:00,1,162,5,9
"199",2023-01-09 06:00:00,1,165,6,9
"200",2023-01-09 07:00:00,2,164,7,9
"201",2023-01-09 08:00:00,3,160,8,9
"202",2023-01-09 09:00:00,4,158,9,9
"203",2023-01-09 10:00:00,4,154,10,9
"204",2023-01-09 11:00:00,4,146,11,9
"205",2023-01-09 12:00:00,2,140,12,9
"206",2023-01-09 13:00:00,1,136,13,9
"207",2023-01-09 14:00:00,1,134,14,9
"208",2023-01-09 15:00:00,1,133,15,9
"209",2023-01-09 16:00:00,0,132,16,9
"210",2023-01-09 17:00:00,0,129,17,9
"211",2023-01-09 18:00:00,0,127,18,9
"212",2023-01-09 19:00:00,0,128,19,9
"213",2023-01-09 20:00:00,0,133,20,9
"214",2023-01-09 21:00:00,0,136,21,9
"215",2023-01-09 22:00:00,0,138,22,9
"216",2023-01-09 23:00:00,0,134,23,9
"217",2023-01-10,0,132,0,10
"218",2023-01-10 01:00:00,0,130,1,10
"219",2023-01-10 02:00:00,0,126,2,10
"220",2023-01-10 03:00:00,0,122,3,10
"221",2023-01-10 04:00:00,0,117,4,10
"222",2023-01-10 05:00:00,1,115,5,10
"223",2023-01-10 06:00:00,1,115,6,10
"224",2023-01-10 07:00:00,2,117,7,10
"225",2023-01-10 08:00:00,3,121,8,10
"226",2023-01-10 09:00:00,3,127,9,10
"227",2023-01-10 10:00:00,3,136,10,10
"228",2023-01-10 11:00:00,3,147,11,10
"229",2023-01-10 12:00:00,2,152,12,10
"230",2023-01-10 13:00:00,1,151,13,10
"231",2023-01-10 14:00:00,1,149,14,10
"232",2023-01-10 15:00:00,0,146,15,10
"233",2023-01-10 16:00:00,0,143,16,10
"234",2023-01-10 17:00:00,0,142,17,10
"235",2023-01-10 18:00:00,0,140,18,10
"236",2023-01-10 19:00:00,0,136,19,10
"237",2023-01-10 20:00:00,0,130,20,10
"238",2023-01-10 21:00:00,0,125,21,10
"239",2023-01-10 22:00:00,0,121,22,10
"240",2023-01-10 23:00:00,0,91,23,10
"241",2023-01-11,0,95,0,11
"242",2023-01-11 01:00:00,0,100,1,11
"243",2023-01-11 02:00:00,0,104,2,11
"244",2023-01-11 03:00:00,0,107,3,11
"245",2023-01-11 04:00:00,0,112,4,11
"246",2023-01-11 05:00:00,1,122,5,11
"247",2023-01-11 06:00:00,1,134,6,11
"248",2023-01-11 07:00:00,2,143,7,11
"249",2023-01-11 08:00:00,4,153,8,11
"250",2023-01-11 09:00:00,5,165,9,11
"251",2023-01-11 10:00:00,5,177,10,11
"252",2023-01-11 11:00:00,4,186,11,11
"253",2023-01-11 12:00:00,3,194,12,11
"254",2023-01-11 13:00:00,1,199,13,11
"255",2023-01-11 14:00:00,1,203,14,11
"256",2023-01-11 15:00:00,0,210,15,11
"257",2023-01-11 16:00:00,0,215,16,11
"258",2023-01-11 17:00:00,0,216,17,11
"259",2023-01-11 18:00:00,0,215,18,11
"260",2023-01-11 19:00:00,0,215,19,11
"261",2023-01-11 20:00:00,0,214,20,11
"262",2023-01-11 21:00:00,0,210,21,11
"263",2023-01-11 22:00:00,0,217,22,11
"264",2023-01-11 23:00:00,0,221,23,11
"265",2023-01-12,0,216,0,12
"266",2023-01-12 01:00:00,0,211,1,12
"267",2023-01-12 02:00:00,0,204,2,12
"268",2023-01-12 03:00:00,0,196,3,12
"269",2023-01-12 04:00:00,0,190,4,12
"270",2023-01-12 05:00:00,1,181,5,12
"271",2023-01-12 06:00:00,1,172,6,12
"272",2023-01-12 07:00:00,2,165,7,12
"273",2023-01-12 08:00:00,4,161,8,12
"274",2023-01-12 09:00:00,5,159,9,12
"275",2023-01-12 10:00:00,5,158,10,12
"276",2023-01-12 11:00:00,5,158,11,12
"277",2023-01-12 12:00:00,3,163,12,12
"278",2023-01-12 13:00:00,2,175,13,12
"279",2023-01-12 14:00:00,1,189,14,12
"280",2023-01-12 15:00:00,1,202,15,12
"281",2023-01-12 16:00:00,0,212,16,12
"282",2023-01-12 17:00:00,0,217,17,12
"283",2023-01-12 18:00:00,0,215,18,12
"284",2023-01-12 19:00:00,0,208,19,12
"285",2023-01-12 20:00:00,0,197,20,12
"286",2023-01-12 21:00:00,0,181,21,12
"287",2023-01-12 22:00:00,0,162,22,12
"288",2023-01-12 23:00:00,0,162,23,12
"289",2023-01-13,0,160,0,13
"290",2023-01-13 01:00:00,0,154,1,13
"291",2023-01-13 02:00:00,0,137,2,13
"292",2023-01-13 03:00:00,0,125,3,13
"293",2023-01-13 04:00:00,0,113,4,13
"294",2023-01-13 05:00:00,1,102,5,13
"295",2023-01-13 06:00:00,1,91,6,13
"296",2023-01-13 07:00:00,2,84,7,13
"297",2023-01-13 08:00:00,4,86,8,13
"298",2023-01-13 09:00:00,5,97,9,13
"299",2023-01-13 10:00:00,6,113,10,13
"300",2023-01-13 11:00:00,5,128,11,13
"301",2023-01-13 12:00:00,3,147,12,13
"302",2023-01-13 13:00:00,2,165,13,13
"303",2023-01-13 14:00:00,1,177,14,13
"304",2023-01-13 15:00:00,1,182,15,13
"305",2023-01-13 16:00:00,0,179,16,13
"306",2023-01-13 17:00:00,0,175,17,13
"307",2023-01-13 18:00:00,0,174,18,13
"308",2023-01-13 19:00:00,0,172,19,13
"309",2023-01-13 20:00:00,0,169,20,13
"310",2023-01-13 21:00:00,0,167,21,13
"311",2023-01-13 22:00:00,0,172,22,13
"312",2023-01-13 23:00:00,0,151,23,13
"313",2023-01-14,0,149,0,14
"314",2023-01-14 01:00:00,0,148,1,14
"315",2023-01-14 02:00:00,0,148,2,14
"316",2023-01-14 03:00:00,0,149,3,14
"317",2023-01-14 04:00:00,0,152,4,14
"318",2023-01-14 05:00:00,1,157,5,14
"319",2023-01-14 06:00:00,1,163,6,14
"320",2023-01-14 07:00:00,3,170,7,14
"321",2023-01-14 08:00:00,5,177,8,14
"322",2023-01-14 09:00:00,6,186,9,14
"323",2023-01-14 10:00:00,7,195,10,14
"324",2023-01-14 11:00:00,6,201,11,14
"325",2023-01-14 12:00:00,3,205,12,14
"326",2023-01-14 13:00:00,2,207,13,14
"327",2023-01-14 14:00:00,1,209,14,14
"328",2023-01-14 15:00:00,1,212,15,14
"329",2023-01-14 16:00:00,0,218,16,14
"330",2023-01-14 17:00:00,0,216,17,14
"331",2023-01-14 18:00:00,0,211,18,14
"332",2023-01-14 19:00:00,0,208,19,14
"333",2023-01-14 20:00:00,0,204,20,14
"334",2023-01-14 21:00:00,0,200,21,14
"335",2023-01-14 22:00:00,0,195,22,14
"336",2023-01-14 23:00:00,0,184,23,14
"337",2023-01-15,0,184,0,15
"338",2023-01-15 01:00:00,0,189,1,15
"339",2023-01-15 02:00:00,0,200,2,15
"340",2023-01-15 03:00:00,0,213,3,15
"341",2023-01-15 04:00:00,0,224,4,15
"342",2023-01-15 05:00:00,1,236,5,15
"343",2023-01-15 06:00:00,1,243,6,15
"344",2023-01-15 07:00:00,2,247,7,15
"345",2023-01-15 08:00:00,3,249,8,15
"346",2023-01-15 09:00:00,4,252,9,15
"347",2023-01-15 10:00:00,5,253,10,15
"348",2023-01-15 11:00:00,4,248,11,15
"349",2023-01-15 12:00:00,2,236,12,15
"350",2023-01-15 13:00:00,1,221,13,15
"351",2023-01-15 14:00:00,1,214,14,15
"352",2023-01-15 15:00:00,1,212,15,15
"353",2023-01-15 16:00:00,0,211,16,15
"354",2023-01-15 17:00:00,0,211,17,15
"355",2023-01-15 18:00:00,0,211,18,15
"356",2023-01-15 19:00:00,0,212,19,15
"357",2023-01-15 20:00:00,0,215,20,15
"358",2023-01-15 21:00:00,0,218,21,15
"359",2023-01-15 22:00:00,0,221,22,15
"360",2023-01-15 23:00:00,0,215,23,15
"361",2023-01-16,0,223,0,16
"362",2023-01-16 01:00:00,0,230,1,16
"363",2023-01-16 02:00:00,0,235,2,16
"364",2023-01-16 03:00:00,0,240,3,16
"365",2023-01-16 04:00:00,0,243,4,16
"366",2023-01-16 05:00:00,1,245,5,16
"367",2023-01-16 06:00:00,2,247,6,16
"368",2023-01-16 07:00:00,3,246,7,16
"369",2023-01-16 08:00:00,7,244,8,16
"370",2023-01-16 09:00:00,13,243,9,16
"371",2023-01-16 10:00:00,16,242,10,16
"372",2023-01-16 11:00:00,14,238,11,16
"373",2023-01-16 12:00:00,9,231,12,16
"374",2023-01-16 13:00:00,3,219,13,16
"375",2023-01-16 14:00:00,1,206,14,16
"376",2023-01-16 15:00:00,1,197,15,16
"377",2023-01-16 16:00:00,0,192,16,16
"378",2023-01-16 17:00:00,0,187,17,16
"379",2023-01-16 18:00:00,0,176,18,16
"380",2023-01-16 19:00:00,0,158,19,16
"381",2023-01-16 20:00:00,0,134,20,16
"382",2023-01-16 21:00:00,0,108,21,16
"383",2023-01-16 22:00:00,0,87,22,16
"384",2023-01-16 23:00:00,0,68,23,16
"385",2023-01-17,1,64,0,17
"386",2023-01-17 01:00:00,1,66,1,17
"387",2023-01-17 02:00:00,0,65,2,17
"388",2023-01-17 03:00:00,0,65,3,17
"389",2023-01-17 04:00:00,0,69,4,17
"390",2023-01-17 05:00:00,1,77,5,17
"391",2023-01-17 06:00:00,1,88,6,17
"392",2023-01-17 07:00:00,2,101,7,17
"393",2023-01-17 08:00:00,4,114,8,17
"394",2023-01-17 09:00:00,5,125,9,17
"395",2023-01-17 10:00:00,5,136,10,17
"396",2023-01-17 11:00:00,5,147,11,17
"397",2023-01-17 12:00:00,3,153,12,17
"398",2023-01-17 13:00:00,2,154,13,17
"399",2023-01-17 14:00:00,1,151,14,17
"400",2023-01-17 15:00:00,0,144,15,17
"401",2023-01-17 16:00:00,0,135,16,17
"402",2023-01-17 17:00:00,0,124,17,17
"403",2023-01-17 18:00:00,0,116,18,17
"404",2023-01-17 19:00:00,0,110,19,17
"405",2023-01-17 20:00:00,0,107,20,17
"406",2023-01-17 21:00:00,0,104,21,17
"407",2023-01-17 22:00:00,0,99,22,17
"408",2023-01-17 23:00:00,0,98,23,17
"409",2023-01-18,0,100,0,18
"410",2023-01-18 01:00:00,0,98,1,18
"411",2023-01-18 02:00:00,0,94,2,18
"412",2023-01-18 03:00:00,0,89,3,18
"413",2023-01-18 04:00:00,0,83,4,18
"414",2023-01-18 05:00:00,1,77,5,18
"415",2023-01-18 06:00:00,2,70,6,18
"416",2023-01-18 07:00:00,3,61,7,18
"417",2023-01-18 08:00:00,7,53,8,18
"418",2023-01-18 09:00:00,11,43,9,18
"419",2023-01-18 10:00:00,12,30,10,18
"420",2023-01-18 11:00:00,9,20,11,18
"421",2023-01-18 12:00:00,6,18,12,18
"422",2023-01-18 13:00:00,2,19,13,18
"423",2023-01-18 14:00:00,1,22,14,18
"424",2023-01-18 15:00:00,1,26,15,18
"425",2023-01-18 16:00:00,0,30,16,18
"426",2023-01-18 17:00:00,0,35,17,18
"427",2023-01-18 18:00:00,0,42,18,18
"428",2023-01-18 19:00:00,0,50,19,18
"429",2023-01-18 20:00:00,0,57,20,18
"430",2023-01-18 21:00:00,0,61,21,18
"431",2023-01-18 22:00:00,0,63,22,18
"432",2023-01-18 23:00:00,0,78,23,18
"433",2023-01-19,1,92,0,19
"434",2023-01-19 01:00:00,1,108,1,19
"435",2023-01-19 02:00:00,0,117,2,19
"436",2023-01-19 03:00:00,0,120,3,19
"437",2023-01-19 04:00:00,0,122,4,19
"438",2023-01-19 05:00:00,1,123,5,19
"439",2023-01-19 06:00:00,1,119,6,19
"440",2023-01-19 07:00:00,2,112,7,19
"441",2023-01-19 08:00:00,5,108,8,19
"442",2023-01-19 09:00:00,9,109,9,19
"443",2023-01-19 10:00:00,13,113,10,19
"444",2023-01-19 11:00:00,14,111,11,19
"445",2023-01-19 12:00:00,9,102,12,19
"446",2023-01-19 13:00:00,4,88,13,19
"447",2023-01-19 14:00:00,1,73,14,19
"448",2023-01-19 15:00:00,0,57,15,19
"449",2023-01-19 16:00:00,0,44,16,19
"450",2023-01-19 17:00:00,0,36,17,19
"451",2023-01-19 18:00:00,0,30,18,19
"452",2023-01-19 19:00:00,0,27,19,19
"453",2023-01-19 20:00:00,0,25,20,19
"454",2023-01-19 21:00:00,0,23,21,19
"455",2023-01-19 22:00:00,0,19,22,19
"456",2023-01-19 23:00:00,0,6,23,19
"457",2023-01-20,0,5,0,20
"458",2023-01-20 01:00:00,0,5,1,20
"459",2023-01-20 02:00:00,0,4,2,20
"460",2023-01-20 03:00:00,0,4,3,20
"461",2023-01-20 04:00:00,0,4,4,20
"462",2023-01-20 05:00:00,1,4,5,20
"463",2023-01-20 06:00:00,2,4,6,20
"464",2023-01-20 07:00:00,4,4,7,20
"465",2023-01-20 08:00:00,7,4,8,20
"466",2023-01-20 09:00:00,12,5,9,20
"467",2023-01-20 10:00:00,15,5,10,20
"468",2023-01-20 11:00:00,13,6,11,20
"469",2023-01-20 12:00:00,8,6,12,20
"470",2023-01-20 13:00:00,3,7,13,20
"471",2023-01-20 14:00:00,1,7,14,20
"472",2023-01-20 15:00:00,1,7,15,20
"473",2023-01-20 16:00:00,0,7,16,20
"474",2023-01-20 17:00:00,0,7,17,20
"475",2023-01-20 18:00:00,0,7,18,20
"476",2023-01-20 19:00:00,0,7,19,20
"477",2023-01-20 20:00:00,0,7,20,20
"478",2023-01-20 21:00:00,0,7,21,20
"479",2023-01-20 22:00:00,0,7,22,20
"480",2023-01-20 23:00:00,0,6,23,20
"481",2023-01-21,0,5,0,21
"482",2023-01-21 01:00:00,0,4,1,21
"483",2023-01-21 02:00:00,0,5,2,21
"484",2023-01-21 03:00:00,1,5,3,21
"485",2023-01-21 04:00:00,1,4,4,21
"486",2023-01-21 05:00:00,1,4,5,21
"487",2023-01-21 06:00:00,2,4,6,21
"488",2023-01-21 07:00:00,6,4,7,21
"489",2023-01-21 08:00:00,19,8,8,21
"490",2023-01-21 09:00:00,34,9,9,21
"491",2023-01-21 10:00:00,43,9,10,21
"492",2023-01-21 11:00:00,40,12,11,21
"493",2023-01-21 12:00:00,22,11,12,21
"494",2023-01-21 13:00:00,7,15,13,21
"495",2023-01-21 14:00:00,1,18,14,21
"496",2023-01-21 15:00:00,1,22,15,21
"497",2023-01-21 16:00:00,0,29,16,21
"498",2023-01-21 17:00:00,0,37,17,21
"499",2023-01-21 18:00:00,0,35,18,21
"500",2023-01-21 19:00:00,0,33,19,21
"501",2023-01-21 20:00:00,0,32,20,21
"502",2023-01-21 21:00:00,0,29,21,21
"503",2023-01-21 22:00:00,0,27,22,21
"504",2023-01-21 23:00:00,0,0,23,21
"505",2023-01-22,0,0,0,22
"506",2023-01-22 01:00:00,0,0,1,22
"507",2023-01-22 02:00:00,0,0,2,22
"508",2023-01-22 03:00:00,0,0,3,22
"509",2023-01-22 04:00:00,0,0,4,22
"510",2023-01-22 05:00:00,0,0,5,22
"511",2023-01-22 06:00:00,0,0,6,22
"512",2023-01-22 07:00:00,0,0,7,22
"513",2023-01-22 08:00:00,0,0,8,22
"514",2023-01-22 09:00:00,0,0,9,22
"515",2023-01-22 10:00:00,0,0,10,22
"516",2023-01-22 11:00:00,0,0,11,22
"517",2023-01-22 12:00:00,0,0,12,22
"518",2023-01-22 13:00:00,0,0,13,22
"519",2023-01-22 14:00:00,0,0,14,22
"520",2023-01-22 15:00:00,0,0,15,22
"521",2023-01-22 16:00:00,0,0,16,22
"522",2023-01-22 17:00:00,0,0,17,22
"523",2023-01-22 18:00:00,0,0,18,22
"524",2023-01-22 19:00:00,0,0,19,22
"525",2023-01-22 20:00:00,0,0,20,22
"526",2023-01-22 21:00:00,0,0,21,22
"527",2023-01-22 22:00:00,0,4,22,22
"528",2023-01-22 23:00:00,0,1,23,22
"529",2023-01-23,0,1,0,23
"530",2023-01-23 01:00:00,0,1,1,23
"531",2023-01-23 02:00:00,0,1,2,23
"532",2023-01-23 03:00:00,0,1,3,23
"533",2023-01-23 04:00:00,0,0,4,23
"534",2023-01-23 05:00:00,1,0,5,23
"535",2023-01-23 06:00:00,1,0,6,23
"536",2023-01-23 07:00:00,4,0,7,23
"537",2023-01-23 08:00:00,9,0,8,23
"538",2023-01-23 09:00:00,16,2,9,23
"539",2023-01-23 10:00:00,19,5,10,23
"540",2023-01-23 11:00:00,17,7,11,23
"541",2023-01-23 12:00:00,10,12,12,23
"542",2023-01-23 13:00:00,4,18,13,23
"543",2023-01-23 14:00:00,1,25,14,23
"544",2023-01-23 15:00:00,1,37,15,23
"545",2023-01-23 16:00:00,0,49,16,23
"546",2023-01-23 17:00:00,0,62,17,23
"547",2023-01-23 18:00:00,0,75,18,23
"548",2023-01-23 19:00:00,0,87,19,23
"549",2023-01-23 20:00:00,0,98,20,23
"550",2023-01-23 21:00:00,0,108,21,23
"551",2023-01-23 22:00:00,0,119,22,23
"552",2023-01-23 23:00:00,0,132,23,23
"553",2023-01-24,0,141,0,24
"554",2023-01-24 01:00:00,0,146,1,24
"555",2023-01-24 02:00:00,0,154,2,24
"556",2023-01-24 03:00:00,0,162,3,24
"557",2023-01-24 04:00:00,0,167,4,24
"558",2023-01-24 05:00:00,1,167,5,24
"559",2023-01-24 06:00:00,1,161,6,24
"560",2023-01-24 07:00:00,2,153,7,24
"561",2023-01-24 08:00:00,4,142,8,24
"562",2023-01-24 09:00:00,6,129,9,24
"563",2023-01-24 10:00:00,7,114,10,24
"564",2023-01-24 11:00:00,7,98,11,24
"565",2023-01-24 12:00:00,5,86,12,24
"566",2023-01-24 13:00:00,2,76,13,24
"567",2023-01-24 14:00:00,1,65,14,24
"568",2023-01-24 15:00:00,0,57,15,24
"569",2023-01-24 16:00:00,0,56,16,24
"570",2023-01-24 17:00:00,0,50,17,24
"571",2023-01-24 18:00:00,0,52,18,24
"572",2023-01-24 19:00:00,0,55,19,24
"573",2023-01-24 20:00:00,0,63,20,24
"574",2023-01-24 21:00:00,0,72,21,24
"575",2023-01-24 22:00:00,0,80,22,24
"576",2023-01-24 23:00:00,0,95,23,24
"577",2023-01-25,0,104,0,25
"578",2023-01-25 01:00:00,0,112,1,25
"579",2023-01-25 02:00:00,0,119,2,25
"580",2023-01-25 03:00:00,0,128,3,25
"581",2023-01-25 04:00:00,0,137,4,25
"582",2023-01-25 05:00:00,1,146,5,25
"583",2023-01-25 06:00:00,1,154,6,25
"584",2023-01-25 07:00:00,3,163,7,25
"585",2023-01-25 08:00:00,4,171,8,25
"586",2023-01-25 09:00:00,6,177,9,25
"587",2023-01-25 10:00:00,6,182,10,25
"588",2023-01-25 11:00:00,5,184,11,25
